hour,month,hour_of_day,Anna,Bardeen,Cary
36,1,12,198.88878621062963,218.3137136497875,237.86711822986587
37,1,13,198.8864280054432,218.31106066895276,237.8641704733828
38,1,14,198.88407864359368,218.3084176368721,237.86123377107097
39,1,15,198.8817381262898,218.3057845549052,237.85830812444107
40,1,16,198.8794064547356,218.3031614244067,237.8553935349983
41,1,17,198.87708363013064,218.30054824672612,237.85249000424213
42,1,18,198.87476965366992,218.29794502320783,237.84959753366627
43,1,19,179.2093267226792,196.93538564304717,214.7719349046068
44,1,20,159.54389264220907,175.57283621972218,191.69428333869809
45,1,21,159.54160521730563,175.57026286670578,191.6914240575688
46,1,22,159.53932664528088,175.56769947317798,191.68857584253783
47,1,23,147.59872326067492,162.5965951866558,177.6760500971212
48,1,0,135.65812873128766,149.62550086225465,163.6635354207279
49,1,1,135.6558767249143,149.6229673550846,163.66072041276118
50,1,2,135.65363357608123,149.6204438126474,163.6579164767199
51,1,3,135.65139928594257,149.61793023624136,163.65512361404652
52,1,4,135.64917385564763,149.6154266271596,163.65234182617786
53,1,5,135.6469572863414,149.6129329866901,163.6495711145451
54,1,6,135.64474957916423,149.61044931611576,163.6468114805736
55,1,7,144.89840743348714,159.66256544796232,174.50585265869714
56,1,8,167.24183222623233,183.93402885570396,200.72579526938895
57,1,9,189.58526588450025,208.2055022371586,226.9457489619842
58,1,10,198.83895033538656,218.25764829013903,237.80482338581209
59,1,11,198.83678695579997,218.25521448810412,237.8021191613288
60,1,12,198.83463244508857,218.2527906635538,237.7994260229395
61,1,13,198.83248680436088,218.25037681773517,237.79674397202996
62,1,14,198.83035003472077,218.24797295189,237.79407300997977
63,1,15,198.8282221372674,218.245579067255,237.79141313816308
64,1,16,198.8261031130956,218.2431951650617,237.7887643579483
65,1,17,198.8239929632955,218.2408212465366,237.78612667069817
66,1,18,198.8218916889526,218.23845731290083,237.7835000777696
67,1,19,179.15666148728332,196.87613725322677,214.7061033603619
68,1,20,159.49144016322873,175.5138271808693,191.62871773997267
69,1,21,159.48936552172557,175.5114932091782,191.62612443809363
70,1,22,159.48729975997634,175.50916922721035,191.6235422359071
71,1,23,147.5469092124116,162.53830438235957,177.61128253679206
72,1,0,135.60652754672182,149.56744952961807,163.5990339400206
73,1,1,135.60448843059268,149.5651555239728,163.5964850448592
74,1,2,135.6024581984411,149.56287151280225,163.59394725466973
75,1,3,135.60043685131154,149.5605974972815,163.59142057075775
76,1,4,135.59842439024385,149.55833347858038,163.58890499442316
77,1,5,135.59642081627345,149.55607945786366,163.58640052696015
78,1,6,135.59442613043106,149.55383543629097,163.58390716965715
79,1,7,144.84829703197818,159.60619124626476,174.44321465681094
80,1,8,167.19193489772738,183.87789436113587,200.66342360875777
81,1,9,189.53558165466944,208.14960747859897,226.8836436746957
82,1,10,198.78947922979052,218.20199329634343,237.74298450381696
83,1,11,198.78752899988945,218.1997992877048,237.74054671644063
84,1,12,198.78558766420497,218.19761528505973,237.738120046835
85,1,13,198.78365522373568,218.1954412895318,237.7357044962484
86,1,14,198.78173167947585,218.1932773022395,237.7333000659236
87,1,15,198.779817032415,218.19112332429603,237.73090675709756
88,1,16,198.77791128353817,218.18897935680957,237.72852457100151
89,1,17,198.77601443382576,218.18684540088316,237.72615350886105
90,1,18,198.77412648425369,218.18472145761456,237.72379357189592
91,1,19,179.10910963192845,196.82264141595255,214.64666354116832
92,1,20,159.44410168168145,175.46057138912855,191.5695446380385
93,1,21,159.44224043833958,175.458477490369,191.56721808386123
94,1,22,159.44038809899564,175.45639360860707,191.56490265968128
95,1,23,147.50021099797038,162.4857688911132,177.55290976874053
96,1,0,135.5600428028444,149.51515419275597,163.54092801017384
97,1,1,135.5582171811936,149.51310036839885,163.53864598311037
98,1,2,135.5564004673251,149.51105656529674,163.5363750907747
99,1,3,135.5545926621734,149.5090227845011,163.5341153343351
100,1,4,135.55279376666866,149.50699902705827,163.53186671495416
101,1,5,135.55100378173628,149.50498529400932,163.52962923378868
102,1,6,135.54922270829715,149.50298158639032,163.52740289198977
103,1,7,144.80330724550288,159.55557773648002,174.3869774237168
104,1,8,167.14715877005614,183.8275212175057,200.6074534491687
105,1,9,189.49101920883777,208.0994747270383,226.8279406174061
106,1,10,198.745130488724,218.1521009626437,237.68754857748385
107,1,11,198.74339398640376,218.15014739753337,237.6853779495835
108,1,12,198.74166640100577,218.14820386396065,237.683218467836
109,1,13,198.73994773341872,218.1462703629252,237.6810701333522
110,1,14,198.73823798452685,218.14434689542185,237.67893294723737
111,1,15,198.73653715520976,218.14243346244012,237.676806910591
112,1,16,198.73484524634245,218.1405300649644,237.67469202450684
113,1,17,198.7331622587953,218.13863670397387,237.67258829007295
114,1,18,198.7314881934342,218.13675338044263,237.67049570837156
115,1,19,179.0666852472556,196.7749139831956,214.59363306032728
116,1,20,159.40189122498091,175.4130846253405,191.51678156716287
117,1,21,159.40024393132694,175.4112314199798,191.5147224500954
118,1,22,159.39860556327642,175.40938825592295,191.51267449003228
119,1,23,147.45864245504004,162.43900428031657,177.5009490900776
120,1,0,135.51868827408825,149.46863034790528,163.48923484922864
121,1,1,135.5170766878869,149.4668173134288,163.48722036647695
122,1,2,135.51547403063296,149.46501432401809,163.48521704490952
123,1,3,135.51388030315087,149.46322138060074,163.48322488555692
124,1,4,135.51229550626056,149.46143848409915,163.48124388944404
125,1,5,135.51071964077738,149.45966563543055,163.47927405759006
126,1,6,135.50915270751202,149.457902835507,163.47731539100835
127,1,7,144.76345140550592,159.51073991648343,174.3371576237206
128,1,8,167.10751711135154,183.78292435146307,200.557901375788
129,1,9,189.45159175181965,208.05511883789296,226.77865629613348
130,1,10,198.70591725367615,218.10798607321485,237.63853203367404
131,1,11,198.70439499349987,218.10627353051652,237.63662920845368
132,1,12,198.7028816703092,218.104571041927,237.6347375544653
133,1,13,198.7013772848827,218.1028786083222,237.6328570726822
134,1,14,198.69988183799433,218.10119623057275,237.6309877640717
135,1,15,198.69839533041335,218.09952390954425,237.62912962959555
136,1,16,198.6969177629047,218.09786164609693,237.62728267020967
137,1,17,198.69544913622832,218.09620944108605,237.62544688686424
138,1,18,198.69398945113988,218.09456729536151,237.6236222805037
139,1,19,179.02940090452557,196.73296909762433,214.54702763191472
140,1,20,159.36482130099648,175.371380960858,191.47044416218233
141,1,21,159.36338844515905,175.3697689980409,191.46865309238555
142,1,22,159.36196453388575,175.36816709785845,191.46687320329391
143,1,23,147.42221590127693,162.39802440733305,177.4554158978737
144,1,0,135.48247621469272,149.42789178108532,163.44396977498425
145,1,1,135.48107914148858,149.42632007373066,163.44222343347906
146,1,2,135.47969101575114,149.42475843227604,163.44048827630724
147,1,3,135.4783118381945,149.4232068575248,163.43876430436143
148,1,4,135.47694160952818,149.4216653502752,163.43705151852856
149,1,5,135.47558033045712,149.42013391132028,163.4353499196897
150,1,6,135.47422800168167,149.41861254144789,163.4336595087204
151,1,7,144.72874132213283,159.47169107268874,174.29377001950428
152,1,8,167.0730216682927,183.74411697802188,200.51478207196445
153,1,9,189.41731096682153,208.01655295477008,226.73580531488585
154,1,10,198.67185114437484,218.0696617002509,237.59594939704735
155,1,11,198.67054357742103,218.06819068742783,237.59431493835513
156,1,12,198.66924496486803,218.0667297483057,237.59269167266388
157,1,13,198.66795530738392,218.0652788836361,237.5910796008087
158,1,14,198.6666746056322,218.06383809416545,237.5894787236191
159,1,15,198.66540286027177,218.06240738063485,237.5878890419185
160,1,16,198.6641400719568,218.06098674378055,237.5863105565248
161,1,17,198.66288624133705,218.0595761843333,237.5847432682501
162,1,18,198.66164136905743,218.0581757030188,237.58318717790064
163,1,19,178.9972676518938,196.6968191884135,214.506861066125
164,1,20,159.3329028943466,175.3354727533769,191.43054615386995
165,1,21,159.33168490091185,175.33410251076282,191.42902366207653
166,1,22,159.3304758683514,175.3327423491323,191.427512371376
167,1,23,147.3909421306551,162.36284141538349,177.41632368459642
168,1,0,135.45141735507252,149.39295056401258,163.40514620045894
169,1,1,135.45023520884854,149.39162064951063,163.40366851767902
170,1,2,135.4490620259592,149.39030081876012,163.40220203906733
171,1,3,135.44789780700808,149.3889910724401,163.4007467653784
172,1,4,135.44674255259406,149.38769141122435,163.39930269736092
173,1,5,135.44559626331153,149.3864018357815,163.39786983575777
174,1,6,135.44445893975018,149.385122346775,163.39644818130608
175,1,7,144.69918728073043,159.43844277611106,174.2568274677513
176,1,8,167.04368266262378,183.71111059664435,200.4781083148783
177,1,9,189.38818701197985,207.98378850557316,226.6994003713337
178,1,10,198.64294225534348,218.03713920009056,237.55981328575817
179,1,11,198.6418497690724,218.03591015303564,237.55844767791933
180,1,12,198.640766251964,218.0346911962887,237.55709328153384
181,1,13,198.63969170457565,218.03348233047677,237.5557500972984
182,1,14,198.63862612746016,218.03228355622184,237.554418125904
183,1,15,198.63756952116577,218.03109487414065,237.553097368036
184,1,16,198.636521886236,218.02991628484463,237.55178782437383
185,1,17,198.63548322320983,218.02874778894025,237.5504894955911
186,1,18,198.63445353262168,218.02758938702857,237.5492023823559
187,1,19,178.97029501113644,196.66647496756156,214.47314526517837
188,1,20,159.30614546314405,175.30537064327402,191.3970993648668
189,1,21,159.3051426930297,175.3042425268954,191.39584590222387
190,1,22,159.30414889744458,175.3031245068621,191.3946036577425
191,1,23,147.36483041026773,162.3334657299477,177.3836840341122
192,1,0,135.42552089863807,149.36381705052383,163.3727756299159
193,1,1,135.4245540296897,149.3627293229569,163.3715670437305
194,1,2,135.4235961372879,149.3616516940049,163.3703696782282
195,1,3,135.42264722192547,149.3605841642222,163.36918353402518
196,1,4,135.4217072840906,149.35952673415792,163.36800861173157
197,1,5,135.42077632426682,149.3584794043562,163.36684491195183
198,1,6,135.4198543429331,149.35744217535574,163.3656924352847
199,1,7,144.67479803879905,159.41100487893826,174.22634091533706
200,1,8,167.0195087881254,183.68391498783365,200.44789097175533
201,1,9,189.3642285173509,207.95683519911563,226.66945225304755
202,1,10,198.61919915290977,218.0104282098526,237.530134407716
203,1,11,198.6183220710487,218.00944149275895,237.52903805538972
204,1,12,198.6174539704544,218.00846487959035,237.52795292964683
205,1,13,198.61659485157335,218.0074983708492,237.52687903104555
206,1,14,198.6157447148476,218.00654196703272,237.52581636013835
207,1,15,198.6149035607145,218.00559566863296,237.5247649174719
208,1,16,198.61407138960675,218.00465947613677,237.52372470358728
209,1,17,198.61324820195253,218.00373339002573,237.52269571901945
210,1,18,198.61243399817528,218.00281741077632,237.5216779642979
211,1,19,178.94849097482916,196.64194542671584,214.44589021979425
212,1,20,159.28455693619316,175.28108355045427,191.3701137061782
213,1,21,159.28376968654163,175.2801978945963,191.3691296441138
214,1,22,159.2829914224149,175.27932234745373,191.36815681395535
215,1,23,147.34388847758112,162.3099060556753,177.35750661825395
216,1,0,135.4047945190683,149.34049987350784,163.3468676554537
217,1,1,135.40404321389966,149.33965465519316,163.3459285239929
218,1,2,135.4033008958296,149.33881954736432,163.34500062640532
219,1,3,135.40256756523996,149.337994550451,163.34408396316832
220,1,4,135.4018432225081,149.33717966487762,163.34317853475346
221,1,5,135.40112786800657,149.33637489106343,163.34228434162654
222,1,6,135.40042150210346,149.33558022942242,163.34140138424766
223,1,7,144.65558082339743,159.3893855116114,174.20231939608504
224,1,8,167.00050720803824,183.6625382102356,200.4241389966464
225,1,9,189.34544258235383,207.9357010222439,226.6459698343012
226,1,10,198.6006288726673,217.98953664457983,237.50692155741297
227,1,11,198.5999674551146,217.98879254983308,237.50609478547207
228,1,12,198.59931502827132,217.9880585696344,237.50527925191795
229,1,13,198.5986715924731,217.9873347043614,237.50447495717015
230,1,14,198.5980371480509,217.98662095438647,237.5036819016425
231,1,15,198.59741169533123,217.9859173200768,237.50290008574285
232,1,16,198.5967952346358,217.98522380179443,237.50212950987355
233,1,17,198.59618776628173,217.9845403998961,237.50137017443097
234,1,18,198.59558929058156,217.9838671147334,237.5006220798058
235,1,19,178.93186200397847,196.6232378345088,214.42510400623084
236,1,20,159.2681437106404,175.2626186717074,191.34959717423723
237,1,21,159.2675722147308,175.2619757388091,191.3488828043502
238,1,22,159.26700971267888,175.2613429240007,191.34817967678532
239,1,23,147.3281225381419,162.29216937380616,177.33779919395494
240,1,0,135.3892443580368,149.32300594234744,163.32742995416433
241,1,1,135.38870883927584,149.3224034837413,163.32676055571312
242,1,2,135.38818231550235,149.32181114449617,163.32610240099626
243,1,3,135.38766478698722,149.32122892491662,163.32545549035234
244,1,4,135.38715625399672,149.3206568253023,163.32481982411423
245,1,5,135.38665671679243,149.3200948459475,163.3241954026089
246,1,6,135.38616617563136,149.3195429871413,163.32358222615755
247,1,7,144.6415413290012,159.37359108041565,174.1847700280897
248,1,8,166.98668355294063,183.6469865982508,200.40685942777435
249,1,9,189.33183477366651,207.92039223747068,226.62896007344204
250,1,10,198.58723691739095,217.974470694894,237.49018161331756
251,1,11,198.58679136013893,217.97396944298544,237.4896246667525
252,1,12,198.5863548003748,217.97347831325084,237.48907896704733
253,1,13,198.58592723832328,217.97299730594287,237.48854451448295
254,1,14,198.5855086742043,217.972526421309,237.4880213093342
255,1,15,198.5850991082332,217.97206565959144,237.48750935187027
256,1,16,198.5846985406206,217.97161502102733,237.48700864235457
257,1,17,198.5843069715727,217.97117450584847,237.48651918104468
258,1,18,198.5839244012909,217.97074411428144,237.48604096819244
259,1,19,178.92041302610724,196.6103577344037,214.41079278389185
260,1,20,159.2569106500787,175.2499814785755,191.3355558485351
261,1,21,159.25655507725756,175.24958145915173,191.33511138250867
262,1,22,159.256208503962,175.24919156419423,191.3346781658892
263,1,23,147.31753726373816,162.28026094010193,177.32456760095022
264,1,0,135.37887502339188,149.3113404408719,163.3144682858582
265,1,1,135.37855544972436,149.31098092049592,163.31406881877376
266,1,2,135.3782448762678,149.3106315253573,163.31368060195308
267,1,3,135.37794330318206,149.31029225563583,163.3133036355959
268,1,4,135.3776507306222,149.309963111506,163.3129379198961
269,1,5,135.37736715873882,149.3096440931372,163.31258345504185
270,1,6,135.37709258767774,149.30933520069345,163.31224024121548
271,1,7,144.63268371581557,159.3636262655818,174.17369801160768
272,1,8,166.97804191907986,183.63726476015745,200.3960573854484
273,1,9,189.3234091235764,207.9109133811193,226.6184280108294
274,1,10,198.57902725540615,217.9652348251611,237.47991953583653
275,1,11,198.57879769048293,217.96497656462248,237.4796325796825
276,1,12,198.57857712716012,217.9647284308843,237.47935687552896
277,1,13,198.57836556555117,217.9644904240742,237.47909242351776
278,1,14,198.5781630057649,217.9642625443147,237.47883922378497
279,1,15,198.5779694479056,217.96404479172293,237.4785972764608
280,1,16,198.57778489207277,217.963837166411,237.47836658166975
281,1,17,198.57760933836136,217.9636396684857,237.4781471395305
282,1,18,198.57744278686175,217.96345229804865,237.477938950156
283,1,19,178.9141474337948,196.60330894305216,214.40296079350128
284,1,20,159.25086108310637,175.24317571573164,191.32799388981968
285,1,21,159.25072153873757,175.24301872831674,191.3278194593587
286,1,22,159.2505909968955,175.24287186874443,191.32765628205613
287,1,23,147.31213579101515,162.27418428328855,177.31781576004647
288,1,0,135.37368958779118,149.3055068258211,163.30798649135733
289,1,1,135.37358605391364,149.30539035020888,163.3078570740104
290,1,2,135.37349152280368,149.30528400271015,163.30773891012294
291,1,3,135.3734059945099,149.3051877833797,163.3076319997557
292,1,4,135.3733294690763,149.30510169226687,163.30753634296372
293,1,5,135.37326194654224,149.30502572941606,163.30745193979615
294,1,6,135.3732034269425,149.30495989486633,163.30737879029647
295,1,7,144.62901060854244,159.35949401989956,174.1691066275163
296,1,8,166.97458486715857,183.63337557674595,200.39173607054676
297,1,9,189.32016812878535,207.90726726197943,226.61437676734067
298,1,10,198.57600231941288,217.96183177216864,237.47613836584492
299,1,11,198.57598881484353,217.96181657952815,237.47612148513323
300,1,12,198.57598431331965,217.96181151531377,237.47611585822835
301,1,13,198.57598881484353,217.96181657952815,237.47612148513323
302,1,14,198.57600231941288,217.96183177216864,237.47613836584492
303,1,15,198.57602482702072,217.96185709322745,237.47616650035468
304,1,16,198.57605633765547,217.96189254269157,237.47620588864817
305,1,17,198.57609685130095,217.96193812054275,237.47625653070503
306,1,18,198.57614636793633,217.96199382675752,237.47631842649923
307,1,19,178.91306708367134,196.6020935491633,214.40161035584697
308,1,20,159.24999680234063,175.24220339987016,191.32691353886253
309,1,21,159.25007332777423,175.24228949098298,191.3270091956545
310,1,22,159.250158856068,175.2423857103135,191.32711610602175
311,1,23,147.3119197205458,162.27394120401055,177.3175456719598
312,1,0,135.37368958779118,149.3055068258211,163.30798649135733
313,1,1,135.373802124383,149.30563342948687,163.3081271620971
314,1,2,135.3739236636312,149.3057701611411,163.3082790861573
315,1,3,135.37405420547324,149.30591702071342,163.30844226345988
316,1,4,135.37419374984205,149.3060740081283,163.30861669392087
317,1,5,135.37434229666573,149.30624112330497,163.3088023774505
318,1,6,135.37449984586792,149.30641836615743,163.30899931395322
319,1,7,144.63052309560285,159.36119556784251,174.1709972363418
320,1,8,166.97631342157584,183.6353202004654,200.39389676356836
321,1,9,189.32211274967028,207.90945496047493,226.61680754344675
322,1,10,198.5781630057649,217.9642625443147,237.47883922378497
323,1,11,198.57836556555117,217.9644904240742,237.47909242351776
324,1,12,198.57857712716012,217.9647284308843,237.47935687552896
325,1,13,198.57879769048293,217.96497656462248,237.4796325796825
326,1,14,198.57902725540615,217.9652348251611,237.47991953583653
327,1,15,198.5792658218117,217.9655032123673,237.48021774384344
328,1,16,198.57951338957676,217.96578172610305,237.4805272035498
329,1,17,198.57976995857408,217.96607036622495,237.4808479147964
330,1,18,198.58003552867152,217.96636913258465,237.48117987741824
331,1,19,178.91717229586789,196.6067119128844,214.40674187109263
332,1,20,159.25431806388653,175.2470648191093,191.3323151157949
333,1,21,159.2546106364464,175.24739396323915,191.3326808314947
334,1,22,159.25491220953214,175.24773323296063,191.3330577978519
335,1,23,147.3168891163565,162.27953177429757,177.32375741672314
336,1,0,135.37887502339188,149.3113404408719,163.3144682858582
337,1,1,135.379203597106,149.31171008630028,163.31487900300084
338,1,2,135.37954117069768,149.3120898565909,163.3153009699904
339,1,3,135.37988774399324,149.3124797515484,163.31573418660986
340,1,4,135.3802433168144,149.3128797709722,163.31617865263632
341,1,5,135.38060788897818,149.31328991465648,163.31663436784106
342,1,6,135.38098146029708,149.31371018239022,163.31710133198968
343,1,7,144.6372207288142,159.36873040520527,174.17936927785598
344,1,8,166.9832270701237,183.64309805508177,200.4025388242532
345,1,9,189.32924240999785,207.91747582834347,226.62571961885624
346,1,10,198.5855086742043,217.972526421309,237.4880213093342
347,1,11,198.58592723832328,217.97299730594287,237.48854451448295
348,1,12,198.5863548003748,217.97347831325084,237.48907896704733
349,1,13,198.58679136013893,217.97396944298544,237.4896246667525
350,1,14,198.58723691739095,217.974470694894,237.49018161331756
351,1,15,198.5876914719018,217.9749820687187,237.49074980645608
352,1,16,198.5881550234375,217.9755035641964,237.49132924587576
353,1,17,198.5886275717597,217.9760351810588,237.4919199312785
354,1,18,198.5891091166252,217.97657691903248,237.49252186236032
355,1,19,178.92646185392152,196.61716266569476,214.41835381865968
356,1,20,159.26382358726104,175.25775853290563,191.34419702001304
357,1,21,159.26433212025154,175.25833063251997,191.34483268625115
358,1,22,159.26484964876667,175.25891285209948,191.34547959689507
359,1,23,147.32704250590797,162.29095433754298,177.3364491536625
360,1,0,135.3892443580368,149.32300594234744,163.32742995416433
361,1,1,135.38978887150975,149.32361852000452,163.32811059600553
362,1,2,135.39034237941456,149.3242412163974,163.3288024808865
363,1,3,135.39090488146647,149.32487403120578,163.3295056084514
364,1,4,135.39147637737608,149.3255169641041,163.33021997833842
365,1,5,135.39205686684937,149.32617001476157,163.33094559018005
366,1,6,135.39264634958775,149.32683318284222,163.33168244360303
367,1,7,144.6491015235232,159.3820962992529,174.19422027124224
368,1,8,166.99532376413887,183.6567068358488,200.41765969177217
369,1,9,189.34155499709593,207.93132748882877,226.6411103527288
370,1,10,198.5980371480509,217.98662095438647,237.5036819016425
371,1,11,198.5986715924731,217.9873347043614,237.50447495717015
372,1,12,198.59931502827132,217.9880585696344,237.50527925191795
373,1,13,198.5999674551146,217.98879254983308,237.50609478547207
374,1,14,198.6006288726673,217.98953664457983,237.50692155741297
375,1,15,198.6012992805891,217.9902908534919,237.5077595673152
376,1,16,198.6019786785352,217.99105517618125,237.5086088147478
377,1,17,198.60266706615596,217.9918296122546,237.50946929927375
378,1,18,198.6033644430973,217.9926141613136,237.51034102045045
379,1,19,178.94093300513566,196.63344271081064,214.43644275767733
380,1,20,159.2785105557724,175.27428137248094,191.36255573065228
381,1,21,159.27923489850428,175.2750962580543,191.36346115906713
382,1,22,159.27996822909392,175.2759212549676,191.36437782230416
383,1,23,147.34237688053182,162.3082055089948,177.35561712194232
384,1,0,135.4047945190683,149.34049987350784,163.3468676554537
385,1,1,135.40555481094898,149.34135520187365,163.34781802030454
386,1,2,135.4063240891506,149.34222063985044,163.34877961805654
387,1,3,135.4071023532773,149.34309618699302,163.349752448215
388,1,4,135.40788960292883,149.34398184285095,163.35073651027938
389,1,5,135.4086858377001,149.34487760696862,163.35173180374343
390,1,6,135.40949105718147,149.34578347888515,163.35273832809517
391,1,7,144.666161959194,159.40128928938256,174.21554581583075
392,1,8,167.01259991910985,183.6761425101911,200.43925488548587
393,1,9,189.3590468624792,207.95100583738497,226.6629751844579
394,1,10,198.6157447148476,218.00654196703272,237.52581636013835
395,1,11,198.61659485157335,218.0074983708492,237.52687903104555
396,1,12,198.6174539704544,218.00846487959035,237.52795292964683
397,1,13,198.6183220710487,218.00944149275895,237.52903805538972
398,1,14,198.61919915290977,218.0104282098526,237.530134407716
399,1,15,198.62008521558624,218.01142503036365,237.53124198606156
400,1,16,198.62098025862232,218.01243195377927,237.5323607898567
401,1,17,198.6218842815576,218.01344897958143,237.5334908185258
402,1,18,198.62279728392693,218.01447610724696,237.5346320714875
403,1,19,178.9605814613959,196.65554722410343,214.46100332800265
404,1,20,159.2983746173549,175.29662844176124,191.3873858076304
405,1,21,159.2993145551898,175.29768587182548,191.388560729924
406,1,22,159.3002634705522,175.29875340160822,191.389746874127
407,1,23,147.36288769632185,162.33128017675858,177.38125564167984
408,1,0,135.42552089863807,149.36381705052383,163.3727756299159
409,1,1,135.4264967436356,149.36491487614606,163.37399543616283
410,1,2,135.42748156418023,149.3660227992588,163.37522646184365
411,1,3,135.42847535976537,149.36714081929208,163.37646870632506
412,1,4,135.42947812987973,149.3682689356707,163.37772216896798
413,1,5,135.43048987400738,149.36940714781431,163.37898684912756
414,1,6,135.43151059162784,149.37055545513735,163.38026274615314
415,1,7,144.68839698045133,159.42630368829708,174.2433395924024
416,1,8,167.03505041573908,183.70139931889904,200.4673180062724
417,1,9,189.38171282293047,207.9765050428926,226.691307635022
418,1,10,198.63862612746016,218.03228355622184,237.554418125904
419,1,11,198.63969170457565,218.03348233047677,237.5557500972984
420,1,12,198.640766251964,218.0346911962887,237.55709328153384
421,1,13,198.6418497690724,218.03591015303564,237.55844767791933
422,1,14,198.64294225534348,218.03713920009056,237.55981328575817
423,1,15,198.64404371021513,218.0383783368212,237.56119010434773
424,1,16,198.6451541331207,218.0396275625899,237.5625781329797
425,1,17,198.64627352348896,218.04088687675423,237.56397737094
426,1,18,198.647401880744,218.0421562786662,237.56538781750885
427,1,19,178.9854014004406,196.6834696555287,214.4920282518085
428,1,20,159.32340988585838,175.32479311882767,191.41867989325976
429,1,21,159.3245651402724,175.3260927800434,191.42012396127723
430,1,22,159.32572935922352,175.32740252636344,191.42157923496617
431,1,23,147.3885688754807,162.3601715033123,177.4133571156284
432,1,0,135.45141735507252,149.39295056401258,163.40514620045894
433,1,1,135.45260846402294,149.39429056158184,163.406635086647
434,1,2,135.4538085350871,149.39564064152898,163.40813517547718
435,1,3,135.45501756764753,149.39700080315947,163.40964646617772
436,1,4,135.45623556108228,149.39837104577356,163.41116895797114
437,1,5,135.4574625147647,149.39975136866633,163.4127026500742
438,1,6,135.45869842806363,149.40114177112758,163.41424754169788
439,1,7,144.7157999985785,159.4571320836901,174.27759336506136
440,1,8,167.06266860145988,183.73246977783492,200.50184073842345
441,1,9,189.40954616203643,208.00781754938689,226.72609930890445
442,1,10,198.6666746056322,218.06383809416545,237.5894787236191
443,1,11,198.66795530738392,218.0652788836361,237.5910796008087
444,1,12,198.66924496486803,218.0667297483057,237.59269167266388
445,1,13,198.67054357742103,218.06819068742783,237.59431493835513
446,1,14,198.67185114437484,218.0696617002509,237.59594939704735
447,1,15,198.67316766505684,218.0711427860181,237.59759504789983
448,1,16,198.6744931387896,218.0726339439675,237.59925189006583
449,1,17,198.67582756489136,218.0741351733319,237.60091992269295
450,1,18,198.6771709426755,218.07564647333908,237.6025991449232
451,1,19,179.0153854675862,196.71720173106752,214.5295083357405
452,1,20,159.3536089427925,175.35876705787854,191.45642871442735
453,1,21,159.3549791714588,175.3603085651281,191.45814150026024
454,1,22,159.3563583490155,175.36186013987935,191.45986547220605
455,1,23,147.41941280812074,162.39487092753234,177.45191203142844
456,1,0,135.48247621469272,149.42789178108532,163.44396977498425
457,1,1,135.48388223464477,149.4294735535314,163.4457272999243
458,1,2,135.48529720062143,149.43106539025513,163.4474960073951
459,1,3,135.48672111189472,149.4326672904376,163.44927589648674
460,1,4,135.48815396773216,149.43427925325466,163.45106696628352
461,1,5,135.4895957673965,149.43590127787706,163.45286921586396
462,1,6,135.49104651014608,149.43753336347035,163.45468264430093
463,1,7,144.74836289346982,159.49376534044285,174.3182969836755
464,1,8,167.09544629240776,183.7693446801513,200.54281285210828
465,1,9,189.44253863217807,208.0449340782962,226.76733989658152
