hour,month,hour_of_day,Anna,Bardeen,Cary
70,1,22,153.2334551335186,170.77136819034206,188.58581856650073
71,1,23,142.03136568768846,158.35982707901047,174.9321790228017
72,1,0,130.82928512373326,145.94829595978814,161.27855058144627
73,1,1,130.82724600760412,145.94600195414284,161.27600168628487
74,1,2,130.8252157754525,145.9437179429723,161.2734638960954
75,1,3,130.82319442832295,145.94144392745153,161.2709372121834
76,1,4,130.82118196725528,145.93917990875042,161.26842163584882
77,1,5,130.8191783932849,145.93692588803373,161.2659171683858
78,1,6,130.8171837074425,145.934681866461,161.26342381108282
79,1,7,139.4986456456764,155.55339086525166,171.84469109092464
80,1,8,160.46036602897078,178.7781779672846,197.3936516034939
81,1,9,181.42209530345804,202.0029750719095,222.94262323005432
82,1,10,190.10358391526583,211.6217140784709,233.52392385186363
83,1,11,190.1016336853648,211.61952006983216,233.5214860644873
84,1,12,190.0996923496803,211.6173360671871,233.51905939488168
85,1,13,190.09775990921105,211.61516207165917,233.5166438442951
86,1,14,190.0958363649512,211.61299808436684,233.51423941397027
87,1,15,190.09392171789037,211.6108441064234,233.51184610514423
88,1,16,190.09201596901352,211.60870013893697,233.5094639190482
89,1,17,190.09011911930116,211.60656618301053,233.50709285690772
90,1,18,190.08823116972903,211.60444223974193,233.5047329199426
91,1,19,171.63923966143724,191.1636012885821,211.01827138048844
92,1,20,153.1902570552237,170.7227703522603,188.5318209686321
93,1,21,153.18839581188186,170.72067645350074,188.5294944144548
94,1,22,153.18654347253792,170.71859257173878,188.52717899027488
95,1,23,141.98466747324724,158.3072915877641,174.87380625475018
96,1,0,130.78280037985587,145.89600062292604,161.2204446515995
97,1,1,130.78097475820505,145.8939467985689,161.21816262453603
98,1,2,130.77915804433653,145.8919029954668,161.21589173220036
99,1,3,130.77735023918484,145.88986921467117,161.21363197576076
100,1,4,130.7755513436801,145.8878454572283,161.21138335637983
101,1,5,130.77376135874772,145.88583172417938,161.20914587521435
102,1,6,130.7719802853086,145.88382801656036,161.20691953341543
103,1,7,139.4536558592011,155.50277735546695,171.78845385783052
104,1,8,160.41558990129954,178.72780482365442,197.3376814439049
105,1,9,181.37753285762636,201.95284232034888,222.88692017276472
106,1,10,190.05923517419936,211.571821744771,233.4684879255305
107,1,11,190.05749867187913,211.56986817966077,233.4663172976302
108,1,12,190.05577108648112,211.567924646088,233.4641578158827
109,1,13,190.0540524188941,211.56599114505255,233.4620094813989
110,1,14,190.05234267000225,211.56406767754925,233.45987229528404
111,1,15,190.0506418406851,211.5621542445675,233.45774625863768
112,1,16,190.0489499318178,211.56025084709177,233.4556313725535
113,1,17,190.04726694427063,211.55835748610124,233.4535276381196
114,1,18,190.04559287890956,211.55647416257,233.45143505641823
115,1,19,171.5968152767644,191.11587385582516,210.9652408996474
116,1,20,153.1480465985232,170.6752835884722,188.4790578977565
117,1,21,153.14639930486922,170.6734303831115,188.476998780689
118,1,22,153.1447609368187,170.6715872190547,188.47495082062585
119,1,23,141.9430989303169,158.26052697696744,174.82184557608724
120,1,0,130.74144585109968,145.84947677807534,161.1687514906543
121,1,1,130.73983426489835,145.84766374359884,161.1667370079026
122,1,2,130.73823160764437,145.84586075418815,161.16473368633518
123,1,3,130.7366378801623,145.8440678107708,161.1627415269826
124,1,4,130.735053083272,145.8422849142692,161.1607605308697
125,1,5,130.73347721778882,145.84051206560062,161.15879069901573
126,1,6,130.73191028452345,145.83874926567708,161.156832032434
127,1,7,139.41380001920413,155.45793953547036,171.73863405783433
128,1,8,160.37594824259497,178.68320795761178,197.2881293705242
129,1,9,181.33810540060824,201.9084864312035,222.83763585149205
130,1,10,190.02002193915155,211.52770685534225,233.4194713817207
131,1,11,190.01849967897525,211.5259943126439,233.41756855650033
132,1,12,190.01698635578455,211.5242918240544,233.41567690251196
133,1,13,190.01548197035805,211.52259939044956,233.4137964207289
134,1,14,190.01398652346967,211.52091701270012,233.4119271121184
135,1,15,190.01250001588875,211.5192446916716,233.41006897764225
136,1,16,190.0110224483801,211.5175824282243,233.4082220182563
137,1,17,190.00955382170372,211.5159302232134,233.4063862349109
138,1,18,190.00809413661528,211.5142880774889,233.40456162855037
139,1,19,171.5595309340344,191.0739289702539,210.9186354712349
140,1,20,153.11097667453873,170.6335799239897,188.4327204927759
141,1,21,153.10954381870133,170.63196796117262,188.43092942297915
142,1,22,153.10811990742803,170.63036606099018,188.4291495338875
143,1,23,141.9066723765538,158.21954710398393,174.77631238388335
144,1,0,130.70523379170413,145.8087382112554,161.1234864164099
145,1,1,130.7038367185,145.80716650390073,161.12174007490472
146,1,2,130.70244859276255,145.8056048624461,161.1200049177329
147,1,3,130.7010694152059,145.80405328769484,161.1182809457871
148,1,4,130.6996991865396,145.80251178044526,161.11656815995423
149,1,5,130.69833790746856,145.80098034149034,161.11486656111538
150,1,6,130.6969855786931,145.79945897161795,161.11317615014607
151,1,7,139.37908993583105,155.41889069167564,171.69524645361798
152,1,8,160.3414527995361,178.6444005841706,197.24501006670064
153,1,9,181.30382461561013,201.8699205480806,222.79478487024443
154,1,10,189.98595582985024,211.48938248237823,233.37688874509405
155,1,11,189.9846482628964,211.4879114695552,233.3752542864018
156,1,12,189.9833496503434,211.48645053043307,233.37363102071055
157,1,13,189.9820599928593,211.48499966576344,233.37201894885536
158,1,14,189.9807792911076,211.48355887629276,233.37041807166577
159,1,15,189.9795075457471,211.48212816276225,233.36882838996516
160,1,16,189.97824475743215,211.48070752590792,233.36724990457148
161,1,17,189.9769909268124,211.47929696646065,233.3656826162967
162,1,18,189.9757460545328,211.47789648514615,233.3641265259473
163,1,19,171.5273976814026,191.03777906104312,210.87846890544512
164,1,20,153.07905826788885,170.5976717165086,188.39282248446355
165,1,21,153.07784027445413,170.59630147389453,188.39129999267013
166,1,22,153.0766312418937,170.59494131226404,188.38978870196956
167,1,23,141.8753986059319,158.18436411203436,174.7372201706061
168,1,0,130.67417493208393,145.77379699418265,161.0846628418846
169,1,1,130.67299278585998,145.77246707968067,161.0831851591047
170,1,2,130.67181960297063,145.77114724893016,161.081718680493
171,1,3,130.6706553840195,145.76983750261013,161.08026340680408
172,1,4,130.66950012960552,145.7685378413944,161.0788193387866
173,1,5,130.66835384032296,145.76724826595154,161.0773864771834
174,1,6,130.66721651676164,145.76596877694504,161.07596482273175
175,1,7,139.34953589442864,155.385642395098,171.658303901865
176,1,8,160.3121137938672,178.61139420279306,197.20833630961448
177,1,9,181.2747006607684,201.8371560988837,222.7583799266923
178,1,10,189.95704694081888,211.45685998221796,233.34075263380484
179,1,11,189.9559544545478,211.455630935163,233.339387025966
180,1,12,189.9548709374394,211.4544119784161,233.3380326295805
181,1,13,189.95379639005105,211.45320311260417,233.33668944534503
182,1,14,189.95273081293556,211.45200433834924,233.3353574739507
183,1,15,189.95167420664112,211.450815656268,233.3340367160827
184,1,16,189.95062657171135,211.44963706697203,233.3327271724205
185,1,17,189.94958790868523,211.4484685710676,233.3314288436378
186,1,18,189.94855821809705,211.4473101691559,233.33014173040257
187,1,19,171.50042504064527,191.0074348401911,210.8447531044985
188,1,20,153.0523008366863,170.56756960640575,188.35937569546036
189,1,21,153.05129806657197,170.5664414900271,188.35812223281744
190,1,22,153.05030427098686,170.56532346999384,188.3568799883361
191,1,23,141.8492868855446,158.1549884265986,174.70458052012185
192,1,0,130.64827847564948,145.74466348069387,161.05229227134157
193,1,1,130.64731160670112,145.74357575312698,161.05108368515613
194,1,2,130.64635371429932,145.74249812417497,161.0498863196539
195,1,3,130.6454047989369,145.74143059439223,161.04870017545085
196,1,4,130.64446486110202,145.740373164328,161.04752525315723
197,1,5,130.64353390127826,145.73932583452626,161.0463615533775
198,1,6,130.64261191994453,145.7382886055258,161.04520907671036
199,1,7,139.32514665249727,155.35820449792516,171.62781734945077
200,1,8,160.28793991936882,178.58419859398236,197.17811896649147
201,1,9,181.2507421661395,201.81020279242617,222.72843180840613
202,1,10,189.93330383838511,211.43014899198,233.31107375576264
203,1,11,189.9324267565241,211.42916227488635,233.3099774034364
204,1,12,189.9315586559298,211.42818566171775,233.3088922776935
205,1,13,189.93069953704875,211.4272191529766,233.30781837909225
206,1,14,189.929849400323,211.42626274916012,233.30675570818505
207,1,15,189.92900824618988,211.42531645076036,233.3057042655186
208,1,16,189.92817607508215,211.42438025826416,233.30466405163395
209,1,17,189.9273528874279,211.42345417215313,233.30363506706612
210,1,18,189.92653868365068,211.42253819290377,233.3026173123446
211,1,19,171.47862100433798,190.98290529934545,210.8174980591143
212,1,20,153.03071230973543,170.543282513586,188.33239003677176
213,1,21,153.02992506008394,170.54239685772805,188.33140597470737
214,1,22,153.0291467959572,170.54152131058547,188.33043314454895
215,1,23,141.828344952858,158.13142875232617,174.6784031042636
216,1,0,130.62755209607974,145.7213463036779,161.02638429687937
217,1,1,130.6268007909111,145.7205010853632,161.02544516541855
218,1,2,130.62605847284104,145.71966597753436,161.024517267831
219,1,3,130.62532514225143,145.71884098062105,161.02360060459398
220,1,4,130.62460079951953,145.71802609504766,161.02269517617913
221,1,5,130.623885445018,145.71722132123347,161.0218009830522
222,1,6,130.6231790791149,145.71642665959246,161.02091802567332
223,1,7,139.30592943709564,155.33658513059834,171.60379583019875
224,1,8,160.26893833928168,178.56282181638434,197.15436699138257
225,1,9,181.2319562311424,201.7890686155544,222.7049493896598
226,1,10,189.91473355814267,211.40925742670728,233.2878609054596
227,1,11,189.91407214059,211.40851333196048,233.28703413351872
228,1,12,189.9134197137467,211.40777935176175,233.28621859996463
229,1,13,189.91277627794847,211.40705548648876,233.28541430521685
230,1,14,189.9121418335263,211.40634173651384,233.28462124968917
231,1,15,189.9115163808066,211.40563810220416,233.28383943378952
232,1,16,189.91089992011115,211.4049445839218,233.28306885792023
233,1,17,189.9102924517571,211.40426118202345,233.28230952247765
234,1,18,189.90969397605693,211.4035878968608,233.28156142785247
235,1,19,171.46199203348726,190.9641977071384,210.79671184555096
236,1,20,153.01429908418265,170.52481763483914,188.31187350483083
237,1,21,153.01372758827307,170.5241747019408,188.3111591349438
238,1,22,153.01316508622116,170.52354188713244,188.31045600737892
239,1,23,141.81257901341877,158.11369207045703,174.65869567996458
240,1,0,130.61200193504823,145.70385237251747,161.00694659559
241,1,1,130.61146641628727,145.70324991391138,161.0062771971388
242,1,2,130.61093989251378,145.7026575746662,161.00561904242193
243,1,3,130.61042236399865,145.7020753550867,161.004972131778
244,1,4,130.60991383100816,145.70150325547235,161.0043364655399
245,1,5,130.60941429380387,145.70094127611756,161.00371204403456
246,1,6,130.6089237526428,145.70038941731136,161.00309886758322
247,1,7,139.2918899426994,155.32079069940255,171.58624646220343
248,1,8,160.25511468418404,178.54727020439952,197.13708742251052
249,1,9,181.2183484224551,201.7737598307812,222.68793962880065
250,1,10,189.90134160286635,211.3941914770214,233.27112096136423
251,1,11,189.90089604561427,211.39369022511283,233.2705640147991
252,1,12,189.90045948585015,211.39319909537815,233.270018315094
253,1,13,189.90003192379868,211.39271808807024,233.26948386252965
254,1,14,189.89961335967968,211.39224720343637,233.2689606573809
255,1,15,189.89920379370852,211.3917864417189,233.26844869991697
256,1,16,189.898803226096,211.39133580315473,233.26794799040124
257,1,17,189.8984116570481,211.3908952879758,233.26745852909136
258,1,18,189.89802908676623,211.3904648964088,233.2669803162391
259,1,19,171.45054305561607,190.95131760703327,210.78240062321197
260,1,20,153.003066023621,170.51218044170724,188.2978321791287
261,1,21,153.00271045079984,170.51178042228344,188.29738771310227
262,1,22,153.00236387750428,170.51139052732594,188.2969544964828
263,1,23,141.80199373901502,158.10178363675283,174.64546408695986
264,1,0,130.60163260040332,145.69218687104194,160.99398492728386
265,1,1,130.6013130267358,145.69182735066596,160.99358546019943
266,1,2,130.60100245327925,145.69147795552738,160.99319724337877
267,1,3,130.60070088019347,145.69113868580587,160.99282027702156
268,1,4,130.60040830763364,145.69080954167606,160.99245456132175
269,1,5,130.60012473575023,145.69049052330723,160.9921000964675
270,1,6,130.59985016468917,145.69018163086352,160.99175688264114
271,1,7,139.2830323295138,155.31082588456871,171.57517444572142
272,1,8,160.24647305032326,178.53754836630614,197.12628538018456
273,1,9,181.209922772365,201.76428097442985,222.677407566188
274,1,10,189.89313194088157,211.38495560728848,233.2608588838832
275,1,11,189.8929023759583,211.38469734674985,233.26057192772916
276,1,12,189.8926818126355,211.3844492130117,233.26029622357564
277,1,13,189.8924702510265,211.3842112062016,233.26003177156443
278,1,14,189.89226769124028,211.38398332644203,233.25977857183165
279,1,15,189.89207413338096,211.38376557385033,233.25953662450743
280,1,16,189.8918895775481,211.3835579485384,233.25930592971645
281,1,17,189.89171402383673,211.38336045061305,233.2590864875772
282,1,18,189.8915474723371,211.383173080176,233.25887829820263
283,1,19,171.44427746330362,190.94426881568177,210.7745686328214
284,1,20,152.99701645664862,170.50537467886335,188.29027022041328
285,1,21,152.99687691227984,170.50521769144848,188.2900957899523
286,1,22,152.9967463704378,170.50507083187614,188.28993261264972
287,1,23,141.796592266292,158.09570697993945,174.63871224605612
288,1,0,130.5964471648026,145.68635325599115,160.987503132783
289,1,1,130.5963436309251,145.68623678037892,160.98737371543606
290,1,2,130.5962490998151,145.68613043288022,160.9872555515486
291,1,3,130.59616357152134,145.6860342135497,160.98714864118136
292,1,4,130.59608704608775,145.6859481224369,160.98705298438938
293,1,5,130.5960195235537,145.6858721595861,160.98696858122182
294,1,6,130.59596100395393,145.6858063250364,160.98689543172213
295,1,7,139.27935922224066,155.3066936388865,171.57058306163003
296,1,8,160.24301599840197,178.53365918289467,197.12196406528295
297,1,9,181.206681777574,201.76063485528996,222.67335632269925
298,1,10,189.89010700488825,211.381552554296,233.2570777138916
299,1,11,189.8900935003189,211.3815373616555,233.2570608331799
300,1,12,189.89008899879505,211.3815322974411,233.25705520627503
301,1,13,189.8900935003189,211.3815373616555,233.2570608331799
302,1,14,189.89010700488825,211.381552554296,233.2570777138916
303,1,15,189.8901295124961,211.3815778753548,233.25710584840135
304,1,16,189.89016102313084,211.38161332481897,233.25714523669484
305,1,17,189.89020153677637,211.38165890267013,233.2571958787517
306,1,18,189.8902510534117,211.38171460888492,233.2572577745459
307,1,19,171.44319711318013,190.94305342179285,210.77321819516703
308,1,20,152.9961521758829,170.5044023630019,188.2891898694561
309,1,21,152.9962287013165,170.50448845411472,188.2892855262481
310,1,22,152.99631422961028,170.5045846734452,188.28939243661537
311,1,23,141.79637619582266,158.09546390066143,174.63844215796945
312,1,0,130.5964471648026,145.68635325599115,160.987503132783
313,1,1,130.59655970139443,145.68647985965694,160.98764380352276
314,1,2,130.59668124064262,145.68661659131118,160.98779572758298
315,1,3,130.59681178248468,145.68676345088346,160.98795890488557
316,1,4,130.59695132685346,145.68692043829836,160.98813333534653
317,1,5,130.59709987367717,145.687087553475,160.98831901887615
318,1,6,130.59725742287935,145.6872647963275,160.9885159553789
319,1,7,139.28087170930107,155.30839518682944,171.5724736704555
320,1,8,160.24474455281927,178.53560380661412,197.12412475830453
321,1,9,181.20862639845888,201.76282255378544,222.67578709880536
322,1,10,189.89226769124028,211.38398332644203,233.25977857183165
323,1,11,189.8924702510265,211.3842112062016,233.26003177156443
324,1,12,189.8926818126355,211.3844492130117,233.26029622357564
325,1,13,189.8929023759583,211.38469734674985,233.26057192772916
326,1,14,189.89313194088157,211.38495560728848,233.2608588838832
327,1,15,189.89337050728707,211.38522399449468,233.2611570918901
328,1,16,189.89361807505213,211.3855025082304,233.26146655159647
329,1,17,189.89387464404945,211.3857911483524,233.2617872628431
330,1,18,189.89414021414692,211.38608991471204,233.26211922546491
331,1,19,171.4473023253767,190.947671785514,210.77834971041275
332,1,20,153.0004734374288,170.50926378224102,188.2945914463885
333,1,21,153.00076600998864,170.50959292637089,188.29495716208828
334,1,22,153.00106758307442,170.50993219609234,188.2953341284455
335,1,23,141.80134559163335,158.10105447094844,174.64465390273278
336,1,0,130.60163260040332,145.69218687104194,160.99398492728386
337,1,1,130.60196117411743,145.69255651647035,160.9943956444265
338,1,2,130.6022987477091,145.69293628676095,160.99481761141607
339,1,3,130.60264532100467,145.69332618171848,160.99525082803552
340,1,4,130.60300089382582,145.69372620114223,160.995695294062
341,1,5,130.6033654659896,145.69413634482652,160.99615100926673
342,1,6,130.60373903730851,145.6945566125603,160.99661797341534
343,1,7,139.2875693425124,155.3159300241922,171.5808457119697
344,1,8,160.2516582013671,178.54338166123046,197.13276681898935
345,1,9,181.21575605878647,201.770843421654,222.68469917421484
346,1,10,189.89961335967968,211.39224720343637,233.2689606573809
347,1,11,189.90003192379868,211.39271808807024,233.26948386252965
348,1,12,189.90045948585015,211.39319909537815,233.270018315094
349,1,13,189.90089604561427,211.39369022511283,233.2705640147991
350,1,14,189.90134160286635,211.3941914770214,233.27112096136423
351,1,15,189.9017961573772,211.39470285084607,233.27168915450275
352,1,16,189.9022597089129,211.39522434632377,233.27226859392243
353,1,17,189.90273225723507,211.39575596318625,233.27285927932513
354,1,18,189.90321380210057,211.39629770115988,233.273461210407
355,1,19,171.45659188343032,190.95812253832432,210.7899616579798
356,1,20,153.00997896080332,170.51995749603736,188.3064733506066
357,1,21,153.01048749379382,170.52052959565168,188.30710901684475
358,1,22,153.01100502230895,170.52111181523122,188.30775592748864
359,1,23,141.81149898118483,158.1124770341939,174.65734563967214
360,1,0,130.61200193504823,145.70385237251747,161.00694659559
361,1,1,130.6125464485212,145.70446495017455,161.0076272374312
362,1,2,130.613099956426,145.70508764656745,161.00831912231217
363,1,3,130.6136624584779,145.70572046137585,161.00902224987706
364,1,4,130.6142339543875,145.70636339427415,161.00973661976408
365,1,5,130.6148144438608,145.70701644493164,161.01046223160571
366,1,6,130.6154039265992,145.7076796130123,161.0111990850287
367,1,7,139.2994501372214,155.32929591823984,171.59569670535598
368,1,8,160.2637548953823,178.55699044199753,197.1478876865083
369,1,9,181.22806864588455,201.7846950821393,222.70008990808745
370,1,10,189.9121418335263,211.40634173651384,233.28462124968917
371,1,11,189.91277627794847,211.40705548648876,233.28541430521685
372,1,12,189.9134197137467,211.40777935176175,233.28621859996463
373,1,13,189.91407214059,211.40851333196048,233.28703413351872
374,1,14,189.91473355814267,211.40925742670728,233.2878609054596
375,1,15,189.9154039660645,211.4100116356193,233.2886989153619
376,1,16,189.91608336401055,211.4107759583086,233.2895481627945
377,1,17,189.91677175163133,211.411550394382,233.2904086473204
378,1,18,189.91746912857263,211.41233494344095,233.2912803684971
379,1,19,171.47106303464446,190.97440258344025,210.80805059699745
380,1,20,153.0246659293147,170.53648033561268,188.32483206124584
381,1,21,153.0253902720466,170.537295221186,188.3257374896607
382,1,22,153.0261236026362,170.53812021809935,188.32665415289773
383,1,23,141.82683335580867,158.12972820564568,174.67651360795196
384,1,0,130.62755209607974,145.7213463036779,161.02638429687937
385,1,1,130.62831238796042,145.72220163204366,161.0273346617302
386,1,2,130.62908166616202,145.72306707002048,161.0282962594822
387,1,3,130.62985993028877,145.72394261716306,161.02926908964065
388,1,4,130.63064717994027,145.724828273021,161.03025315170504
389,1,5,130.63144341471153,145.72572403713866,161.0312484451691
390,1,6,130.6322486341929,145.72662990905522,161.03225496952084
391,1,7,139.3165105728922,155.34848890836946,171.61702224994443
392,1,8,160.28103105035325,178.57642611633986,197.1694828802221
393,1,9,181.2455605112678,201.80437343069548,222.7219547398165
394,1,10,189.929849400323,211.42626274916012,233.30675570818505
395,1,11,189.93069953704875,211.4272191529766,233.30781837909225
396,1,12,189.9315586559298,211.42818566171775,233.3088922776935
397,1,13,189.9324267565241,211.42916227488635,233.3099774034364
398,1,14,189.93330383838511,211.43014899198,233.31107375576264
399,1,15,189.9341899010616,211.43114581249105,233.31218133410823
400,1,16,189.9350849440977,211.43215273590664,233.31330013790335
401,1,17,189.93598896703296,211.43316976170885,233.3144301665725
402,1,18,189.9369019694023,211.43419688937433,233.31557141953417
403,1,19,171.49071149090472,190.996507096733,210.8326111673227
404,1,20,153.0445299908972,170.55882740489295,188.34966213822395
405,1,21,153.04546992873208,170.55988483495722,188.35083706051756
406,1,22,153.0464188440945,170.56095236473993,188.35202320472055
407,1,23,141.8473441715987,158.15280287340948,174.7021521276895
408,1,0,130.64827847564948,145.74466348069387,161.05229227134157
409,1,1,130.64925432064703,145.74576130631613,161.0535120775885
410,1,2,130.6502391411917,145.74686922942885,161.05474310326932
411,1,3,130.6512329367768,145.74798724946214,161.05598534775072
412,1,4,130.65223570689113,145.74911536584074,161.05723881039364
413,1,5,130.6532474510188,145.75025357798438,161.05850349055322
414,1,6,130.65426816863928,145.75140188530742,161.0597793875788
415,1,7,139.33874559414954,155.37350330728398,171.64481602651614
416,1,8,160.30348154698248,178.60168292504778,197.1975460010086
417,1,9,181.26822647171903,201.82987263620316,222.7502871903806
418,1,10,189.95273081293556,211.45200433834924,233.3353574739507
419,1,11,189.95379639005105,211.45320311260417,233.33668944534503
420,1,12,189.9548709374394,211.4544119784161,233.3380326295805
421,1,13,189.9559544545478,211.455630935163,233.339387025966
422,1,14,189.95704694081888,211.45685998221796,233.34075263380484
423,1,15,189.9581483956905,211.45809911894855,233.3421294523944
424,1,16,189.95925881859608,211.45934834471737,233.34351748102637
425,1,17,189.96037820896433,211.4606076588816,233.3449167189867
426,1,18,189.96150656621936,211.4618770607935,233.34632716555552
427,1,19,171.51553142994942,191.0244295281583,210.86363609112863
428,1,20,153.0695652594007,170.5869920819594,188.38095622385333
429,1,21,153.07072051381468,170.58829174317515,188.3824002918708
430,1,22,153.0718847327658,170.58960148949518,188.3838555655597
431,1,23,141.87302535075753,158.18169419996318,174.73425360163804
432,1,0,130.67417493208393,145.77379699418265,161.0846628418846
433,1,1,130.67536604103438,145.77513699175188,161.08615172807268
434,1,2,130.67656611209853,145.77648707169902,161.08765181690285
435,1,3,130.67777514465897,145.77784723332954,161.08916310760338
436,1,4,130.6789931380937,145.77921747594365,161.0906855993968
437,1,5,130.68022009177614,145.78059779883637,161.09221929149987
438,1,6,130.68145600507506,145.78198820129765,161.09376418312354
439,1,7,139.3661486122767,155.40433170267704,171.67906979917507
440,1,8,160.33109973270328,178.63275338398364,197.23206873315956
441,1,9,181.29605981082503,201.86118514269737,222.78507886426303
442,1,10,189.9807792911076,211.48355887629276,233.37041807166577
443,1,11,189.9820599928593,211.48499966576344,233.37201894885536
444,1,12,189.9833496503434,211.48645053043307,233.37363102071055
445,1,13,189.9846482628964,211.4879114695552,233.3752542864018
446,1,14,189.98595582985024,211.48938248237823,233.37688874509405
447,1,15,189.9872723505322,211.49086356814547,233.37853439594653
448,1,16,189.988597824265,211.49235472609485,233.3801912381125
449,1,17,189.9899322503667,211.4938559554593,233.38185927073965
450,1,18,189.99127562815085,211.49536725546648,233.38353849296985
451,1,19,171.545515497095,191.0581616036971,210.90111617506065
452,1,20,153.09976431633476,170.62096602101025,188.41870504502097
453,1,21,153.10113454500106,170.62250752825983,188.4204178308538
454,1,22,153.10251372255772,170.62405910301106,188.4221418027996
455,1,23,141.9038692833976,158.21639362418324,174.77280851743808
456,1,0,130.70523379170413,145.8087382112554,161.1234864164099
457,1,1,130.7066398116562,145.81031998370145,161.12524394134996
458,1,2,130.70805477763287,145.81191182042517,161.12701264882077
459,1,3,130.70947868890616,145.81351372060766,161.1287925379124
460,1,4,130.71091154474357,145.81512568342472,161.13058360770918
461,1,5,130.71235334440794,145.81674770804713,161.13238585728962
462,1,6,130.7138040871575,145.81837979364042,161.1341992857266
463,1,7,139.39871150716803,155.44096495942978,171.7197734177892
464,1,8,160.3638774236512,178.66962828630005,197.2730408468444
465,1,9,181.3290522809667,201.89830167160673,222.82631945194012
466,1,10,190.01398652346967,211.52091701270012,233.4119271121184
