hour,month,hour_of_day,Anna,Bardeen,Cary
190,1,22,156.59424973439138,181.29645202403657,199.8146003618853
191,1,23,144.97484989840834,167.61924763745571,184.80965334957153
192,1,0,133.35545903797242,153.9420533483654,169.8047175566917
193,1,1,133.35449216902404,153.9409656207985,169.80350897050624
194,1,2,133.35353427662224,153.93988799184646,169.802311605004
195,1,3,133.35258536125983,153.93882046206377,169.80112546080096
196,1,4,133.35164542342494,153.93776303199948,169.79995053850735
197,1,5,133.35071446360118,153.93671570219774,169.79878683872766
198,1,6,133.34979248226745,153.9356784731973,169.7976343620605
199,1,7,142.3567014629689,164.53780523550122,181.4289578224488
200,1,8,164.10260343900566,190.13506613479225,209.51108186857576
201,1,9,185.84851439494156,215.73233713646985,237.59321713957667
202,1,10,194.85545031533587,226.3344942059282,249.22457427458107
203,1,11,194.85457323347487,226.33350748883456,249.2234779222548
204,1,12,194.85370513288052,226.33253087566595,249.2223927965119
205,1,13,194.8528460139995,226.3315643669248,249.22131889791063
206,1,14,194.85199587727377,226.33060796310832,249.22025622700343
207,1,15,194.85115472314064,226.32966166470857,249.21920478433705
208,1,16,194.85032255203288,226.3287254722123,249.21816457045236
209,1,17,194.84949936437863,226.32779938610133,249.2171355858845
210,1,18,194.8486851606014,226.32688340685195,249.21611783116305
211,1,19,175.71166697451562,203.80064218334087,224.50310850529817
212,1,20,156.57465777313996,181.2744110676287,199.79011041032103
213,1,21,156.57387052348847,181.27352541177075,199.78912634825667
214,1,22,156.57309225936172,181.27264986462816,199.78815351809823
215,1,23,144.95390796572173,167.59568796318328,184.7834759337133
216,1,0,133.33473265840266,153.9187361713494,169.7788095822295
217,1,1,133.333981353234,153.9178909530347,169.77787045076872
218,1,2,133.33323903516396,153.91705584520588,169.77694255318113
219,1,3,133.33250570457432,153.91623084829254,169.7760258899441
220,1,4,133.33178136184245,153.91541596271918,169.77512046152924
221,1,5,133.33106600734092,153.91461118890498,169.77422626840234
222,1,6,133.3303596414378,153.91381652726398,169.77334331102344
223,1,7,142.3374842475673,164.51618586817438,181.4049363031968
224,1,8,164.0836018589185,190.1136893571942,209.48732989346684
225,1,9,185.82972845994448,215.7112029595981,237.56973472083033
226,1,10,194.83688003509343,226.31360264065543,249.201361424278
227,1,11,194.8362186175407,226.31285854590868,249.20053465233715
228,1,12,194.83556619069745,226.31212456570995,249.19971911878304
229,1,13,194.8349227548992,226.31140070043696,249.19891482403528
230,1,14,194.83428831047704,226.31068695046204,249.1981217685076
231,1,15,194.83366285775736,226.30998331615237,249.19733995260793
232,1,16,194.8330463970619,226.30928979787,249.19656937673864
233,1,17,194.83243892870783,226.30860639597165,249.19581004129608
234,1,18,194.8318404530077,226.30793311080905,249.19506194667088
235,1,19,175.69503800366493,203.78193459113385,224.4823222917348
236,1,20,156.5582445475872,181.25594618888184,199.76959387838008
237,1,21,156.5576730516776,181.2553032559835,199.76887950849303
238,1,22,156.5571105496257,181.2546704411751,199.7681763809282
239,1,23,144.9381420262825,167.57795128131414,184.76376850941423
240,1,0,133.31918249737114,153.901242240189,169.75937188094014
241,1,1,133.3186469786102,153.90063978158287,169.75870248248893
242,1,2,133.3181204548367,153.90004744233772,169.75804432777207
243,1,3,133.31760292632157,153.89946522275818,169.75739741712815
244,1,4,133.31709439333108,153.89889312314386,169.75676175089004
245,1,5,133.31659485612678,153.89833114378905,169.75613732938467
246,1,6,133.3161043149657,153.89777928498285,169.75552415293333
247,1,7,142.32344475317103,164.50039143697862,181.38738693520145
248,1,8,164.06977820382087,190.0981377452094,209.4700503245948
249,1,9,185.81612065125717,215.69589417482487,237.5527249599712
250,1,10,194.8234880798171,226.2985366909696,249.18462148018264
251,1,11,194.82304252256503,226.29803543906104,249.18406453361752
252,1,12,194.82260596280096,226.2975443093264,249.1835188339124
253,1,13,194.8221784007494,226.29706330201844,249.18298438134804
254,1,14,194.82175983663043,226.29659241738457,249.1824611761993
255,1,15,194.8213502706593,226.29613165566707,249.18194921873535
256,1,16,194.82094970304672,226.29568101710296,249.18144850921965
257,1,17,194.8205581339988,226.295240501924,249.18095904790977
258,1,18,194.82017556371704,226.294810110357,249.18048083505752
259,1,19,175.6835890257937,203.76905449102873,224.4680110693958
260,1,20,156.54701148702551,181.2433089957499,199.755552552678
261,1,21,156.5466559142044,181.2429089763261,199.75510808665155
262,1,22,156.5463093409088,181.24251908136864,199.7546748700321
263,1,23,144.92755675187874,167.56604284760994,184.75053691640957
264,1,0,133.30881316272624,153.88957673871346,169.74641021263398
265,1,1,133.3084935890587,153.88921721833748,169.74601074554957
266,1,2,133.30818301560217,153.88886782319886,169.74562252872892
267,1,3,133.30788144251642,153.8885285534774,169.74524556237168
268,1,4,133.30758886995656,153.88819940934755,169.7448798466719
269,1,5,133.30730529807315,153.88788039097875,169.74452538181765
270,1,6,133.3070307270121,153.887571498535,169.7441821679913
271,1,7,142.3145871399854,164.49042662214478,181.37631491871943
272,1,8,164.0611365699601,190.088415907116,209.45924828226885
273,1,9,185.80769500116705,215.68641531847348,237.54219289735855
274,1,10,194.8152784178323,226.28930082123668,249.1743594027016
275,1,11,194.81504885290903,226.289042560698,249.17407244654757
276,1,12,194.81482828958625,226.28879442695987,249.17379674239405
277,1,13,194.8146167279773,226.2885564201498,249.17353229038284
278,1,14,194.81441416819104,226.28832854039024,249.17327909065008
279,1,15,194.81422061033172,226.28811078779853,249.17303714332587
280,1,16,194.8140360544989,226.2879031624866,249.17280644853489
281,1,17,194.81386050078748,226.2877056645613,249.1725870063956
282,1,18,194.81369394928788,226.2875182941242,249.17237881702107
283,1,19,175.67732343348126,203.7620056996772,224.46017907900523
284,1,20,156.54096192005318,181.23650323290605,199.74799059396253
285,1,21,156.5408223756844,181.2363462454912,199.74781616350157
286,1,22,156.54069183384237,181.23619938591884,199.747652986199
287,1,23,144.92215527915573,167.55996619079656,184.7437850755058
288,1,0,133.30362772712553,153.88374312366267,169.7399284181331
289,1,1,133.303524193248,153.88362664805044,169.7397990007862
290,1,2,133.30342966213803,153.8835203005517,169.73968083689874
291,1,3,133.30334413384426,153.88342408122122,169.73957392653153
292,1,4,133.30326760841066,153.88333799010843,169.7394782697395
293,1,5,133.3032000858766,153.88326202725762,169.73939386657196
294,1,6,133.30314156627685,153.88319619270789,169.73932071707225
295,1,7,142.3109140327123,164.48629437646252,181.37172353462805
296,1,8,164.0576795180388,190.08452672370453,209.4549269673672
297,1,9,185.8044540063761,215.6827691993336,237.5381416538698
298,1,10,194.812253481839,226.2858977682442,249.17057823271
299,1,11,194.81223997726968,226.2858825756037,249.17056135199832
300,1,12,194.81223547574575,226.28587751138937,249.17055572509344
301,1,13,194.81223997726968,226.2858825756037,249.17056135199832
302,1,14,194.812253481839,226.2858977682442,249.17057823271
303,1,15,194.81227598944685,226.28592308930303,249.17060636721976
304,1,16,194.8123075000816,226.28595853876715,249.17064575551325
305,1,17,194.8123480137271,226.28600411661833,249.1706963975701
306,1,18,194.8123975303625,226.28605982283312,249.17075829336432
307,1,19,175.6762430833578,203.7607903057883,224.4588286413509
308,1,20,156.54009763928744,181.2355309170446,199.74691024300537
309,1,21,156.54017416472104,181.23561700815745,199.7470058997974
310,1,22,156.54025969301483,181.2357132274879,199.7471128101646
311,1,23,144.9219392086864,167.55972311151854,184.74351498741913
312,1,0,133.30362772712553,153.88374312366267,169.7399284181331
313,1,1,133.30374026371734,153.88386972732843,169.74006908887287
314,1,2,133.30386180296554,153.88400645898267,169.74022101293315
315,1,3,133.3039923448076,153.88415331855498,169.74038419023572
316,1,4,133.3041318891764,153.88431030596985,169.74055862069667
317,1,5,133.30428043600008,153.88447742114653,169.74074430422627
318,1,6,133.30443798520227,153.884654663999,169.74094124072903
319,1,7,142.31242651977269,164.48799592440548,181.37361414345355
320,1,8,164.0594080724561,190.086471347424,209.4570876603888
321,1,9,185.80639862726093,215.68495689782912,237.5405724299759
322,1,10,194.81441416819104,226.28832854039024,249.17327909065008
323,1,11,194.8146167279773,226.2885564201498,249.17353229038284
324,1,12,194.81482828958625,226.28879442695987,249.17379674239405
325,1,13,194.81504885290903,226.289042560698,249.17407244654757
326,1,14,194.8152784178323,226.28930082123668,249.1743594027016
327,1,15,194.81551698423783,226.28956920844288,249.17465761070852
328,1,16,194.8157645520029,226.2898477221786,249.17496707041488
329,1,17,194.8160211210002,226.2901363623006,249.1752877816615
330,1,18,194.81628669109767,226.29043512866025,249.17561974428332
331,1,19,175.68034829555435,203.76540866950944,224.46396015659656
332,1,20,156.54441890083336,181.24039233628372,199.75231181993777
333,1,21,156.5447114733932,181.2407214804136,199.75267753563756
334,1,22,156.54501304647894,181.24106075013503,199.75305450199477
335,1,23,144.9269086044971,167.56531368180555,184.7497267321825
336,1,0,133.30881316272624,153.88957673871346,169.74641021263398
337,1,1,133.30914173644035,153.88994638414184,169.74682092977665
338,1,2,133.30947931003203,153.89032615443244,169.74724289676624
339,1,3,133.3098258833276,153.89071604938997,169.7476761133857
340,1,4,133.31018145614874,153.89111606881374,169.7481205794121
341,1,5,133.31054602831253,153.89152621249804,169.74857629461684
342,1,6,133.31091959963143,153.89194648023178,169.74904325876548
343,1,7,142.31912415298405,164.49553076176824,181.38198618496773
344,1,8,164.06632172100393,190.09424920204032,209.4657297210736
345,1,9,185.81352828758853,215.6929777656977,237.54948450538535
346,1,10,194.82175983663043,226.29659241738457,249.1824611761993
347,1,11,194.8221784007494,226.29706330201844,249.18298438134804
348,1,12,194.82260596280096,226.2975443093264,249.1835188339124
349,1,13,194.82304252256503,226.29803543906104,249.18406453361752
350,1,14,194.8234880798171,226.2985366909696,249.18462148018264
351,1,15,194.82394263432792,226.29904806479428,249.18518967332116
352,1,16,194.8244061858637,226.299569560272,249.18576911274084
353,1,17,194.82487873418583,226.3001011771344,249.1863597981435
354,1,18,194.82536027905132,226.30064291510809,249.1869617292254
355,1,19,175.68963785360796,203.77585942231977,224.47557210416363
356,1,20,156.55392442420785,181.2510860500801,199.76419372415592
357,1,21,156.55443295719834,181.2516581496944,199.76482939039403
358,1,22,156.5549504857135,181.25224036927392,199.76547630103795
359,1,23,144.93706199404858,167.576736245051,184.76241846912183
360,1,0,133.31918249737114,153.901242240189,169.75937188094014
361,1,1,133.3197270108441,153.90185481784607,169.76005252278134
362,1,2,133.32028051874892,153.90247751423897,169.76074440766234
363,1,3,133.32084302080082,153.90311032904734,169.7614475352272
364,1,4,133.32141451671043,153.90375326194567,169.76216190511423
365,1,5,133.32199500618373,153.90440631260313,169.76288751695586
366,1,6,133.3225844889221,153.90506948068378,169.7636243703788
367,1,7,142.33100494769306,164.50889665581587,181.396837178354
368,1,8,164.07841841501914,190.1078579828074,209.4808505885926
369,1,9,185.8258408746866,215.70682942618296,237.56487523925796
370,1,10,194.83428831047704,226.31068695046204,249.1981217685076
371,1,11,194.8349227548992,226.31140070043696,249.19891482403528
372,1,12,194.83556619069745,226.31212456570995,249.19971911878304
373,1,13,194.8362186175407,226.31285854590868,249.20053465233715
374,1,14,194.83688003509343,226.31360264065543,249.201361424278
375,1,15,194.83755044301523,226.3143568495675,249.2021994341803
376,1,16,194.8382298409613,226.3151211722568,249.20304868161287
377,1,17,194.8389182285821,226.31589560833015,249.20390916613883
378,1,18,194.83961560552345,226.31668015738916,249.2047808873155
379,1,19,175.7041090048221,203.79213946743567,224.49366104318128
380,1,20,156.56861139271922,181.26760888965535,199.78255243479512
381,1,21,156.56933573545112,181.2684237752287,199.78345786320995
382,1,22,156.57006906604073,181.26924877214205,199.78437452644695
383,1,23,144.9523963686724,167.59398741650278,184.78158643740164
384,1,0,133.33473265840266,153.9187361713494,169.7788095822295
385,1,1,133.33549295028334,153.91959149971518,169.77975994708038
386,1,2,133.33626222848494,153.920456937692,169.78072154483235
387,1,3,133.33704049261166,153.92133248483458,169.7816943749908
388,1,4,133.3378277422632,153.9222181406925,169.78267843705515
389,1,5,133.33862397703444,153.92311390481018,169.78367373051924
390,1,6,133.33942919651582,153.9240197767267,169.78468025487098
391,1,7,142.34806538336386,164.52808964594553,181.4181627229425
392,1,8,164.0956945699901,190.12729365714972,209.50244578230632
393,1,9,185.84333274006983,215.72650777473916,237.58674007098705
394,1,10,194.85199587727377,226.33060796310832,249.22025622700343
395,1,11,194.8528460139995,226.3315643669248,249.22131889791063
396,1,12,194.85370513288052,226.33253087566595,249.2223927965119
397,1,13,194.85457323347487,226.33350748883456,249.2234779222548
398,1,14,194.85545031533587,226.3344942059282,249.22457427458107
399,1,15,194.85633637801232,226.33549102643923,249.22568185292664
400,1,16,194.85723142104845,226.33649794985485,249.2268006567218
401,1,17,194.8581354439837,226.33751497565703,249.22793068539087
402,1,18,194.85904844635303,226.33854210332257,249.22907193835255
403,1,19,175.72375746108236,203.81424398072843,224.51822161350657
404,1,20,156.58847545430172,181.28995595893565,199.80738251177323
405,1,21,156.5894153921366,181.29101338899991,199.80855743406684
406,1,22,156.59036430749904,181.29208091878263,199.8097435782699
407,1,23,144.97290718446243,167.6170620842666,184.80722495713917
408,1,0,133.35545903797242,153.9420533483654,169.8047175566917
409,1,1,133.35643488296995,153.94315117398762,169.8059373629386
410,1,2,133.3574197035146,153.94425909710037,169.80716838861946
411,1,3,133.35841349909973,153.94537711713363,169.80841063310086
412,1,4,133.35941626921408,153.94650523351226,169.80966409574378
413,1,5,133.36042801334173,153.94764344565587,169.81092877590334
414,1,6,133.3614487309622,153.9487917529789,169.81220467292894
415,1,7,142.3703004046212,164.55310404486005,181.44595649951415
416,1,8,164.11814506661932,190.15255046585764,209.53050890309288
417,1,9,185.86599870052112,215.7520069802468,237.61507252155113
418,1,10,194.87487728988629,226.35634955229744,249.2488579927691
419,1,11,194.87594286700175,226.35754832655235,249.25018996416347
420,1,12,194.87701741439017,226.3587571923643,249.25153314839892
421,1,13,194.87810093149855,226.3599761491112,249.2528875447844
422,1,14,194.8791934177696,226.36120519616617,249.25425315262325
423,1,15,194.8802948726413,226.36244433289676,249.2556299712128
424,1,16,194.88140529554684,226.36369355866557,249.2570179998448
425,1,17,194.8825246859151,226.3649528728298,249.2584172378051
426,1,18,194.88365304317017,226.36622227474177,249.25982768437393
427,1,19,175.7485774001271,203.84216641215377,224.54924653731248
428,1,20,156.61351072280522,181.3181206360021,199.83867659740255
429,1,21,156.6146659772192,181.31942029721785,199.8401206654201
430,1,22,156.61583019617035,181.32073004353788,199.84157593910905
431,1,23,144.99858836362128,167.64595341082028,184.83932643108773
432,1,0,133.38135549440688,153.97118686185414,169.83708812723478
433,1,1,133.3825466033573,153.9725268594234,169.83857701342282
434,1,2,133.38374667442145,153.97387693937054,169.840077102253
435,1,3,133.38495570698188,153.97523710100103,169.84158839295355
436,1,4,133.38617370041663,153.97660734361511,169.84311088474698
437,1,5,133.38740065409905,153.9779876665079,169.84464457685002
438,1,6,133.38863656739798,153.97937806896914,169.84618946847365
439,1,7,142.39770342274835,164.58393244025308,181.4802102721731
440,1,8,164.14576325234012,190.1836209247935,209.56503163524383
441,1,9,185.89383203962709,215.78331948674105,237.6498641954336
442,1,10,194.9029257680583,226.38790409024097,249.28391859048415
443,1,11,194.90420646981005,226.38934487971164,249.2855194676738
444,1,12,194.90549612729416,226.39079574438128,249.28713153952896
445,1,13,194.90679473984716,226.3922566835034,249.2887548052202
446,1,14,194.90810230680097,226.39372769632644,249.2903892639125
447,1,15,194.90941882748297,226.39520878209368,249.29203491476497
448,1,16,194.91074430121577,226.39669994004305,249.2936917569309
449,1,17,194.91207872731744,226.3982011694075,249.2953597895581
450,1,18,194.91342210510163,226.39971246941468,249.29703901178823
451,1,19,175.77856146727265,203.87589848769252,224.58672662124445
452,1,20,156.6437097797393,181.35209457505297,199.87642541857025
453,1,21,156.6450800084056,181.35363608230253,199.8781382044031
454,1,22,156.64645918596227,181.35518765705376,199.87986217634892
455,1,23,145.02943229626132,167.68065283504035,184.8778813468878
456,1,0,133.41241435402708,154.00612807892688,169.87591170176
457,1,1,133.41382037397912,154.00770985137297,169.8776692267001
458,1,2,133.4152353399558,154.00930168809668,169.87943793417094
459,1,3,133.41665925122908,154.01090358827915,169.88121782326257
460,1,4,133.4180921070665,154.0125155510962,169.8830088930593
461,1,5,133.41953390673086,154.01413757571862,169.88481114263976
462,1,6,133.42098464948043,154.0157696613119,169.88662457107674
463,1,7,142.43026631763968,164.62056569700582,181.52091389078728
464,1,8,164.17854094328803,190.22049582710991,209.6060037489287
465,1,9,185.92682450976875,215.8204360156504,237.69110478311063
