hour,month,hour_of_day,Anna,Bardeen,Cary
163,1,19,184.40663275020356,204.7967009441453,224.42151173641992
164,1,20,163.86167367432688,182.11676910701271,199.73118392434944
165,1,21,163.86045568089213,182.11539886439863,199.729661432556
166,1,22,163.8592466483317,182.11403870276817,199.72815014185545
167,1,23,151.38506636022106,168.343568060604,184.7370250516165
168,1,0,138.9108950342241,154.57310750081774,169.74591116401967
169,1,1,138.90971288800014,154.5717775863158,169.7444334812397
170,1,2,138.9085397051108,154.5704577555653,169.74296700262803
171,1,3,138.90737548615968,154.56914800924525,169.74151172893912
172,1,4,138.9062202317457,154.56784834802951,169.74006766092162
173,1,5,138.90507394246313,154.56655877258666,169.73863479931845
174,1,6,138.9039366189018,154.56527928358014,169.73721314486676
175,1,7,148.5731794133248,165.23928587439883,181.35734259218708
176,1,8,171.91840121051925,191.0104226439607,209.4128225817139
177,1,9,195.26363197517637,216.78156950191817,237.46831378056896
178,1,10,204.9329016719828,227.45560635791816,249.08847685586852
179,1,11,204.93180918571173,227.4543773108632,249.08711124802971
180,1,12,204.93072566860332,227.45315835411623,249.0857568516442
181,1,13,204.92965112121496,227.4519494883043,249.0844136674087
182,1,14,204.92858554409943,227.45075071404943,249.0830816960144
183,1,15,204.92752893780505,227.44956203196816,249.08176093814637
184,1,16,204.9264813028753,227.44838344267225,249.08045139448416
185,1,17,204.92544263984917,227.44721494676784,249.0791530657015
186,1,18,204.92441294926095,227.4460565448561,249.07786595246623
187,1,19,184.37966010944623,204.76635672329328,224.3877959354733
188,1,20,163.83491624312433,182.08666699690983,199.69773713534624
189,1,21,163.83391347301,182.0855388805313,199.69648367270332
190,1,22,163.83291967742483,182.08442086049797,199.69524142822195
191,1,23,151.35895463983368,168.31419237516823,184.7043854011323
192,1,0,138.88499857778964,154.543973987329,169.7135405934766
193,1,1,138.8840317088413,154.5428862597621,169.71233200729114
194,1,2,138.8830738164395,154.54180863081007,169.7111346417889
195,1,3,138.88212490107708,154.54074110102732,169.70994849758586
196,1,4,138.8811849632422,154.5396836709631,169.70877357529224
197,1,5,138.88025400341843,154.53863634116135,169.70760987551256
198,1,6,138.8793320220847,154.53759911216093,169.70645739884543
199,1,7,148.54879017139342,165.21184797722603,181.32685603977285
200,1,8,171.89422733602086,190.98322703515004,209.38260523859088
201,1,9,195.23967348054745,216.7546161954606,237.4383656622828
202,1,10,204.90915856954905,227.42889536768016,249.05879797782632
203,1,11,204.90828148768804,227.42790865058657,249.0577016255001
204,1,12,204.9074133870937,227.4269320374179,249.0566164997572
205,1,13,204.9065542682127,227.4259655286768,249.05554260115588
206,1,14,204.9057041314869,227.4250091248603,249.0544799302487
207,1,15,204.90486297735384,227.42406282646056,249.05342848758232
208,1,16,204.90403080624608,227.42312663396433,249.05238827369763
209,1,17,204.90320761859184,227.42220054785332,249.05135928912983
210,1,18,204.90239341481455,227.4212845686039,249.0503415344083
211,1,19,184.35785607313895,204.7418271824476,224.3605408900891
212,1,20,163.81332771617343,182.0623799040901,199.67075147665764
213,1,21,163.81254046652194,182.06149424823215,199.66976741459325
214,1,22,163.8117622023952,182.0606187010896,199.66879458443483
215,1,23,151.33801270714707,168.2906327008958,184.67820798527404
216,1,0,138.8642721982199,154.52065681031303,169.6876326190144
217,1,1,138.86352089305126,154.5198115919983,169.6866934875536
218,1,2,138.8627785749812,154.51897648416946,169.68576558996602
219,1,3,138.8620452443916,154.51815148725615,169.684848926729
220,1,4,138.8613209016597,154.5173366016828,169.68394349831414
221,1,5,138.86060554715817,154.51653182786856,169.68304930518724
222,1,6,138.85989918125506,154.51573716622755,169.68216634780833
223,1,7,148.52957295599177,165.19022860989918,181.3028345205208
224,1,8,171.8752257559337,190.961850257552,209.35885326348196
225,1,9,195.2208875455503,216.7334820185889,237.41488324353645
226,1,10,204.8905882893066,227.40800380240745,249.0355851275233
227,1,11,204.88992687175391,227.40725970766067,249.03475835558243
228,1,12,204.88927444491063,227.4065257274619,249.0339428220283
229,1,13,204.8886310091124,227.40580186218895,249.03313852728053
230,1,14,204.88799656469024,227.40508811221403,249.0323454717528
231,1,15,204.88737111197057,227.40438447790436,249.0315636558532
232,1,16,204.8867546512751,227.403690959622,249.0307930799839
233,1,17,204.88614718292104,227.40300755772364,249.03003374454133
234,1,18,204.8855487072209,227.402334272561,249.02928564991612
235,1,19,184.34122710228823,204.72311959024057,224.33975467652576
236,1,20,163.79691449062068,182.04391502534327,199.65023494471671
237,1,21,163.79634299471107,182.04327209244497,199.6495205748297
238,1,22,163.79578049265916,182.04263927763657,199.6488174472648
239,1,23,151.32224676770787,168.2728960190267,184.65850056097503
240,1,0,138.8487220371884,154.50316287915257,169.66819491772503
241,1,1,138.84818651842744,154.5025604205465,169.66752551927382
242,1,2,138.84765999465395,154.5019680813013,169.66686736455696
243,1,3,138.84714246613882,154.5013858617218,169.66622045391307
244,1,4,138.84663393314833,154.5008137621075,169.66558478767493
245,1,5,138.84613439594403,154.50025178275268,169.66496036616957
246,1,6,138.84564385478296,154.49969992394648,169.66434718971823
247,1,7,148.5155334615955,165.17443417870342,181.2852851525255
248,1,8,171.86140210083607,190.94629864556717,209.3415736946099
249,1,9,195.20727973686303,216.7181732338157,237.3978734826773
250,1,10,204.8771963340303,227.3929378527216,249.0188451834279
251,1,11,204.87675077677824,227.39243660081303,249.0182882368628
252,1,12,204.8763142170141,227.39194547107837,249.0177425371577
253,1,13,204.87588665496256,227.39146446377043,249.01720808459328
254,1,14,204.8754680908436,227.39099357913656,249.01668487944457
255,1,15,204.8750585248725,227.39053281741903,249.01617292198063
256,1,16,204.8746579572599,227.39008217885493,249.01567221246495
257,1,17,204.874266388212,227.389641663676,249.01518275115507
258,1,18,204.8738838179302,227.38921127210895,249.0147045383028
259,1,19,184.32977812441703,204.71023949013545,224.32544345418677
260,1,20,163.785681430059,182.03127783221137,199.6361936190146
261,1,21,163.78532585723786,182.0308778127876,199.63574915298815
262,1,22,163.78497928394228,182.03048791783007,199.6353159363687
263,1,23,151.31166149330411,168.26098758532245,184.6452689679703
264,1,0,138.8383527025435,154.49149737767704,169.65523324941887
265,1,1,138.83803312887596,154.49113785730106,169.65483378233446
266,1,2,138.83772255541942,154.49078846216247,169.6544455655138
267,1,3,138.83742098233364,154.490449192441,169.65406859915657
268,1,4,138.8371284097738,154.49012004831116,169.6537028834568
269,1,5,138.8368448378904,154.48980102994233,169.65334841860255
270,1,6,138.83657026682934,154.48949213749864,169.6530052047762
271,1,7,148.50667584840988,165.1644693638696,181.27421313604344
272,1,8,171.8527604669753,190.93657680747376,209.33077165228391
273,1,9,195.19885408677297,216.70869437746427,237.38734142006467
274,1,10,204.86898667204548,227.38370198298867,249.00858310594688
275,1,11,204.86875710712224,227.38344372245,249.00829614979284
276,1,12,204.86853654379945,227.38319558871183,249.00802044563932
277,1,13,204.86832498219047,227.3829575819018,249.0077559936281
278,1,14,204.8681224224042,227.38272970214223,249.0075027938953
279,1,15,204.8679288645449,227.38251194955052,249.0072608465711
280,1,16,204.86774430871208,227.3823043242386,249.0070301517801
281,1,17,204.86756875500063,227.38210682631325,249.0068107096409
282,1,18,204.86740220350103,227.3819194558762,249.0066025202663
283,1,19,184.3235125321046,204.7031906987839,224.3176114637962
284,1,20,163.77963186308665,182.02447206936748,199.62863166029916
285,1,21,163.77949231871787,182.02431508195255,199.62845722983815
286,1,22,163.77936177687582,182.0241682223803,199.6282940525356
287,1,23,151.3062600205811,168.25491092850905,184.63851712706656
288,1,0,138.83316726694278,154.48566376262625,169.648751454918
289,1,1,138.83306373306527,154.48554728701404,169.6486220375711
290,1,2,138.83296920195528,154.48544093951534,169.64850387368364
291,1,3,138.8328836736615,154.48534472018483,169.64839696331643
292,1,4,138.83280714822791,154.485258629072,169.6483013065244
293,1,5,138.83273962569388,154.48518266622122,169.64821690335685
294,1,6,138.8326811060941,154.48511683167152,169.64814375385714
295,1,7,148.50300274113678,165.16033711818733,181.2696217519521
296,1,8,171.849303415054,190.9326876240623,209.3264503373823
297,1,9,195.19561309198195,216.7050482583244,237.3832901765759
298,1,10,204.86596173605216,227.3802989299962,249.00480193595524
299,1,11,204.86594823148283,227.38028373735568,249.0047850552436
300,1,12,204.86594372995896,227.38027867314133,249.0047794283387
301,1,13,204.86594823148283,227.38028373735568,249.0047850552436
302,1,14,204.86596173605216,227.3802989299962,249.00480193595524
303,1,15,204.86598424366,227.380324251055,249.00483007046503
304,1,16,204.8660157542948,227.3803597005191,249.00486945875852
305,1,17,204.86605626794028,227.38040527837032,249.00492010081535
306,1,18,204.86610578457564,227.3804609845851,249.00498199660956
307,1,19,184.32243218198113,204.70197530489503,224.31626102614183
308,1,20,163.7787675823209,182.02349975350603,199.627551309342
309,1,21,163.7788441077545,182.0235858446188,199.627646966134
310,1,22,163.7789296360483,182.02368206394937,199.62775387650123
311,1,23,151.30604395011176,168.25466784923103,184.6382470389799
312,1,0,138.83316726694278,154.48566376262625,169.648751454918
313,1,1,138.8332798035346,154.48579036629206,169.64889212565777
314,1,2,138.8334013427828,154.48592709794627,169.64904404971804
315,1,3,138.83353188462485,154.48607395751858,169.6492072270206
316,1,4,138.83367142899365,154.48623094493348,169.64938165748157
317,1,5,138.8338199758173,154.4863980601101,169.64956734101116
318,1,6,138.83397752501952,154.4865753029626,169.64976427751392
319,1,7,148.5045152281972,165.1620386661303,181.27151236077756
320,1,8,171.8510319694713,190.9346322477818,209.32861103040392
321,1,9,195.1975577128668,216.7072359568199,237.385720952682
322,1,10,204.8681224224042,227.38272970214223,249.0075027938953
323,1,11,204.86832498219047,227.3829575819018,249.0077559936281
324,1,12,204.86853654379945,227.38319558871183,249.00802044563932
325,1,13,204.86875710712224,227.38344372245,249.00829614979284
326,1,14,204.86898667204548,227.38370198298867,249.00858310594688
327,1,15,204.869225238451,227.38397037019487,249.0088813139538
328,1,16,204.86947280621607,227.38424888393055,249.00919077366012
329,1,17,204.86972937521335,227.38453752405255,249.00951148490677
330,1,18,204.86999494531085,227.38483629041224,249.00984344752865
331,1,19,184.32653739417765,204.70659366861616,224.32139254138755
332,1,20,163.78308884386684,182.0283611727452,199.6329528862744
333,1,21,163.78338141642666,182.028690316875,199.63331860197417
334,1,22,163.7836829895124,182.0290295865965,199.63369556833135
335,1,23,151.31101334592245,168.2602584195181,184.64445878374323
336,1,0,138.8383527025435,154.49149737767704,169.65523324941887
337,1,1,138.8386812762576,154.49186702310544,169.65564396656154
338,1,2,138.83901884984928,154.49224679339608,169.65606593355113
339,1,3,138.83936542314484,154.49263668835357,169.6564991501706
340,1,4,138.839720995966,154.49303670777735,169.656943616197
341,1,5,138.84008556812978,154.4934468514616,169.6573993314017
342,1,6,138.84045913944868,154.4938671191954,169.65786629555038
343,1,7,148.51121286140852,165.16957350349304,181.27988440229177
344,1,8,171.85794561801913,190.94241010239813,209.33725309108877
345,1,9,195.2046873731944,216.7152568246884,237.3946330280915
346,1,10,204.8754680908436,227.39099357913656,249.01668487944457
347,1,11,204.87588665496256,227.39146446377043,249.01720808459328
348,1,12,204.8763142170141,227.39194547107837,249.0177425371577
349,1,13,204.87675077677824,227.39243660081303,249.0182882368628
350,1,14,204.8771963340303,227.3929378527216,249.0188451834279
351,1,15,204.8776508885411,227.39344922654627,249.01941337656643
352,1,16,204.87811444007684,227.39397072202397,249.0199928159861
353,1,17,204.878586988399,227.3945023388864,249.0205835013888
354,1,18,204.8790685332645,227.39504407686007,249.02118543247065
355,1,19,184.3358269522313,204.7170444214265,224.3330044889546
356,1,20,163.79259436724132,182.0390548865415,199.6448347904925
357,1,21,163.79310290023182,182.0396269861558,199.64547045673064
358,1,22,163.79362042874698,182.04020920573532,199.64611736737453
359,1,23,151.32116673547392,168.27168098276348,184.6571505206826
360,1,0,138.8487220371884,154.50316287915257,169.66819491772503
361,1,1,138.84926655066135,154.50377545680965,169.66887555956623
362,1,2,138.84982005856617,154.50439815320254,169.66956744444724
363,1,3,138.85038256061807,154.50503096801094,169.6702705720121
364,1,4,138.85095405652766,154.50567390090924,169.67098494189912
365,1,5,138.85153454600098,154.5063269515667,169.67171055374075
366,1,6,138.85212402873935,154.5069901196474,169.6724474071637
367,1,7,148.52309365611754,165.18293939754068,181.294735395678
368,1,8,171.87004231203434,190.9560188831652,209.35237395860773
369,1,9,195.21699996029247,216.72910848517375,237.41002376196408
370,1,10,204.88799656469024,227.40508811221403,249.0323454717528
371,1,11,204.8886310091124,227.40580186218895,249.03313852728053
372,1,12,204.88927444491063,227.4065257274619,249.0339428220283
373,1,13,204.88992687175391,227.40725970766067,249.03475835558243
374,1,14,204.8905882893066,227.40800380240745,249.0355851275233
375,1,15,204.8912586972284,227.4087580113195,249.03642313742557
376,1,16,204.89193809517448,227.4095223340088,249.03727238485817
377,1,17,204.8926264827953,227.41029677008217,249.03813286938413
378,1,18,204.8933238597366,227.41108131914115,249.03900459056075
379,1,19,184.35029810344545,204.7333244665424,224.35109342797224
380,1,20,163.8072813357527,182.0555777261168,199.66319350113173
381,1,21,163.8080056784846,182.05639261169017,199.66409892954655
382,1,22,163.8087390090742,182.05721760860348,199.6650155927836
383,1,23,151.33650111009777,168.28893215421533,184.6763184889624
384,1,0,138.8642721982199,154.52065681031303,169.6876326190144
385,1,1,138.8650324901006,154.5215121386788,169.68858298386527
386,1,2,138.8658017683022,154.52237757665557,169.68954458161727
387,1,3,138.86658003242894,154.52325312379816,169.6905174117757
388,1,4,138.86736728208044,154.5241387796561,169.69150147384005
389,1,5,138.8681635168517,154.52503454377376,169.69249676730414
390,1,6,138.86896873633307,154.52594041569034,169.69350329165587
391,1,7,148.54015409178834,165.20213238767033,181.3160609402665
392,1,8,171.8873184670053,190.97545455750753,209.37396915232145
393,1,9,195.23449182567575,216.74878683372992,237.4318885936932
394,1,10,204.9057041314869,227.4250091248603,249.0544799302487
395,1,11,204.9065542682127,227.4259655286768,249.05554260115588
396,1,12,204.9074133870937,227.4269320374179,249.0566164997572
397,1,13,204.90828148768804,227.42790865058657,249.0577016255001
398,1,14,204.90915856954905,227.42889536768016,249.05879797782632
399,1,15,204.91004463222552,227.4298921881912,249.0599055561719
400,1,16,204.91093967526163,227.43089911160683,249.06102435996704
401,1,17,204.9118436981969,227.43191613740905,249.06215438863617
402,1,18,204.91275670056623,227.43294326507453,249.06329564159785
403,1,19,184.36994655970568,204.75542897983516,224.3756539982975
404,1,20,163.8271453973352,182.0779247953971,199.68802357810983
405,1,21,163.82808533517007,182.07898222546137,199.68919850040345
406,1,22,163.82903425053252,182.0800497552441,199.69038464460647
407,1,23,151.3570119258878,168.31200682197908,184.7019570086999
408,1,0,138.88499857778964,154.543973987329,169.7135405934766
409,1,1,138.8859744227872,154.54507181295122,169.7147603997235
410,1,2,138.88695924333186,154.54617973606395,169.71599142540435
411,1,3,138.88795303891698,154.54729775609724,169.71723366988576
412,1,4,138.8889558090313,154.54842587247586,169.71848713252868
413,1,5,138.88996755315898,154.54956408461948,169.71975181268823
414,1,6,138.89098827077945,154.5507123919425,169.72102770971384
415,1,7,148.56238911304567,165.22714678658485,181.34385471683817
416,1,8,171.90976896363452,191.00071136621543,209.402032273108
417,1,9,195.25715778612695,216.7742860392376,237.46022104425725
418,1,10,204.92858554409943,227.45075071404943,249.0830816960144
419,1,11,204.92965112121496,227.4519494883043,249.0844136674087
420,1,12,204.93072566860332,227.45315835411623,249.0857568516442
421,1,13,204.93180918571173,227.4543773108632,249.08711124802971
422,1,14,204.9329016719828,227.45560635791816,249.08847685586852
423,1,15,204.93400312685444,227.45684549464875,249.08985367445808
424,1,16,204.93511354976,227.4580947204175,249.09124170309008
425,1,17,204.93623294012824,227.4593540345818,249.0926409410504
426,1,18,204.93736129738332,227.46062343649373,249.09405138761915
427,1,19,184.3947664987504,204.78335141126047,224.40667892210345
428,1,20,163.8521806658387,182.1060894724635,199.7193176637392
429,1,21,163.85333592025268,182.10738913367925,199.72076173175668
430,1,22,163.85450013920382,182.10869887999928,199.7222170054456
431,1,23,151.38269310504666,168.3408981485328,184.7340584826485
432,1,0,138.9108950342241,154.57310750081774,169.74591116401967
433,1,1,138.91208614317455,154.57444749838697,169.74740005020772
434,1,2,138.9132862142387,154.57579757833415,169.7489001390379
435,1,3,138.9144952467991,154.57715773996466,169.75041142973845
436,1,4,138.91571324023386,154.57852798257875,169.75193392153187
437,1,5,138.9169401939163,154.57990830547146,169.7534676136349
438,1,6,138.91817610721523,154.58129870793277,169.75501250525855
439,1,7,148.58979213117283,165.25797518197788,181.37810848949712
440,1,8,171.93738714935532,191.0317818251513,209.43655500525895
441,1,9,195.28499112523295,216.8055985457318,237.49501271813972
442,1,10,204.95663402227152,227.48230525199295,249.11814229372945
443,1,11,204.95791472402323,227.48374604146363,249.1197431709191
444,1,12,204.95920438150733,227.48519690613327,249.1213552427742
445,1,13,204.9605029940603,227.4866578452554,249.12297850846545
446,1,14,204.96181056101415,227.48812885807845,249.12461296715776
447,1,15,204.96312708169617,227.4896099438457,249.1262586180102
448,1,16,204.96445255542892,227.49110110179504,249.1279154601762
449,1,17,204.96578698153064,227.4926023311595,249.12958349280336
450,1,18,204.9671303593148,227.49411363116667,249.13126271503353
451,1,19,184.424750565896,204.81708348679925,224.44415900603545
452,1,20,163.88237972277278,182.1400634115144,199.75706648490683
453,1,21,163.88374995143909,182.14160491876396,199.7587792707397
454,1,22,163.88512912899574,182.1431564935152,199.7605032426855
455,1,23,151.4135370376867,168.37559757275284,184.77261339844853
456,1,0,138.9419538938443,154.60804871789048,169.7847347385449
457,1,1,138.94335991379637,154.60963049033654,169.786492263485
458,1,2,138.94477487977304,154.6112223270603,169.78826097095583
459,1,3,138.94619879104633,154.61282422724275,169.79004086004744
460,1,4,138.94763164688374,154.61443619005985,169.7918319298442
461,1,5,138.9490734465481,154.61605821468223,169.79363417942466
462,1,6,138.95052418929768,154.6176903002755,169.79544760786163
463,1,7,148.62235502606416,165.29460843873062,181.4188121081113
464,1,8,171.97016484030323,191.0686567274677,209.47752711894384
465,1,9,195.3179835953746,216.8427150746412,237.5362533058168
