Year,Month,Day,Period,Area 1,Area 2,Area 3
2020,1,4,3,37,37,37
2020,1,4,4,39,39,39
2020,1,4,5,45,45,45
2020,1,4,6,45,45,45
2020,1,4,7,41,41,41
2020,1,4,8,49,49,49
2020,1,4,9,49,49,49
2020,1,4,10,48,48,48
2020,1,4,11,48,48,48
2020,1,4,12,60,60,60
2020,1,4,13,68,68,68
2020,1,4,14,72,72,72
2020,1,4,15,71,71,71
2020,1,4,16,71,71,71
2020,1,4,17,63,63,63
2020,1,4,18,68,68,68
2020,1,4,19,69,69,69
2020,1,4,20,64,64,64
2020,1,4,21,54,54,54
2020,1,4,22,52,52,52
2020,1,4,23,50,50,50
2020,1,4,24,49,49,49
2020,1,5,1,48,48,48
2020,1,5,2,48,48,48
2020,1,5,3,48,48,48
2020,1,5,4,48,48,48
2020,1,5,5,48,48,48
2020,1,5,6,49,49,49
2020,1,5,7,49,49,49
2020,1,5,8,55,55,55
2020,1,5,9,59,59,59
2020,1,5,10,56,56,56
2020,1,5,11,62,62,62
2020,1,5,12,74,74,74
2020,1,5,13,74,74,74
2020,1,5,14,74,74,74
2020,1,5,15,70,70,70
2020,1,5,16,70,70,70
2020,1,5,17,65,65,65
2020,1,5,18,53,53,53
2020,1,5,19,54,54,54
2020,1,5,20,59,59,59
2020,1,5,21,65,65,65
2020,1,5,22,65,65,65
2020,1,5,23,65,65,65
2020,1,5,24,64,64,64
2020,1,6,1,60,60,60
2020,1,6,2,59,59,59
2020,1,6,3,58,58,58
2020,1,6,4,51,51,51
2020,1,6,5,52,52,52
2020,1,6,6,53,53,53
2020,1,6,7,56,56,56
2020,1,6,8,60,60,60
2020,1,6,9,59,59,59
2020,1,6,10,59,59,59
2020,1,6,11,59,59,59
2020,1,6,12,65,65,65
2020,1,6,13,67,67,67
2020,1,6,14,70,70,70
2020,1,6,15,68,68,68
2020,1,6,16,67,67,67
2020,1,6,17,60,60,60
2020,1,6,18,65,65,65
2020,1,6,19,66,66,66
2020,1,6,20,66,66,66
2020,1,6,21,64,64,64
2020,1,6,22,59,59,59
2020,1,6,23,57,57,57
2020,1,6,24,56,56,56
2020,1,7,1,50,50,50
2020,1,7,2,48,48,48
2020,1,7,3,48,48,48
2020,1,7,4,49,49,49
2020,1,7,5,50,50,50
2020,1,7,6,52,52,52
2020,1,7,7,54,54,54
2020,1,7,8,59,59,59
2020,1,7,9,59,59,59
2020,1,7,10,59,59,59
2020,1,7,11,59,59,59
2020,1,7,12,64,64,64
2020,1,7,13,64,64,64
2020,1,7,14,64,64,64
2020,1,7,15,60,60,60
2020,1,7,16,60,60,60
2020,1,7,17,54,54,54
2020,1,7,18,57,57,57
2020,1,7,19,58,58,58
2020,1,7,20,57,57,57
2020,1,7,21,56,56,56
2020,1,7,22,54,54,54
2020,1,7,23,51,51,51
2020,1,7,24,50,50,50
2020,1,8,1,62,62,62
2020,1,8,2,53,53,53
2020,1,8,3,53,53,53
2020,1,8,4,62,62,62
2020,1,8,5,65,65,65
2020,1,8,6,67,67,67
2020,1,8,7,69,69,69
2020,1,8,8,73,73,73
2020,1,8,9,61,61,61
2020,1,8,10,60,60,60
2020,1,8,11,60,60,60
2020,1,8,12,60,60,60
2020,1,8,13,64,64,64
2020,1,8,14,64,64,64
2020,1,8,15,60,60,60
2020,1,8,16,60,60,60
2020,1,8,17,54,54,54
2020,1,8,18,58,58,58
2020,1,8,19,58,58,58
2020,1,8,20,57,57,57
2020,1,8,21,56,56,56
2020,1,8,22,54,54,54
2020,1,8,23,52,52,52
2020,1,8,24,50,50,50
2020,1,9,1,49,49,49
2020,1,9,2,49,49,49
2020,1,9,3,49,49,49
2020,1,9,4,49,49,49
2020,1,9,5,50,50,50
2020,1,9,6,55,55,55
2020,1,9,7,60,60,60
2020,1,9,8,67,67,67
2020,1,9,9,72,72,72
2020,1,9,10,73,73,73
2020,1,9,11,73,73,73
2020,1,9,12,74,74,74
2020,1,9,13,68,68,68
2020,1,9,14,65,65,65
2020,1,9,15,54,54,54
2020,1,9,16,63,63,63
2020,1,9,17,53,53,53
2020,1,9,18,61,61,61
2020,1,9,19,71,71,71
2020,1,9,20,71,71,71
2020,1,9,21,70,70,70
2020,1,9,22,68,68,68
2020,1,9,23,66,66,66
2020,1,9,24,65,65,65
2020,1,10,1,59,59,59
2020,1,10,2,58,58,58
2020,1,10,3,60,60,60
2020,1,10,4,64,64,64
2020,1,10,5,65,65,65
2020,1,10,6,67,67,67
2020,1,10,7,64,64,64
2020,1,10,8,67,67,67
2020,1,10,9,65,65,65
2020,1,10,10,64,64,64
2020,1,10,11,66,66,66
2020,1,10,12,73,73,73
2020,1,10,13,77,77,77
2020,1,10,14,77,77,77
2020,1,10,15,73,73,73
2020,1,10,16,76,76,76
2020,1,10,17,68,68,68
2020,1,10,18,70,70,70
2020,1,10,19,70,70,70
2020,1,10,20,69,69,69
2020,1,10,21,69,69,69
2020,1,10,22,67,67,67
2020,1,10,23,66,66,66
2020,1,10,24,65,65,65
2020,1,11,1,64,64,64
2020,1,11,2,64,64,64
2020,1,11,3,64,64,64
2020,1,11,4,64,64,64
2020,1,11,5,64,64,64
2020,1,11,6,64,64,64
2020,1,11,7,62,62,62
2020,1,11,8,56,56,56
2020,1,11,9,82,82,82
2020,1,11,10,63,63,63
2020,1,11,11,56,56,56
2020,1,11,12,67,67,67
2020,1,11,13,89,89,89
2020,1,11,14,90,90,90
2020,1,11,15,91,91,91
2020,1,11,16,88,88,88
2020,1,11,17,64,64,64
2020,1,11,18,67,67,67
2020,1,11,19,68,68,68
2020,1,11,20,68,68,68
2020,1,11,21,68,68,68
2020,1,11,22,67,67,67
2020,1,11,23,62,62,62
2020,1,11,24,63,63,63
2020,1,12,1,57,57,57
2020,1,12,2,60,60,60
2020,1,12,3,52,52,52
2020,1,12,4,50,50,50
2020,1,12,5,53,53,53
2020,1,12,6,55,55,55
2020,1,12,7,57,57,57
2020,1,12,8,64,64,64
2020,1,12,9,67,67,67
2020,1,12,10,67,67,67
2020,1,12,11,70,70,70
2020,1,12,12,74,74,74
2020,1,12,13,74,74,74
2020,1,12,14,74,74,74
2020,1,12,15,70,70,70
2020,1,12,16,74,74,74
2020,1,12,17,66,66,66
2020,1,12,18,69,69,69
2020,1,12,19,70,70,70
2020,1,12,20,69,69,69
2020,1,12,21,69,69,69
2020,1,12,22,68,68,68
2020,1,12,23,66,66,66
2020,1,12,24,65,65,65
2020,1,13,1,65,65,65
2020,1,13,2,64,64,64
2020,1,13,3,64,64,64
2020,1,13,4,65,65,65
2020,1,13,5,65,65,65
2020,1,13,6,66,66,66
2020,1,13,7,67,67,67
2020,1,13,8,71,71,71
2020,1,13,9,69,69,69
2020,1,13,10,67,67,67
2020,1,13,11,68,68,68
2020,1,13,12,69,69,69
2020,1,13,13,68,68,68
2020,1,13,14,67,67,67
2020,1,13,15,69,69,69
2020,1,13,16,76,76,76
2020,1,13,17,68,68,68
2020,1,13,18,64,64,64
2020,1,13,19,61,61,61
2020,1,13,20,68,68,68
2020,1,13,21,61,61,61
2020,1,13,22,57,57,57
2020,1,13,23,58,58,58
2020,1,13,24,52,52,52
2020,1,14,1,54,54,54
2020,1,14,2,52,52,52
2020,1,14,3,50,50,50
2020,1,14,4,50,50,50
2020,1,14,5,51,51,51
2020,1,14,6,54,54,54
2020,1,14,7,61,61,61
2020,1,14,8,65,65,65
2020,1,14,9,61,61,61
2020,1,14,10,61,61,61
2020,1,14,11,61,61,61
2020,1,14,12,65,65,65
2020,1,14,13,67,67,67
2020,1,14,14,69,69,69
2020,1,14,15,72,72,72
2020,1,14,16,77,77,77
2020,1,14,17,68,68,68
2020,1,14,18,62,62,62
2020,1,14,19,67,67,67
2020,1,14,20,67,67,67
2020,1,14,21,69,69,69
2020,1,14,22,66,66,66
2020,1,14,23,67,67,67
2020,1,14,24,65,65,65
2020,1,15,1,65,65,65
2020,1,15,2,65,65,65
2020,1,15,3,65,65,65
2020,1,15,4,65,65,65
2020,1,15,5,65,65,65
2020,1,15,6,64,64,64
2020,1,15,7,69,69,69
2020,1,15,8,73,73,73
2020,1,15,9,74,74,74
2020,1,15,10,92,92,92
2020,1,15,11,95,95,95
2020,1,15,12,94,94,94
2020,1,15,13,93,93,93
2020,1,15,14,96,96,96
2020,1,15,15,83,83,83
2020,1,15,16,83,83,83
2020,1,15,17,57,57,57
2020,1,15,18,46,46,46
2020,1,15,19,46,46,46
2020,1,15,20,45,45,45
2020,1,15,21,44,44,44
2020,1,15,22,41,41,41
2020,1,15,23,37,37,37
2020,1,15,24,36,36,36
2020,1,16,1,34,34,34
2020,1,16,2,34,34,34
2020,1,16,3,45,45,45
2020,1,16,4,60,60,60
2020,1,16,5,62,62,62
2020,1,16,6,64,64,64
2020,1,16,7,67,67,67
2020,1,16,8,72,72,72
2020,1,16,9,73,73,73
2020,1,16,10,73,73,73
2020,1,16,11,72,72,72
2020,1,16,12,76,76,76
2020,1,16,13,75,75,75
2020,1,16,14,75,75,75
2020,1,16,15,71,71,71
2020,1,16,16,76,76,76
2020,1,16,17,77,77,77
2020,1,16,18,71,71,71
2020,1,16,19,72,72,72
2020,1,16,20,66,66,66
2020,1,16,21,63,63,63
2020,1,16,22,62,62,62
2020,1,16,23,54,54,54
2020,1,16,24,51,51,51
2020,1,17,1,50,50,50
2020,1,17,2,49,49,49
2020,1,17,3,49,49,49
2020,1,17,4,50,50,50
2020,1,17,5,51,51,51
2020,1,17,6,54,54,54
2020,1,17,7,56,56,56
2020,1,17,8,61,61,61
2020,1,17,9,61,61,61
2020,1,17,10,60,60,60
2020,1,17,11,60,60,60
2020,1,17,12,60,60,60
2020,1,17,13,64,64,64
2020,1,17,14,64,64,64
2020,1,17,15,60,60,60
2020,1,17,16,63,63,63
2020,1,17,17,89,89,89
2020,1,17,18,57,57,57
2020,1,17,19,58,58,58
2020,1,17,20,57,57,57
2020,1,17,21,60,60,60
2020,1,17,22,60,60,60
2020,1,17,23,63,63,63
2020,1,17,24,63,63,63
2020,1,18,1,60,60,60
2020,1,18,2,65,65,65
2020,1,18,3,65,65,65
2020,1,18,4,65,65,65
2020,1,18,5,65,65,65
2020,1,18,6,66,66,66
2020,1,18,7,67,67,67
2020,1,18,8,71,71,71
2020,1,18,9,72,72,72
2020,1,18,10,72,72,72
2020,1,18,11,69,69,69
2020,1,18,12,71,71,71
2020,1,18,13,67,67,67
2020,1,18,14,65,65,65
2020,1,18,15,57,57,57
2020,1,18,16,56,56,56
2020,1,18,17,54,54,54
2020,1,18,18,44,44,44
2020,1,18,19,45,45,45
2020,1,18,20,42,42,42
2020,1,18,21,44,44,44
2020,1,18,22,45,45,45
2020,1,18,23,45,45,45
2020,1,18,24,51,51,51
2020,1,19,1,47,47,47
2020,1,19,2,46,46,46
2020,1,19,3,48,48,48
2020,1,19,4,47,47,47
2020,1,19,5,45,45,45
2020,1,19,6,46,46,46
2020,1,19,7,51,51,51
2020,1,19,8,59,59,59
2020,1,19,9,60,60,60
2020,1,19,10,62,62,62
2020,1,19,11,57,57,57
2020,1,19,12,58,58,58
2020,1,19,13,59,59,59
2020,1,19,14,58,58,58
2020,1,19,15,52,52,52
2020,1,19,16,55,55,55
2020,1,19,17,52,52,52
2020,1,19,18,54,54,54
2020,1,19,19,63,63,63
2020,1,19,20,65,65,65
2020,1,19,21,67,67,67
2020,1,19,22,67,67,67
2020,1,19,23,66,66,66
2020,1,19,24,65,65,65
2020,1,20,1,64,64,64
2020,1,20,2,64,64,64
2020,1,20,3,64,64,64
2020,1,20,4,64,64,64
2020,1,20,5,65,65,65
2020,1,20,6,67,67,67
2020,1,20,7,69,69,69
2020,1,20,8,73,73,73
2020,1,20,9,73,73,73
2020,1,20,10,73,73,73
2020,1,20,11,73,73,73
2020,1,20,12,73,73,73
2020,1,20,13,64,64,64
2020,1,20,14,62,62,62
2020,1,20,15,54,54,54
2020,1,20,16,56,56,56
2020,1,20,17,58,58,58
2020,1,20,18,47,47,47
2020,1,20,19,49,49,49
2020,1,20,20,49,49,49
2020,1,20,21,48,48,48
2020,1,20,22,48,48,48
2020,1,20,23,51,51,51
2020,1,20,24,54,54,54
2020,1,21,1,56,56,56
2020,1,21,2,53,53,53
2020,1,21,3,53,53,53
2020,1,21,4,51,51,51
2020,1,21,5,57,57,57
2020,1,21,6,62,62,62
2020,1,21,7,66,66,66
2020,1,21,8,70,70,70
2020,1,21,9,72,72,72
2020,1,21,10,72,72,72
2020,1,21,11,72,72,72
2020,1,21,12,77,77,77
2020,1,21,13,72,72,72
2020,1,21,14,70,70,70
2020,1,21,15,70,70,70
2020,1,21,16,75,75,75
2020,1,21,17,76,76,76
2020,1,21,18,70,70,70
2020,1,21,19,71,71,71
2020,1,21,20,71,71,71
2020,1,21,21,69,69,69
2020,1,21,22,68,68,68
2020,1,21,23,66,66,66
2020,1,21,24,64,64,64
2020,1,22,1,64,64,64
2020,1,22,2,64,64,64
2020,1,22,3,63,63,63
2020,1,22,4,64,64,64
2020,1,22,5,64,64,64
2020,1,22,6,66,66,66
2020,1,22,7,68,68,68
2020,1,22,8,72,72,72
2020,1,22,9,73,73,73
2020,1,22,10,73,73,73
2020,1,22,11,72,72,72
2020,1,22,12,72,72,72
2020,1,22,13,72,72,72
2020,1,22,14,68,68,68
2020,1,22,15,62,62,62
2020,1,22,16,72,72,72
2020,1,22,17,73,73,73
2020,1,22,18,69,69,69
2020,1,22,19,71,71,71
2020,1,22,20,70,70,70
2020,1,22,21,70,70,70
2020,1,22,22,62,62,62
2020,1,22,23,66,66,66
2020,1,22,24,58,58,58
2020,1,23,1,64,64,64
2020,1,23,2,64,64,64
2020,1,23,3,60,60,60
2020,1,23,4,51,51,51
2020,1,23,5,50,50,50
2020,1,23,6,52,52,52
2020,1,23,7,55,55,55
2020,1,23,8,59,59,59
2020,1,23,9,60,60,60
2020,1,23,10,60,60,60
2020,1,23,11,62,62,62
2020,1,23,12,62,62,62
2020,1,23,13,65,65,65
2020,1,23,14,67,67,67
2020,1,23,15,67,67,67
2020,1,23,16,73,73,73
2020,1,23,17,77,77,77
2020,1,23,18,70,70,70
2020,1,23,19,71,71,71
2020,1,23,20,71,71,71
2020,1,23,21,70,70,70
2020,1,23,22,68,68,68
2020,1,23,23,60,60,60
2020,1,23,24,54,54,54
2020,1,24,1,50,50,50
2020,1,24,2,53,53,53
2020,1,24,3,59,59,59
2020,1,24,4,64,64,64
2020,1,24,5,65,65,65
2020,1,24,6,67,67,67
2020,1,24,7,69,69,69
2020,1,24,8,63,63,63
2020,1,24,9,75,75,75
2020,1,24,10,60,60,60
2020,1,24,11,59,59,59
2020,1,24,12,65,65,65
2020,1,24,13,70,70,70
2020,1,24,14,66,66,66
2020,1,24,15,63,63,63
2020,1,24,16,72,72,72
2020,1,24,17,76,76,76
2020,1,24,18,70,70,70
2020,1,24,19,70,70,70
2020,1,24,20,57,57,57
2020,1,24,21,56,56,56
2020,1,24,22,58,58,58
2020,1,24,23,64,64,64
2020,1,24,24,65,65,65
2020,1,25,1,65,65,65
2020,1,25,2,64,64,64
2020,1,25,3,64,64,64
2020,1,25,4,64,64,64
2020,1,25,5,65,65,65
2020,1,25,6,65,65,65
2020,1,25,7,56,56,56
2020,1,25,8,58,58,58
2020,1,25,9,58,58,58
2020,1,25,10,58,58,58
2020,1,25,11,58,58,58
2020,1,25,12,57,57,57
2020,1,25,13,62,62,62
2020,1,25,14,62,62,62
2020,1,25,15,57,57,57
2020,1,25,16,62,62,62
2020,1,25,17,62,62,62
2020,1,25,18,66,66,66
2020,1,25,19,61,61,61
2020,1,25,20,59,59,59
2020,1,25,21,55,55,55
2020,1,25,22,52,52,52
2020,1,25,23,51,51,51
2020,1,25,24,50,50,50
2020,1,26,1,49,49,49
2020,1,26,2,49,49,49
2020,1,26,3,48,48,48
2020,1,26,4,49,49,49
2020,1,26,5,49,49,49
2020,1,26,6,50,50,50
2020,1,26,7,56,56,56
2020,1,26,8,67,67,67
2020,1,26,9,70,70,70
2020,1,26,10,63,63,63
2020,1,26,11,69,69,69
2020,1,26,12,74,74,74
2020,1,26,13,74,74,74
2020,1,26,14,73,73,73
2020,1,26,15,68,68,68
2020,1,26,16,74,74,74
2020,1,26,17,75,75,75
2020,1,26,18,65,65,65
2020,1,26,19,69,69,69
2020,1,26,20,65,65,65
2020,1,26,21,61,61,61
2020,1,26,22,58,58,58
2020,1,26,23,54,54,54
2020,1,26,24,49,49,49
2020,1,27,1,48,48,48
2020,1,27,2,48,48,48
2020,1,27,3,48,48,48
2020,1,27,4,49,49,49
2020,1,27,5,50,50,50
2020,1,27,6,52,52,52
2020,1,27,7,54,54,54
2020,1,27,8,59,59,59
2020,1,27,9,60,60,60
2020,1,27,10,60,60,60
2020,1,27,11,60,60,60
2020,1,27,12,59,59,59
2020,1,27,13,64,64,64
2020,1,27,14,64,64,64
2020,1,27,15,60,60,60
2020,1,27,16,64,64,64
2020,1,27,17,64,64,64
2020,1,27,18,66,66,66
2020,1,27,19,62,62,62
2020,1,27,20,57,57,57
2020,1,27,21,55,55,55
2020,1,27,22,53,53,53
2020,1,27,23,51,51,51
2020,1,27,24,49,49,49
2020,1,28,1,48,48,48
2020,1,28,2,48,48,48
2020,1,28,3,48,48,48
2020,1,28,4,48,48,48
2020,1,28,5,49,49,49
2020,1,28,6,51,51,51
2020,1,28,7,53,53,53
2020,1,28,8,59,59,59
2020,1,28,9,64,64,64
2020,1,28,10,71,71,71
2020,1,28,11,72,72,72
2020,1,28,12,76,76,76
2020,1,28,13,75,75,75
2020,1,28,14,76,76,76
2020,1,28,15,72,72,72
2020,1,28,16,76,76,76
2020,1,28,17,76,76,76
2020,1,28,18,69,69,69
2020,1,28,19,70,70,70
2020,1,28,20,69,69,69
2020,1,28,21,64,64,64
2020,1,28,22,63,63,63
2020,1,28,23,60,60,60
2020,1,28,24,49,49,49
2020,1,29,1,48,48,48
2020,1,29,2,48,48,48
2020,1,29,3,48,48,48
2020,1,29,4,48,48,48
2020,1,29,5,49,49,49
2020,1,29,6,51,51,51
2020,1,29,7,53,53,53
2020,1,29,8,58,58,58
2020,1,29,9,59,59,59
2020,1,29,10,59,59,59
2020,1,29,11,59,59,59
2020,1,29,12,59,59,59
2020,1,29,13,64,64,64
2020,1,29,14,64,64,64
2020,1,29,15,60,60,60
2020,1,29,16,64,64,64
2020,1,29,17,64,64,64
2020,1,29,18,59,59,59
2020,1,29,19,57,57,57
2020,1,29,20,56,56,56
2020,1,29,21,55,55,55
2020,1,29,22,56,56,56
2020,1,29,23,58,58,58
2020,1,29,24,57,57,57
2020,1,30,1,50,50,50
2020,1,30,2,48,48,48
2020,1,30,3,48,48,48
2020,1,30,4,48,48,48
2020,1,30,5,49,49,49
2020,1,30,6,51,51,51
2020,1,30,7,53,53,53
2020,1,30,8,58,58,58
2020,1,30,9,59,59,59
2020,1,30,10,59,59,59
2020,1,30,11,61,61,61
2020,1,30,12,69,69,69
2020,1,30,13,77,77,77
2020,1,30,14,77,77,77
2020,1,30,15,73,73,73
2020,1,30,16,75,75,75
2020,1,30,17,68,68,68
2020,1,30,18,70,70,70
2020,1,30,19,71,71,71
2020,1,30,20,70,70,70
2020,1,30,21,63,63,63
2020,1,30,22,58,58,58
2020,1,30,23,62,62,62
2020,1,30,24,57,57,57
2020,1,31,1,55,55,55
2020,1,31,2,64,64,64
2020,1,31,3,64,64,64
2020,1,31,4,64,64,64
2020,1,31,5,64,64,64
2020,1,31,6,65,65,65
2020,1,31,7,67,67,67
2020,1,31,8,67,67,67
2020,1,31,9,70,70,70
2020,1,31,10,68,68,68
2020,1,31,11,57,57,57
2020,1,31,12,56,56,56
2020,1,31,13,57,57,57
2020,1,31,14,54,54,54
2020,1,31,15,49,49,49
2020,1,31,16,56,56,56
2020,1,31,17,65,65,65
2020,1,31,18,51,51,51
2020,1,31,19,69,69,69
2020,1,31,20,69,69,69
2020,1,31,21,68,68,68
2020,1,31,22,67,67,67
2020,1,31,23,66,66,66
2020,1,31,24,63,63,63
2020,2,1,1,60,60,60
2020,2,1,2,54,54,54
2020,2,1,3,51,51,51
2020,2,1,4,58,58,58
2020,2,1,5,53,53,53
2020,2,1,6,48,48,48
2020,2,1,7,49,49,49
2020,2,1,8,55,55,55
2020,2,1,9,56,56,56
2020,2,1,10,57,57,57
2020,2,1,11,57,57,57
2020,2,1,12,58,58,58
2020,2,1,13,72,72,72
2020,2,1,14,62,62,62
2020,2,1,15,57,57,57
2020,2,1,16,61,61,61
2020,2,1,17,70,70,70
2020,2,1,18,55,55,55
2020,2,1,19,59,59,59
2020,2,1,20,62,62,62
2020,2,1,21,67,67,67
2020,2,1,22,66,66,66
2020,2,1,23,61,61,61
2020,2,1,24,56,56,56
2020,2,2,1,54,54,54
2020,2,2,2,54,54,54
2020,2,2,3,54,54,54
2020,2,2,4,51,51,51
2020,2,2,5,52,52,52
2020,2,2,6,53,53,53
2020,2,2,7,77,77,77
2020,2,2,8,58,58,58
2020,2,2,9,62,62,62
2020,2,2,10,68,68,68
2020,2,2,11,70,70,70
2020,2,2,12,74,74,74
2020,2,2,13,74,74,74
2020,2,2,14,71,71,71
2020,2,2,15,54,54,54
2020,2,2,16,52,52,52
2020,2,2,17,50,50,50
2020,2,2,18,37,37,37
2020,2,2,19,49,49,49
2020,2,2,20,47,47,47
2020,2,2,21,47,47,47
2020,2,2,22,58,58,58
2020,2,2,23,59,59,59
2020,2,2,24,63,63,63
2020,2,3,1,63,63,63
2020,2,3,2,63,63,63
2020,2,3,3,63,63,63
2020,2,3,4,63,63,63
2020,2,3,5,63,63,63
2020,2,3,6,65,65,65
2020,2,3,7,87,87,87
2020,2,3,8,71,71,71
2020,2,3,9,71,71,71
2020,2,3,10,72,72,72
2020,2,3,11,69,69,69
2020,2,3,12,65,65,65
2020,2,3,13,67,67,67
2020,2,3,14,70,70,70
2020,2,3,15,62,62,62
2020,2,3,16,60,60,60
2020,2,3,17,57,57,57
2020,2,3,18,42,42,42
2020,2,3,19,45,45,45
2020,2,3,20,44,44,44
2020,2,3,21,44,44,44
2020,2,3,22,42,42,42
2020,2,3,23,38,38,38
2020,2,3,24,34,34,34
2020,2,4,1,33,33,33
2020,2,4,2,32,32,32
2020,2,4,3,31,31,31
2020,2,4,4,31,31,31
2020,2,4,5,33,33,33
2020,2,4,6,38,38,38
2020,2,4,7,69,69,69
2020,2,4,8,47,47,47
2020,2,4,9,49,49,49
2020,2,4,10,49,49,49
2020,2,4,11,48,48,48
2020,2,4,12,53,53,53
2020,2,4,13,53,53,53
2020,2,4,14,53,53,53
2020,2,4,15,48,48,48
2020,2,4,16,52,52,52
2020,2,4,17,52,52,52
2020,2,4,18,44,44,44
2020,2,4,19,60,60,60
2020,2,4,20,66,66,66
2020,2,4,21,67,67,67
2020,2,4,22,65,65,65
2020,2,4,23,65,65,65
2020,2,4,24,63,63,63
2020,2,5,1,63,63,63
2020,2,5,2,63,63,63
2020,2,5,3,63,63,63
2020,2,5,4,63,63,63
2020,2,5,5,64,64,64
2020,2,5,6,66,66,66
2020,2,5,7,87,87,87
2020,2,5,8,71,71,71
2020,2,5,9,72,72,72
2020,2,5,10,72,72,72
2020,2,5,11,72,72,72
2020,2,5,12,72,72,72
2020,2,5,13,63,63,63
2020,2,5,14,59,59,59
2020,2,5,15,53,53,53
2020,2,5,16,56,56,56
2020,2,5,17,54,54,54
2020,2,5,18,43,43,43
2020,2,5,19,46,46,46
2020,2,5,20,48,48,48
2020,2,5,21,49,49,49
2020,2,5,22,49,49,49
2020,2,5,23,44,44,44
2020,2,5,24,42,42,42
2020,2,6,1,46,46,46
2020,2,6,2,51,51,51
2020,2,6,3,55,55,55
2020,2,6,4,58,58,58
2020,2,6,5,60,60,60
2020,2,6,6,61,61,61
2020,2,6,7,84,84,84
2020,2,6,8,68,68,68
2020,2,6,9,69,69,69
2020,2,6,10,69,69,69
2020,2,6,11,68,68,68
2020,2,6,12,72,72,72
2020,2,6,13,71,71,71
2020,2,6,14,72,72,72
2020,2,6,15,70,70,70
2020,2,6,16,73,73,73
2020,2,6,17,73,73,73
2020,2,6,18,47,47,47
2020,2,6,19,59,59,59
2020,2,6,20,62,62,62
2020,2,6,21,60,60,60
2020,2,6,22,61,61,61
2020,2,6,23,61,61,61
2020,2,6,24,61,61,61
2020,2,7,1,63,63,63
2020,2,7,2,63,63,63
2020,2,7,3,63,63,63
2020,2,7,4,63,63,63
2020,2,7,5,64,64,64
2020,2,7,6,65,65,65
2020,2,7,7,87,87,87
2020,2,7,8,71,71,71
2020,2,7,9,72,72,72
2020,2,7,10,72,72,72
2020,2,7,11,72,72,72
2020,2,7,12,76,76,76
2020,2,7,13,76,76,76
2020,2,7,14,77,77,77
2020,2,7,15,73,73,73
2020,2,7,16,76,76,76
2020,2,7,17,76,76,76
2020,2,7,18,68,68,68
2020,2,7,19,69,69,69
2020,2,7,20,69,69,69
2020,2,7,21,68,68,68
2020,2,7,22,66,66,66
2020,2,7,23,65,65,65
2020,2,7,24,62,62,62
2020,2,8,1,59,59,59
2020,2,8,2,55,55,55
2020,2,8,3,49,49,49
2020,2,8,4,47,47,47
2020,2,8,5,46,46,46
2020,2,8,6,47,47,47
2020,2,8,7,74,74,74
2020,2,8,8,54,54,54
2020,2,8,9,56,56,56
2020,2,8,10,53,53,53
2020,2,8,11,47,47,47
2020,2,8,12,52,52,52
2020,2,8,13,51,51,51
2020,2,8,14,51,51,51
2020,2,8,15,46,46,46
2020,2,8,16,51,51,51
2020,2,8,17,51,51,51
