Year,Month,Day,Period,Area 1,Area 2,Area 3
2020,1,8,24,56,56,56
2020,1,9,1,56,56,56
2020,1,9,2,57,57,57
2020,1,9,3,56,56,56
2020,1,9,4,56,56,56
2020,1,9,5,56,56,56
2020,1,9,6,63,63,63
2020,1,9,7,72,72,72
2020,1,9,8,84,84,84
2020,1,9,9,95,95,95
2020,1,9,10,99,99,99
2020,1,9,11,93,93,93
2020,1,9,12,93,93,93
2020,1,9,13,78,78,78
2020,1,9,14,69,69,69
2020,1,9,15,54,54,54
2020,1,9,16,69,69,69
2020,1,9,17,57,57,57
2020,1,9,18,68,68,68
2020,1,9,19,92,92,92
2020,1,9,20,92,92,92
2020,1,9,21,94,94,94
2020,1,9,22,97,97,97
2020,1,9,23,96,96,96
2020,1,9,24,98,98,98
2020,1,10,1,83,83,83
2020,1,10,2,82,82,82
2020,1,10,3,87,87,87
2020,1,10,4,98,98,98
2020,1,10,5,97,97,97
2020,1,10,6,98,98,98
2020,1,10,7,85,85,85
2020,1,10,8,84,84,84
2020,1,10,9,77,77,77
2020,1,10,10,72,72,72
2020,1,10,11,78,78,78
2020,1,10,12,92,92,92
2020,1,10,13,103,103,103
2020,1,10,14,101,101,101
2020,1,10,15,100,100,100
2020,1,10,16,102,102,102
2020,1,10,17,93,93,93
2020,1,10,18,93,93,93
2020,1,10,19,95,95,95
2020,1,10,20,97,97,97
2020,1,10,21,93,93,93
2020,1,10,22,91,91,91
2020,1,10,23,98,98,98
2020,1,10,24,97,97,97
2020,1,11,1,94,94,94
2020,1,11,2,91,91,91
2020,1,11,3,92,92,92
2020,1,11,4,95,95,95
2020,1,11,5,91,91,91
2020,1,11,6,92,92,92
2020,1,11,7,88,88,88
2020,1,11,8,56,56,56
2020,1,11,9,80,80,80
2020,1,11,10,109,109,109
2020,1,11,11,58,58,58
2020,1,11,12,94,94,94
2020,1,11,13,105,105,105
2020,1,11,14,108,108,108
2020,1,11,15,112,112,112
2020,1,11,16,113,113,113
2020,1,11,17,90,90,90
2020,1,11,18,93,93,93
2020,1,11,19,92,92,92
2020,1,11,20,91,91,91
2020,1,11,21,95,95,95
2020,1,11,22,94,94,94
2020,1,11,23,88,88,88
2020,1,11,24,93,93,93
2020,1,12,1,81,81,81
2020,1,12,2,89,89,89
2020,1,12,3,69,69,69
2020,1,12,4,63,63,63
2020,1,12,5,71,71,71
2020,1,12,6,75,75,75
2020,1,12,7,79,79,79
2020,1,12,8,88,88,88
2020,1,12,9,92,92,92
2020,1,12,10,91,91,91
2020,1,12,11,98,98,98
2020,1,12,12,99,99,99
2020,1,12,13,98,98,98
2020,1,12,14,97,97,97
2020,1,12,15,98,98,98
2020,1,12,16,100,100,100
2020,1,12,17,92,92,92
2020,1,12,18,92,92,92
2020,1,12,19,94,94,94
2020,1,12,20,97,97,97
2020,1,12,21,95,95,95
2020,1,12,22,94,94,94
2020,1,12,23,94,94,94
2020,1,12,24,91,91,91
2020,1,13,1,92,92,92
2020,1,13,2,95,95,95
2020,1,13,3,94,94,94
2020,1,13,4,97,97,97
2020,1,13,5,95,95,95
2020,1,13,6,92,92,92
2020,1,13,7,93,93,93
2020,1,13,8,95,95,95
2020,1,13,9,87,87,87
2020,1,13,10,78,78,78
2020,1,13,11,83,83,83
2020,1,13,12,79,79,79
2020,1,13,13,78,78,78
2020,1,13,14,76,76,76
2020,1,13,15,94,94,94
2020,1,13,16,102,102,102
2020,1,13,17,92,92,92
2020,1,13,18,76,76,76
2020,1,13,19,65,65,65
2020,1,13,20,86,86,86
2020,1,13,21,68,68,68
2020,1,13,22,62,62,62
2020,1,13,23,72,72,72
2020,1,13,24,59,59,59
2020,1,14,1,68,68,68
2020,1,14,2,61,61,61
2020,1,14,3,56,56,56
2020,1,14,4,56,56,56
2020,1,14,5,56,56,56
2020,1,14,6,56,56,56
2020,1,14,7,68,68,68
2020,1,14,8,71,71,71
2020,1,14,9,58,58,58
2020,1,14,10,58,58,58
2020,1,14,11,58,58,58
2020,1,14,12,66,66,66
2020,1,14,13,73,73,73
2020,1,14,14,81,81,81
2020,1,14,15,102,102,102
2020,1,14,16,106,106,106
2020,1,14,17,95,95,95
2020,1,14,18,69,69,69
2020,1,14,19,80,80,80
2020,1,14,20,83,83,83
2020,1,14,21,90,90,90
2020,1,14,22,88,88,88
2020,1,14,23,93,93,93
2020,1,14,24,93,93,93
2020,1,15,1,92,92,92
2020,1,15,2,91,91,91
2020,1,15,3,97,97,97
2020,1,15,4,95,95,95
2020,1,15,5,92,92,92
2020,1,15,6,87,87,87
2020,1,15,7,93,93,93
2020,1,15,8,94,94,94
2020,1,15,9,92,92,92
2020,1,15,10,106,106,106
2020,1,15,11,124,124,124
2020,1,15,12,123,123,123
2020,1,15,13,120,120,120
2020,1,15,14,119,119,119
2020,1,15,15,109,109,109
2020,1,15,16,90,90,90
2020,1,15,17,66,66,66
2020,1,15,18,3,3,3
2020,1,15,19,3,3,3
2020,1,15,20,3,3,3
2020,1,15,21,3,3,3
2020,1,15,22,8,8,8
2020,1,15,23,3,3,3
2020,1,15,24,15,15,15
2020,1,16,1,8,8,8
2020,1,16,2,16,16,16
2020,1,16,3,49,49,49
2020,1,16,4,86,86,86
2020,1,16,5,88,88,88
2020,1,16,6,88,88,88
2020,1,16,7,92,92,92
2020,1,16,8,95,95,95
2020,1,16,9,93,93,93
2020,1,16,10,93,93,93
2020,1,16,11,94,94,94
2020,1,16,12,97,97,97
2020,1,16,13,95,95,95
2020,1,16,14,96,96,96
2020,1,16,15,98,98,98
2020,1,16,16,102,102,102
2020,1,16,17,98,98,98
2020,1,16,18,91,91,91
2020,1,16,19,96,96,96
2020,1,16,20,82,82,82
2020,1,16,21,74,74,74
2020,1,16,22,79,79,79
2020,1,16,23,60,60,60
2020,1,16,24,57,57,57
2020,1,17,1,56,56,56
2020,1,17,2,56,56,56
2020,1,17,3,56,56,56
2020,1,17,4,56,56,56
2020,1,17,5,56,56,56
2020,1,17,6,58,58,58
2020,1,17,7,56,56,56
2020,1,17,8,59,59,59
2020,1,17,9,58,58,58
2020,1,17,10,58,58,58
2020,1,17,11,58,58,58
2020,1,17,12,58,58,58
2020,1,17,13,65,65,65
2020,1,17,14,65,65,65
2020,1,17,15,67,67,67
2020,1,17,16,69,69,69
2020,1,17,17,100,100,100
2020,1,17,18,56,56,56
2020,1,17,19,60,60,60
2020,1,17,20,56,56,56
2020,1,17,21,68,68,68
2020,1,17,22,72,72,72
2020,1,17,23,86,86,86
2020,1,17,24,88,88,88
2020,1,18,1,83,83,83
2020,1,18,2,98,98,98
2020,1,18,3,96,96,96
2020,1,18,4,92,92,92
2020,1,18,5,91,91,91
2020,1,18,6,92,92,92
2020,1,18,7,92,92,92
2020,1,18,8,94,94,94
2020,1,18,9,93,93,93
2020,1,18,10,94,94,94
2020,1,18,11,89,89,89
2020,1,18,12,89,89,89
2020,1,18,13,80,80,80
2020,1,18,14,75,75,75
2020,1,18,15,69,69,69
2020,1,18,16,57,57,57
2020,1,18,17,44,44,44
2020,1,18,18,26,26,26
2020,1,18,19,25,25,25
2020,1,18,20,14,14,14
2020,1,18,21,26,26,26
2020,1,18,22,35,35,35
2020,1,18,23,39,39,39
2020,1,18,24,57,57,57
2020,1,19,1,51,51,51
2020,1,19,2,49,49,49
2020,1,19,3,54,54,54
2020,1,19,4,52,52,52
2020,1,19,5,46,46,46
2020,1,19,6,46,46,46
2020,1,19,7,58,58,58
2020,1,19,8,69,69,69
2020,1,19,9,67,67,67
2020,1,19,10,73,73,73
2020,1,19,11,60,60,60
2020,1,19,12,57,57,57
2020,1,19,13,58,58,58
2020,1,19,14,58,58,58
2020,1,19,15,56,56,56
2020,1,19,16,65,65,65
2020,1,19,17,38,38,38
2020,1,19,18,58,58,58
2020,1,19,19,80,80,80
2020,1,19,20,84,84,84
2020,1,19,21,92,92,92
2020,1,19,22,92,92,92
2020,1,19,23,91,91,91
2020,1,19,24,92,92,92
2020,1,20,1,92,92,92
2020,1,20,2,95,95,95
2020,1,20,3,96,96,96
2020,1,20,4,96,96,96
2020,1,20,5,97,97,97
2020,1,20,6,95,95,95
2020,1,20,7,93,93,93
2020,1,20,8,94,94,94
2020,1,20,9,94,94,94
2020,1,20,10,93,93,93
2020,1,20,11,94,94,94
2020,1,20,12,90,90,90
2020,1,20,13,66,66,66
2020,1,20,14,60,60,60
2020,1,20,15,53,53,53
2020,1,20,16,63,63,63
2020,1,20,17,47,47,47
2020,1,20,18,25,25,25
2020,1,20,19,26,26,26
2020,1,20,20,31,31,31
2020,1,20,21,32,32,32
2020,1,20,22,41,41,41
2020,1,20,23,57,57,57
2020,1,20,24,70,70,70
2020,1,21,1,75,75,75
2020,1,21,2,71,71,71
2020,1,21,3,70,70,70
2020,1,21,4,65,65,65
2020,1,21,5,76,76,76
2020,1,21,6,85,85,85
2020,1,21,7,89,89,89
2020,1,21,8,92,92,92
2020,1,21,9,95,95,95
2020,1,21,10,94,94,94
2020,1,21,11,94,94,94
2020,1,21,12,99,99,99
2020,1,21,13,88,88,88
2020,1,21,14,82,82,82
2020,1,21,15,93,93,93
2020,1,21,16,106,106,106
2020,1,21,17,97,97,97
2020,1,21,18,92,92,92
2020,1,21,19,91,91,91
2020,1,21,20,91,91,91
2020,1,21,21,91,91,91
2020,1,21,22,91,91,91
2020,1,21,23,91,91,91
2020,1,21,24,91,91,91
2020,1,22,1,91,91,91
2020,1,22,2,91,91,91
2020,1,22,3,91,91,91
2020,1,22,4,91,91,91
2020,1,22,5,92,92,92
2020,1,22,6,93,93,93
2020,1,22,7,92,92,92
2020,1,22,8,94,94,94
2020,1,22,9,94,94,94
2020,1,22,10,96,96,96
2020,1,22,11,93,93,93
2020,1,22,12,95,95,95
2020,1,22,13,90,90,90
2020,1,22,14,80,80,80
2020,1,22,15,76,76,76
2020,1,22,16,101,101,101
2020,1,22,17,92,92,92
2020,1,22,18,92,92,92
2020,1,22,19,94,94,94
2020,1,22,20,91,91,91
2020,1,22,21,94,94,94
2020,1,22,22,83,83,83
2020,1,22,23,97,97,97
2020,1,22,24,80,80,80
2020,1,23,1,98,98,98
2020,1,23,2,97,97,97
2020,1,23,3,87,87,87
2020,1,23,4,61,61,61
2020,1,23,5,56,56,56
2020,1,23,6,56,56,56
2020,1,23,7,56,56,56
2020,1,23,8,59,59,59
2020,1,23,9,58,58,58
2020,1,23,10,58,58,58
2020,1,23,11,67,67,67
2020,1,23,12,68,68,68
2020,1,23,13,69,69,69
2020,1,23,14,75,75,75
2020,1,23,15,87,87,87
2020,1,23,16,105,105,105
2020,1,23,17,98,98,98
2020,1,23,18,93,93,93
2020,1,23,19,92,92,92
2020,1,23,20,91,91,91
2020,1,23,21,95,95,95
2020,1,23,22,97,97,97
2020,1,23,23,80,80,80
2020,1,23,24,68,68,68
2020,1,24,1,59,59,59
2020,1,24,2,67,67,67
2020,1,24,3,85,85,85
2020,1,24,4,98,98,98
2020,1,24,5,98,98,98
2020,1,24,6,97,97,97
2020,1,24,7,97,97,97
2020,1,24,8,71,71,71
2020,1,24,9,87,87,87
2020,1,24,10,60,60,60
2020,1,24,11,58,58,58
2020,1,24,12,68,68,68
2020,1,24,13,85,85,85
2020,1,24,14,72,72,72
2020,1,24,15,77,77,77
2020,1,24,16,101,101,101
2020,1,24,17,100,100,100
2020,1,24,18,92,92,92
2020,1,24,19,96,96,96
2020,1,24,20,59,59,59
2020,1,24,21,59,59,59
2020,1,24,22,69,69,69
2020,1,24,23,90,90,90
2020,1,24,24,97,97,97
2020,1,25,1,95,95,95
2020,1,25,2,95,95,95
2020,1,25,3,97,97,97
2020,1,25,4,91,91,91
2020,1,25,5,93,93,93
2020,1,25,6,97,97,97
2020,1,25,7,69,69,69
2020,1,25,8,62,62,62
2020,1,25,9,58,58,58
2020,1,25,10,58,58,58
2020,1,25,11,58,58,58
2020,1,25,12,58,58,58
2020,1,25,13,65,65,65
2020,1,25,14,65,65,65
2020,1,25,15,66,66,66
2020,1,25,16,79,79,79
2020,1,25,17,65,65,65
2020,1,25,18,93,93,93
2020,1,25,19,75,75,75
2020,1,25,20,71,71,71
2020,1,25,21,61,61,61
2020,1,25,22,56,56,56
2020,1,25,23,56,56,56
2020,1,25,24,56,56,56
2020,1,26,1,56,56,56
2020,1,26,2,56,56,56
2020,1,26,3,56,56,56
2020,1,26,4,56,56,56
2020,1,26,5,56,56,56
2020,1,26,6,56,56,56
2020,1,26,7,71,71,71
2020,1,26,8,92,92,92
2020,1,26,9,99,99,99
2020,1,26,10,77,77,77
2020,1,26,11,97,97,97
2020,1,26,12,97,97,97
2020,1,26,13,98,98,98
2020,1,26,14,99,99,99
2020,1,26,15,96,96,96
2020,1,26,16,100,100,100
2020,1,26,17,102,102,102
2020,1,26,18,87,87,87
2020,1,26,19,91,91,91
2020,1,26,20,89,89,89
2020,1,26,21,80,80,80
2020,1,26,22,73,73,73
2020,1,26,23,65,65,65
2020,1,26,24,56,56,56
2020,1,27,1,56,56,56
2020,1,27,2,56,56,56
2020,1,27,3,56,56,56
2020,1,27,4,56,56,56
2020,1,27,5,56,56,56
2020,1,27,6,56,56,56
2020,1,27,7,56,56,56
2020,1,27,8,59,59,59
2020,1,27,9,58,58,58
2020,1,27,10,58,58,58
2020,1,27,11,58,58,58
2020,1,27,12,58,58,58
2020,1,27,13,65,65,65
2020,1,27,14,65,65,65
2020,1,27,15,66,66,66
2020,1,27,16,79,79,79
2020,1,27,17,65,65,65
2020,1,27,18,87,87,87
2020,1,27,19,72,72,72
2020,1,27,20,56,56,56
2020,1,27,21,56,56,56
2020,1,27,22,56,56,56
2020,1,27,23,56,56,56
2020,1,27,24,56,56,56
2020,1,28,1,56,56,56
2020,1,28,2,56,56,56
2020,1,28,3,56,56,56
2020,1,28,4,56,56,56
2020,1,28,5,56,56,56
2020,1,28,6,56,56,56
2020,1,28,7,56,56,56
2020,1,28,8,62,62,62
2020,1,28,9,75,75,75
2020,1,28,10,95,95,95
2020,1,28,11,98,98,98
2020,1,28,12,97,97,97
2020,1,28,13,98,98,98
2020,1,28,14,99,99,99
2020,1,28,15,100,100,100
2020,1,28,16,111,111,111
2020,1,28,17,97,97,97
2020,1,28,18,92,92,92
2020,1,28,19,95,95,95
2020,1,28,20,93,93,93
2020,1,28,21,85,85,85
2020,1,28,22,85,85,85
2020,1,28,23,84,84,84
2020,1,28,24,56,56,56
2020,1,29,1,56,56,56
2020,1,29,2,56,56,56
2020,1,29,3,56,56,56
2020,1,29,4,56,56,56
2020,1,29,5,56,56,56
2020,1,29,6,56,56,56
2020,1,29,7,56,56,56
2020,1,29,8,59,59,59
2020,1,29,9,58,58,58
2020,1,29,10,58,58,58
2020,1,29,11,58,58,58
2020,1,29,12,58,58,58
2020,1,29,13,65,65,65
2020,1,29,14,65,65,65
2020,1,29,15,66,66,66
2020,1,29,16,79,79,79
2020,1,29,17,65,65,65
2020,1,29,18,66,66,66
2020,1,29,19,57,57,57
2020,1,29,20,56,56,56
2020,1,29,21,56,56,56
2020,1,29,22,65,65,65
2020,1,29,23,78,78,78
2020,1,29,24,78,78,78
2020,1,30,1,59,59,59
2020,1,30,2,56,56,56
2020,1,30,3,56,56,56
2020,1,30,4,56,56,56
2020,1,30,5,56,56,56
2020,1,30,6,56,56,56
2020,1,30,7,56,56,56
2020,1,30,8,59,59,59
2020,1,30,9,58,58,58
2020,1,30,10,58,58,58
2020,1,30,11,64,64,64
2020,1,30,12,81,81,81
2020,1,30,13,103,103,103
2020,1,30,14,99,99,99
2020,1,30,15,98,98,98
2020,1,30,16,107,107,107
2020,1,30,17,79,79,79
2020,1,30,18,94,94,94
2020,1,30,19,97,97,97
2020,1,30,20,98,98,98
2020,1,30,21,81,81,81
2020,1,30,22,73,73,73
2020,1,30,23,87,87,87
2020,1,30,24,77,77,77
2020,1,31,1,74,74,74
2020,1,31,2,98,98,98
2020,1,31,3,97,97,97
2020,1,31,4,96,96,96
2020,1,31,5,92,92,92
2020,1,31,6,91,91,91
2020,1,31,7,93,93,93
2020,1,31,8,86,86,86
2020,1,31,9,92,92,92
2020,1,31,10,85,85,85
2020,1,31,11,53,53,53
2020,1,31,12,42,42,42
2020,1,31,13,44,44,44
2020,1,31,14,36,36,36
2020,1,31,15,38,38,38
2020,1,31,16,49,49,49
2020,1,31,17,71,71,71
2020,1,31,18,44,44,44
2020,1,31,19,93,93,93
2020,1,31,20,95,95,95
2020,1,31,21,97,97,97
2020,1,31,22,96,96,96
2020,1,31,23,95,95,95
2020,1,31,24,95,95,95
2020,2,1,1,88,88,88
2020,2,1,2,75,75,75
2020,2,1,3,65,65,65
2020,2,1,4,85,85,85
2020,2,1,5,72,72,72
2020,2,1,6,56,56,56
2020,2,1,7,56,56,56
2020,2,1,8,59,59,59
2020,2,1,9,58,58,58
2020,2,1,10,58,58,58
2020,2,1,11,58,58,58
2020,2,1,12,61,61,61
2020,2,1,13,94,94,94
2020,2,1,14,65,65,65
2020,2,1,15,66,66,66
2020,2,1,16,79,79,79
2020,2,1,17,90,90,90
2020,2,1,18,63,63,63
2020,2,1,19,71,71,71
2020,2,1,20,82,82,82
2020,2,1,21,96,96,96
2020,2,1,22,98,98,98
2020,2,1,23,87,87,87
2020,2,1,24,76,76,76
2020,2,2,1,73,73,73
2020,2,2,2,75,75,75
2020,2,2,3,75,75,75
2020,2,2,4,68,68,68
2020,2,2,5,69,69,69
2020,2,2,6,70,70,70
2020,2,2,7,126,126,126
2020,2,2,8,74,74,74
2020,2,2,9,79,79,79
2020,2,2,10,96,96,96
2020,2,2,11,94,94,94
2020,2,2,12,97,97,97
2020,2,2,13,99,99,99
2020,2,2,14,92,92,92
2020,2,2,15,63,63,63
2020,2,2,16,61,61,61
2020,2,2,17,34,34,34
2020,2,2,18,5,5,5
2020,2,2,19,47,47,47
2020,2,2,20,42,42,42
2020,2,2,21,42,42,42
2020,2,2,22,76,76,76
2020,2,2,23,82,82,82
2020,2,2,24,93,93,93
2020,2,3,1,93,93,93
2020,2,3,2,92,92,92
2020,2,3,3,91,91,91
2020,2,3,4,91,91,91
2020,2,3,5,92,92,92
2020,2,3,6,93,93,93
2020,2,3,7,141,141,141
2020,2,3,8,95,95,95
2020,2,3,9,94,94,94
2020,2,3,10,95,95,95
2020,2,3,11,88,88,88
2020,2,3,12,70,70,70
2020,2,3,13,75,75,75
2020,2,3,14,84,84,84
2020,2,3,15,74,74,74
2020,2,3,16,72,72,72
2020,2,3,17,47,47,47
2020,2,3,18,4,4,4
2020,2,3,19,10,10,10
2020,2,3,20,15,15,15
2020,2,3,21,19,19,19
2020,2,3,22,22,22,22
2020,2,3,23,21,21,21
2020,2,3,24,10,10,10
2020,2,4,1,11,11,11
2020,2,4,2,9,9,9
2020,2,4,3,8,8,8
2020,2,4,4,7,7,7
2020,2,4,5,10,10,10
2020,2,4,6,16,16,16
2020,2,4,7,107,107,107
2020,2,4,8,27,27,27
2020,2,4,9,26,26,26
2020,2,4,10,26,26,26
2020,2,4,11,22,22,22
2020,2,4,12,33,33,33
2020,2,4,13,33,33,33
2020,2,4,14,33,33,33
2020,2,4,15,36,36,36
2020,2,4,16,41,41,41
2020,2,4,17,33,33,33
2020,2,4,18,13,13,13
2020,2,4,19,66,66,66
2020,2,4,20,86,86,86
2020,2,4,21,90,90,90
2020,2,4,22,91,91,91
2020,2,4,23,93,93,93
2020,2,4,24,93,93,93
2020,2,5,1,92,92,92
2020,2,5,2,92,92,92
2020,2,5,3,91,91,91
2020,2,5,4,91,91,91
2020,2,5,5,91,91,91
2020,2,5,6,91,91,91
2020,2,5,7,139,139,139
2020,2,5,8,93,93,93
2020,2,5,9,93,93,93
2020,2,5,10,92,92,92
2020,2,5,11,94,94,94
2020,2,5,12,88,88,88
2020,2,5,13,62,62,62
2020,2,5,14,49,49,49
2020,2,5,15,46,46,46
2020,2,5,16,46,46,46
2020,2,5,17,34,34,34
2020,2,5,18,3,3,3
2020,2,5,19,16,16,16
2020,2,5,20,30,30,30
2020,2,5,21,40,40,40
2020,2,5,22,49,49,49
2020,2,5,23,41,41,41
2020,2,5,24,41,41,41
2020,2,6,1,55,55,55
2020,2,6,2,67,67,67
2020,2,6,3,76,76,76
2020,2,6,4,85,85,85
2020,2,6,5,87,87,87
2020,2,6,6,85,85,85
2020,2,6,7,137,137,137
2020,2,6,8,90,90,90
2020,2,6,9,90,90,90
2020,2,6,10,89,89,89
2020,2,6,11,83,83,83
2020,2,6,12,89,89,89
2020,2,6,13,84,84,84
2020,2,6,14,86,86,86
2020,2,6,15,92,92,92
2020,2,6,16,93,93,93
2020,2,6,17,91,91,91
2020,2,6,18,28,28,28
2020,2,6,19,64,64,64
2020,2,6,20,73,73,73
2020,2,6,21,73,73,73
2020,2,6,22,81,81,81
2020,2,6,23,85,85,85
2020,2,6,24,88,88,88
2020,2,7,1,93,93,93
2020,2,7,2,92,92,92
2020,2,7,3,91,91,91
2020,2,7,4,94,94,94
2020,2,7,5,94,94,94
2020,2,7,6,94,94,94
2020,2,7,7,142,142,142
2020,2,7,8,98,98,98
2020,2,7,9,97,97,97
2020,2,7,10,92,92,92
2020,2,7,11,92,92,92
2020,2,7,12,97,97,97
2020,2,7,13,97,97,97
2020,2,7,14,98,98,98
2020,2,7,15,99,99,99
2020,2,7,16,101,101,101
2020,2,7,17,97,97,97
2020,2,7,18,92,92,92
2020,2,7,19,91,91,91
2020,2,7,20,92,92,92
2020,2,7,21,92,92,92
2020,2,7,22,92,92,92
2020,2,7,23,93,93,93
2020,2,7,24,91,91,91
2020,2,8,1,85,85,85
2020,2,8,2,76,76,76
2020,2,8,3,63,63,63
2020,2,8,4,58,58,58
2020,2,8,5,55,55,55
2020,2,8,6,57,57,57
2020,2,8,7,119,119,119
2020,2,8,8,61,61,61
2020,2,8,9,60,60,60
2020,2,8,10,50,50,50
2020,2,8,11,30,30,30
2020,2,8,12,37,37,37
2020,2,8,13,36,36,36
2020,2,8,14,36,36,36
2020,2,8,15,39,39,39
2020,2,8,16,45,45,45
2020,2,8,17,35,35,35
