Year,Month,Day,Period,Area 1,Area 2,Area 3
2020,1,4,8,50,50,50
2020,1,4,9,53,53,53
2020,1,4,10,50,50,50
2020,1,4,11,49,49,49
2020,1,4,12,55,55,55
2020,1,4,13,75,75,75
2020,1,4,14,87,87,87
2020,1,4,15,93,93,93
2020,1,4,16,92,92,92
2020,1,4,17,84,84,84
2020,1,4,18,90,90,90
2020,1,4,19,93,93,93
2020,1,4,20,79,79,79
2020,1,4,21,46,46,46
2020,1,4,22,41,41,41
2020,1,4,23,41,41,41
2020,1,4,24,41,41,41
2020,1,5,1,41,41,41
2020,1,5,2,41,41,41
2020,1,5,3,41,41,41
2020,1,5,4,41,41,41
2020,1,5,5,41,41,41
2020,1,5,6,41,41,41
2020,1,5,7,41,41,41
2020,1,5,8,50,50,50
2020,1,5,9,65,65,65
2020,1,5,10,56,56,56
2020,1,5,11,73,73,73
2020,1,5,12,94,94,94
2020,1,5,13,94,94,94
2020,1,5,14,94,94,94
2020,1,5,15,93,93,93
2020,1,5,16,92,92,92
2020,1,5,17,89,89,89
2020,1,5,18,58,58,58
2020,1,5,19,59,59,59
2020,1,5,20,70,70,70
2020,1,5,21,85,85,85
2020,1,5,22,87,87,87
2020,1,5,23,91,91,91
2020,1,5,24,93,93,93
2020,1,6,1,80,80,80
2020,1,6,2,77,77,77
2020,1,6,3,73,73,73
2020,1,6,4,50,50,50
2020,1,6,5,51,51,51
2020,1,6,6,48,48,48
2020,1,6,7,53,53,53
2020,1,6,8,56,56,56
2020,1,6,9,54,54,54
2020,1,6,10,54,54,54
2020,1,6,11,54,54,54
2020,1,6,12,47,47,47
2020,1,6,13,57,57,57
2020,1,6,14,69,69,69
2020,1,6,15,72,72,72
2020,1,6,16,69,69,69
2020,1,6,17,65,65,65
2020,1,6,18,70,70,70
2020,1,6,19,72,72,72
2020,1,6,20,75,75,75
2020,1,6,21,72,72,72
2020,1,6,22,60,60,60
2020,1,6,23,62,62,62
2020,1,6,24,62,62,62
2020,1,7,1,46,46,46
2020,1,7,2,41,41,41
2020,1,7,3,41,41,41
2020,1,7,4,41,41,41
2020,1,7,5,41,41,41
2020,1,7,6,41,41,41
2020,1,7,7,41,41,41
2020,1,7,8,49,49,49
2020,1,7,9,54,54,54
2020,1,7,10,54,54,54
2020,1,7,11,54,54,54
2020,1,7,12,44,44,44
2020,1,7,13,44,44,44
2020,1,7,14,44,44,44
2020,1,7,15,41,41,41
2020,1,7,16,41,41,41
2020,1,7,17,41,41,41
2020,1,7,18,41,41,41
2020,1,7,19,41,41,41
2020,1,7,20,41,41,41
2020,1,7,21,41,41,41
2020,1,7,22,41,41,41
2020,1,7,23,41,41,41
2020,1,7,24,41,41,41
2020,1,8,1,83,83,83
2020,1,8,2,56,56,56
2020,1,8,3,55,55,55
2020,1,8,4,85,85,85
2020,1,8,5,92,92,92
2020,1,8,6,92,92,92
2020,1,8,7,93,93,93
2020,1,8,8,95,95,95
2020,1,8,9,57,57,57
2020,1,8,10,54,54,54
2020,1,8,11,54,54,54
2020,1,8,12,54,54,54
2020,1,8,13,44,44,44
2020,1,8,14,44,44,44
2020,1,8,15,41,41,41
2020,1,8,16,41,41,41
2020,1,8,17,41,41,41
2020,1,8,18,41,41,41
2020,1,8,19,41,41,41
2020,1,8,20,41,41,41
2020,1,8,21,41,41,41
2020,1,8,22,41,41,41
2020,1,8,23,41,41,41
2020,1,8,24,41,41,41
2020,1,9,1,41,41,41
2020,1,9,2,42,42,42
2020,1,9,3,41,41,41
2020,1,9,4,41,41,41
2020,1,9,5,41,41,41
2020,1,9,6,49,49,49
2020,1,9,7,60,60,60
2020,1,9,8,76,76,76
2020,1,9,9,94,94,94
2020,1,9,10,99,99,99
2020,1,9,11,99,99,99
2020,1,9,12,85,85,85
2020,1,9,13,72,72,72
2020,1,9,14,64,64,64
2020,1,9,15,44,44,44
2020,1,9,16,57,57,57
2020,1,9,17,59,59,59
2020,1,9,18,68,68,68
2020,1,9,19,92,92,92
2020,1,9,20,93,93,93
2020,1,9,21,93,93,93
2020,1,9,22,92,92,92
2020,1,9,23,92,92,92
2020,1,9,24,92,92,92
2020,1,10,1,74,74,74
2020,1,10,2,72,72,72
2020,1,10,3,79,79,79
2020,1,10,4,92,92,92
2020,1,10,5,92,92,92
2020,1,10,6,92,92,92
2020,1,10,7,76,76,76
2020,1,10,8,77,77,77
2020,1,10,9,74,74,74
2020,1,10,10,68,68,68
2020,1,10,11,75,75,75
2020,1,10,12,80,80,80
2020,1,10,13,94,94,94
2020,1,10,14,94,94,94
2020,1,10,15,93,93,93
2020,1,10,16,93,93,93
2020,1,10,17,93,93,93
2020,1,10,18,93,93,93
2020,1,10,19,92,92,92
2020,1,10,20,92,92,92
2020,1,10,21,93,93,93
2020,1,10,22,93,93,93
2020,1,10,23,92,92,92
2020,1,10,24,92,92,92
2020,1,11,1,93,93,93
2020,1,11,2,93,93,93
2020,1,11,3,93,93,93
2020,1,11,4,93,93,93
2020,1,11,5,93,93,93
2020,1,11,6,91,91,91
2020,1,11,7,85,85,85
2020,1,11,8,75,75,75
2020,1,11,9,99,99,99
2020,1,11,10,169,169,169
2020,1,11,11,89,89,89
2020,1,11,12,67,67,67
2020,1,11,13,111,111,111
2020,1,11,14,114,114,114
2020,1,11,15,96,96,96
2020,1,11,16,90,90,90
2020,1,11,17,86,86,86
2020,1,11,18,89,89,89
2020,1,11,19,91,91,91
2020,1,11,20,92,92,92
2020,1,11,21,92,92,92
2020,1,11,22,93,93,93
2020,1,11,23,79,79,79
2020,1,11,24,85,85,85
2020,1,12,1,71,71,71
2020,1,12,2,82,82,82
2020,1,12,3,56,56,56
2020,1,12,4,49,49,49
2020,1,12,5,59,59,59
2020,1,12,6,64,64,64
2020,1,12,7,69,69,69
2020,1,12,8,82,82,82
2020,1,12,9,91,91,91
2020,1,12,10,90,90,90
2020,1,12,11,99,99,99
2020,1,12,12,94,94,94
2020,1,12,13,94,94,94
2020,1,12,14,94,94,94
2020,1,12,15,93,93,93
2020,1,12,16,93,93,93
2020,1,12,17,93,93,93
2020,1,12,18,93,93,93
2020,1,12,19,93,93,93
2020,1,12,20,92,92,92
2020,1,12,21,93,93,93
2020,1,12,22,93,93,93
2020,1,12,23,93,93,93
2020,1,12,24,93,93,93
2020,1,13,1,93,93,93
2020,1,13,2,92,92,92
2020,1,13,3,93,93,93
2020,1,13,4,92,92,92
2020,1,13,5,93,93,93
2020,1,13,6,93,93,93
2020,1,13,7,91,91,91
2020,1,13,8,93,93,93
2020,1,13,9,89,89,89
2020,1,13,10,83,83,83
2020,1,13,11,86,86,86
2020,1,13,12,72,72,72
2020,1,13,13,72,72,72
2020,1,13,14,70,70,70
2020,1,13,15,83,83,83
2020,1,13,16,90,90,90
2020,1,13,17,93,93,93
2020,1,13,18,65,65,65
2020,1,13,19,52,52,52
2020,1,13,20,78,78,78
2020,1,13,21,55,55,55
2020,1,13,22,49,49,49
2020,1,13,23,61,61,61
2020,1,13,24,45,45,45
2020,1,14,1,56,56,56
2020,1,14,2,47,47,47
2020,1,14,3,41,41,41
2020,1,14,4,41,41,41
2020,1,14,5,41,41,41
2020,1,14,6,41,41,41
2020,1,14,7,56,56,56
2020,1,14,8,61,61,61
2020,1,14,9,54,54,54
2020,1,14,10,54,54,54
2020,1,14,11,54,54,54
2020,1,14,12,45,45,45
2020,1,14,13,55,55,55
2020,1,14,14,65,65,65
2020,1,14,15,88,88,88
2020,1,14,16,92,92,92
2020,1,14,17,92,92,92
2020,1,14,18,69,69,69
2020,1,14,19,77,77,77
2020,1,14,20,80,80,80
2020,1,14,21,86,86,86
2020,1,14,22,84,84,84
2020,1,14,23,91,91,91
2020,1,14,24,91,91,91
2020,1,15,1,93,93,93
2020,1,15,2,93,93,93
2020,1,15,3,92,92,92
2020,1,15,4,93,93,93
2020,1,15,5,91,91,91
2020,1,15,6,83,83,83
2020,1,15,7,91,91,91
2020,1,15,8,95,95,95
2020,1,15,9,99,99,99
2020,1,15,10,114,114,114
2020,1,15,11,141,141,141
2020,1,15,12,111,111,111
2020,1,15,13,108,108,108
2020,1,15,14,105,105,105
2020,1,15,15,87,87,87
2020,1,15,16,82,82,82
2020,1,15,17,66,66,66
2020,1,15,18,5,5,5
2020,1,15,19,5,5,5
2020,1,15,20,5,5,5
2020,1,15,21,5,5,5
2020,1,15,22,11,11,11
2020,1,15,23,5,5,5
2020,1,15,24,19,19,19
2020,1,16,1,11,11,11
2020,1,16,2,20,20,20
2020,1,16,3,51,51,51
2020,1,16,4,82,82,82
2020,1,16,5,84,84,84
2020,1,16,6,85,85,85
2020,1,16,7,88,88,88
2020,1,16,8,94,94,94
2020,1,16,9,99,99,99
2020,1,16,10,98,98,98
2020,1,16,11,97,97,97
2020,1,16,12,89,89,89
2020,1,16,13,87,87,87
2020,1,16,14,88,88,88
2020,1,16,15,87,87,87
2020,1,16,16,90,90,90
2020,1,16,17,92,92,92
2020,1,16,18,92,92,92
2020,1,16,19,92,92,92
2020,1,16,20,73,73,73
2020,1,16,21,63,63,63
2020,1,16,22,68,68,68
2020,1,16,23,46,46,46
2020,1,16,24,42,42,42
2020,1,17,1,41,41,41
2020,1,17,2,41,41,41
2020,1,17,3,41,41,41
2020,1,17,4,41,41,41
2020,1,17,5,41,41,41
2020,1,17,6,43,43,43
2020,1,17,7,41,41,41
2020,1,17,8,49,49,49
2020,1,17,9,54,54,54
2020,1,17,10,54,54,54
2020,1,17,11,54,54,54
2020,1,17,12,54,54,54
2020,1,17,13,44,44,44
2020,1,17,14,44,44,44
2020,1,17,15,42,42,42
2020,1,17,16,41,41,41
2020,1,17,17,102,102,102
2020,1,17,18,41,41,41
2020,1,17,19,45,45,45
2020,1,17,20,41,41,41
2020,1,17,21,55,55,55
2020,1,17,22,60,60,60
2020,1,17,23,77,77,77
2020,1,17,24,80,80,80
2020,1,18,1,74,74,74
2020,1,18,2,92,92,92
2020,1,18,3,92,92,92
2020,1,18,4,93,93,93
2020,1,18,5,93,93,93
2020,1,18,6,92,92,92
2020,1,18,7,92,92,92
2020,1,18,8,96,96,96
2020,1,18,9,99,99,99
2020,1,18,10,98,98,98
2020,1,18,11,91,91,91
2020,1,18,12,81,81,81
2020,1,18,13,73,73,73
2020,1,18,14,69,69,69
2020,1,18,15,60,60,60
2020,1,18,16,43,43,43
2020,1,18,17,37,37,37
2020,1,18,18,30,30,30
2020,1,18,19,29,29,29
2020,1,18,20,17,17,17
2020,1,18,21,31,31,31
2020,1,18,22,39,39,39
2020,1,18,23,43,43,43
2020,1,18,24,59,59,59
2020,1,19,1,53,53,53
2020,1,19,2,52,52,52
2020,1,19,3,56,56,56
2020,1,19,4,54,54,54
2020,1,19,5,49,49,49
2020,1,19,6,49,49,49
2020,1,19,7,59,59,59
2020,1,19,8,71,71,71
2020,1,19,9,75,75,75
2020,1,19,10,79,79,79
2020,1,19,11,70,70,70
2020,1,19,12,52,52,52
2020,1,19,13,54,54,54
2020,1,19,14,53,53,53
2020,1,19,15,47,47,47
2020,1,19,16,40,40,40
2020,1,19,17,28,28,28
2020,1,19,18,60,60,60
2020,1,19,19,77,77,77
2020,1,19,20,80,80,80
2020,1,19,21,88,88,88
2020,1,19,22,92,92,92
2020,1,19,23,93,93,93
2020,1,19,24,93,93,93
2020,1,20,1,93,93,93
2020,1,20,2,93,93,93
2020,1,20,3,92,92,92
2020,1,20,4,92,92,92
2020,1,20,5,92,92,92
2020,1,20,6,93,93,93
2020,1,20,7,93,93,93
2020,1,20,8,97,97,97
2020,1,20,9,99,99,99
2020,1,20,10,100,100,100
2020,1,20,11,98,98,98
2020,1,20,12,81,81,81
2020,1,20,13,61,61,61
2020,1,20,14,55,55,55
2020,1,20,15,42,42,42
2020,1,20,16,34,34,34
2020,1,20,17,42,42,42
2020,1,20,18,29,29,29
2020,1,20,19,30,30,30
2020,1,20,20,35,35,35
2020,1,20,21,36,36,36
2020,1,20,22,44,44,44
2020,1,20,23,58,58,58
2020,1,20,24,69,69,69
2020,1,21,1,73,73,73
2020,1,21,2,70,70,70
2020,1,21,3,69,69,69
2020,1,21,4,65,65,65
2020,1,21,5,74,74,74
2020,1,21,6,82,82,82
2020,1,21,7,85,85,85
2020,1,21,8,90,90,90
2020,1,21,9,96,96,96
2020,1,21,10,98,98,98
2020,1,21,11,98,98,98
2020,1,21,12,91,91,91
2020,1,21,13,80,80,80
2020,1,21,14,75,75,75
2020,1,21,15,83,83,83
2020,1,21,16,87,87,87
2020,1,21,17,89,89,89
2020,1,21,18,91,91,91
2020,1,21,19,92,92,92
2020,1,21,20,92,92,92
2020,1,21,21,92,92,92
2020,1,21,22,92,92,92
2020,1,21,23,92,92,92
2020,1,21,24,92,92,92
2020,1,22,1,92,92,92
2020,1,22,2,92,92,92
2020,1,22,3,92,92,92
2020,1,22,4,92,92,92
2020,1,22,5,91,91,91
2020,1,22,6,91,91,91
2020,1,22,7,91,91,91
2020,1,22,8,96,96,96
2020,1,22,9,99,99,99
2020,1,22,10,99,99,99
2020,1,22,11,100,100,100
2020,1,22,12,96,96,96
2020,1,22,13,82,82,82
2020,1,22,14,73,73,73
2020,1,22,15,67,67,67
2020,1,22,16,82,82,82
2020,1,22,17,84,84,84
2020,1,22,18,88,88,88
2020,1,22,19,93,93,93
2020,1,22,20,93,93,93
2020,1,22,21,93,93,93
2020,1,22,22,73,73,73
2020,1,22,23,92,92,92
2020,1,22,24,70,70,70
2020,1,23,1,92,92,92
2020,1,23,2,92,92,92
2020,1,23,3,79,79,79
2020,1,23,4,47,47,47
2020,1,23,5,41,41,41
2020,1,23,6,41,41,41
2020,1,23,7,41,41,41
2020,1,23,8,49,49,49
2020,1,23,9,54,54,54
2020,1,23,10,54,54,54
2020,1,23,11,64,64,64
2020,1,23,12,65,65,65
2020,1,23,13,49,49,49
2020,1,23,14,57,57,57
2020,1,23,15,70,70,70
2020,1,23,16,82,82,82
2020,1,23,17,94,94,94
2020,1,23,18,90,90,90
2020,1,23,19,91,91,91
2020,1,23,20,93,93,93
2020,1,23,21,92,92,92
2020,1,23,22,92,92,92
2020,1,23,23,71,71,71
2020,1,23,24,56,56,56
2020,1,24,1,44,44,44
2020,1,24,2,54,54,54
2020,1,24,3,77,77,77
2020,1,24,4,91,91,91
2020,1,24,5,92,92,92
2020,1,24,6,92,92,92
2020,1,24,7,92,92,92
2020,1,24,8,61,61,61
2020,1,24,9,89,89,89
2020,1,24,10,57,57,57
2020,1,24,11,54,54,54
2020,1,24,12,48,48,48
2020,1,24,13,70,70,70
2020,1,24,14,54,54,54
2020,1,24,15,55,55,55
2020,1,24,16,76,76,76
2020,1,24,17,94,94,94
2020,1,24,18,93,93,93
2020,1,24,19,92,92,92
2020,1,24,20,45,45,45
2020,1,24,21,45,45,45
2020,1,24,22,56,56,56
2020,1,24,23,83,83,83
2020,1,24,24,92,92,92
2020,1,25,1,92,92,92
2020,1,25,2,92,92,92
2020,1,25,3,92,92,92
2020,1,25,4,92,92,92
2020,1,25,5,93,93,93
2020,1,25,6,92,92,92
2020,1,25,7,57,57,57
2020,1,25,8,52,52,52
2020,1,25,9,54,54,54
2020,1,25,10,54,54,54
2020,1,25,11,54,54,54
2020,1,25,12,54,54,54
2020,1,25,13,44,44,44
2020,1,25,14,44,44,44
2020,1,25,15,41,41,41
2020,1,25,16,42,42,42
2020,1,25,17,44,44,44
2020,1,25,18,86,86,86
2020,1,25,19,64,64,64
2020,1,25,20,59,59,59
2020,1,25,21,47,47,47
2020,1,25,22,41,41,41
2020,1,25,23,41,41,41
2020,1,25,24,41,41,41
2020,1,26,1,41,41,41
2020,1,26,2,41,41,41
2020,1,26,3,41,41,41
2020,1,26,4,41,41,41
2020,1,26,5,41,41,41
2020,1,26,6,41,41,41
2020,1,26,7,59,59,59
2020,1,26,8,86,86,86
2020,1,26,9,99,99,99
2020,1,26,10,75,75,75
2020,1,26,11,96,96,96
2020,1,26,12,94,94,94
2020,1,26,13,93,93,93
2020,1,26,14,91,91,91
2020,1,26,15,86,86,86
2020,1,26,16,93,93,93
2020,1,26,17,94,94,94
2020,1,26,18,83,83,83
2020,1,26,19,93,93,93
2020,1,26,20,81,81,81
2020,1,26,21,70,70,70
2020,1,26,22,61,61,61
2020,1,26,23,52,52,52
2020,1,26,24,41,41,41
2020,1,27,1,41,41,41
2020,1,27,2,41,41,41
2020,1,27,3,41,41,41
2020,1,27,4,41,41,41
2020,1,27,5,41,41,41
2020,1,27,6,41,41,41
2020,1,27,7,41,41,41
2020,1,27,8,49,49,49
2020,1,27,9,54,54,54
2020,1,27,10,54,54,54
2020,1,27,11,54,54,54
2020,1,27,12,54,54,54
2020,1,27,13,44,44,44
2020,1,27,14,44,44,44
2020,1,27,15,41,41,41
2020,1,27,16,42,42,42
2020,1,27,17,44,44,44
2020,1,27,18,78,78,78
2020,1,27,19,60,60,60
2020,1,27,20,41,41,41
2020,1,27,21,41,41,41
2020,1,27,22,41,41,41
2020,1,27,23,41,41,41
2020,1,27,24,41,41,41
2020,1,28,1,41,41,41
2020,1,28,2,41,41,41
2020,1,28,3,41,41,41
2020,1,28,4,41,41,41
2020,1,28,5,41,41,41
2020,1,28,6,41,41,41
2020,1,28,7,41,41,41
2020,1,28,8,52,52,52
2020,1,28,9,71,71,71
2020,1,28,10,94,94,94
2020,1,28,11,99,99,99
2020,1,28,12,93,93,93
2020,1,28,13,90,90,90
2020,1,28,14,92,92,92
2020,1,28,15,90,90,90
2020,1,28,16,93,93,93
2020,1,28,17,93,93,93
2020,1,28,18,91,91,91
2020,1,28,19,92,92,92
2020,1,28,20,89,89,89
2020,1,28,21,76,76,76
2020,1,28,22,77,77,77
2020,1,28,23,75,75,75
2020,1,28,24,41,41,41
2020,1,29,1,41,41,41
2020,1,29,2,41,41,41
2020,1,29,3,41,41,41
2020,1,29,4,41,41,41
2020,1,29,5,41,41,41
2020,1,29,6,41,41,41
2020,1,29,7,41,41,41
2020,1,29,8,49,49,49
2020,1,29,9,54,54,54
2020,1,29,10,54,54,54
2020,1,29,11,54,54,54
2020,1,29,12,54,54,54
2020,1,29,13,44,44,44
2020,1,29,14,44,44,44
2020,1,29,15,41,41,41
2020,1,29,16,42,42,42
2020,1,29,17,44,44,44
2020,1,29,18,52,52,52
2020,1,29,19,43,43,43
2020,1,29,20,41,41,41
2020,1,29,21,41,41,41
2020,1,29,22,52,52,52
2020,1,29,23,67,67,67
2020,1,29,24,67,67,67
2020,1,30,1,45,45,45
2020,1,30,2,41,41,41
2020,1,30,3,41,41,41
2020,1,30,4,41,41,41
2020,1,30,5,41,41,41
2020,1,30,6,41,41,41
2020,1,30,7,41,41,41
2020,1,30,8,49,49,49
2020,1,30,9,54,54,54
2020,1,30,10,54,54,54
2020,1,30,11,61,61,61
2020,1,30,12,64,64,64
2020,1,30,13,94,94,94
2020,1,30,14,94,94,94
2020,1,30,15,93,93,93
2020,1,30,16,88,88,88
2020,1,30,17,72,72,72
2020,1,30,18,93,93,93
2020,1,30,19,92,92,92
2020,1,30,20,92,92,92
2020,1,30,21,71,71,71
2020,1,30,22,61,61,61
2020,1,30,23,79,79,79
2020,1,30,24,67,67,67
2020,1,31,1,62,62,62
2020,1,31,2,92,92,92
2020,1,31,3,92,92,92
2020,1,31,4,92,92,92
2020,1,31,5,93,93,93
2020,1,31,6,92,92,92
2020,1,31,7,90,90,90
2020,1,31,8,85,85,85
2020,1,31,9,94,94,94
2020,1,31,10,88,88,88
2020,1,31,11,64,64,64
2020,1,31,12,35,35,35
2020,1,31,13,37,37,37
2020,1,31,14,25,25,25
2020,1,31,15,14,14,14
2020,1,31,16,31,31,31
2020,1,31,17,66,66,66
2020,1,31,18,47,47,47
2020,1,31,19,90,90,90
2020,1,31,20,93,93,93
2020,1,31,21,92,92,92
2020,1,31,22,92,92,92
2020,1,31,23,93,93,93
2020,1,31,24,88,88,88
2020,2,1,1,79,79,79
2020,2,1,2,64,64,64
2020,2,1,3,52,52,52
2020,2,1,4,76,76,76
2020,2,1,5,61,61,61
2020,2,1,6,41,41,41
2020,2,1,7,41,41,41
2020,2,1,8,49,49,49
2020,2,1,9,54,54,54
2020,2,1,10,54,54,54
2020,2,1,11,54,54,54
2020,2,1,12,58,58,58
2020,2,1,13,82,82,82
2020,2,1,14,44,44,44
2020,2,1,15,41,41,41
2020,2,1,16,42,42,42
2020,2,1,17,77,77,77
2020,2,1,18,49,49,49
2020,2,1,19,60,60,60
2020,2,1,20,73,73,73
2020,2,1,21,92,92,92
2020,2,1,22,92,92,92
2020,2,1,23,79,79,79
2020,2,1,24,65,65,65
2020,2,2,1,61,61,61
2020,2,2,2,63,63,63
2020,2,2,3,64,64,64
2020,2,2,4,55,55,55
2020,2,2,5,56,56,56
2020,2,2,6,58,58,58
2020,2,2,7,63,63,63
2020,2,2,8,65,65,65
2020,2,2,9,77,77,77
2020,2,2,10,95,95,95
2020,2,2,11,99,99,99
2020,2,2,12,94,94,94
2020,2,2,13,92,92,92
2020,2,2,14,84,84,84
2020,2,2,15,54,54,54
2020,2,2,16,31,31,31
2020,2,2,17,20,20,20
2020,2,2,18,8,8,8
2020,2,2,19,49,49,49
2020,2,2,20,45,45,45
2020,2,2,21,45,45,45
2020,2,2,22,74,74,74
2020,2,2,23,79,79,79
2020,2,2,24,89,89,89
2020,2,3,1,91,91,91
2020,2,3,2,92,92,92
2020,2,3,3,92,92,92
2020,2,3,4,92,92,92
2020,2,3,5,91,91,91
2020,2,3,6,90,90,90
2020,2,3,7,95,95,95
2020,2,3,8,95,95,95
2020,2,3,9,96,96,96
2020,2,3,10,97,97,97
2020,2,3,11,90,90,90
2020,2,3,12,65,65,65
2020,2,3,13,69,69,69
2020,2,3,14,77,77,77
2020,2,3,15,65,65,65
2020,2,3,16,50,50,50
2020,2,3,17,42,42,42
2020,2,3,18,5,5,5
2020,2,3,19,13,13,13
2020,2,3,20,19,19,19
2020,2,3,21,23,23,23
2020,2,3,22,26,26,26
2020,2,3,23,25,25,25
2020,2,3,24,13,13,13
2020,2,4,1,14,14,14
2020,2,4,2,12,12,12
2020,2,4,3,11,11,11
2020,2,4,4,9,9,9
2020,2,4,5,12,12,12
2020,2,4,6,20,20,20
2020,2,4,7,36,36,36
2020,2,4,8,35,35,35
2020,2,4,9,44,44,44
2020,2,4,10,44,44,44
2020,2,4,11,41,41,41
2020,2,4,12,17,17,17
2020,2,4,13,17,17,17
2020,2,4,14,17,17,17
2020,2,4,15,7,7,7
2020,2,4,16,7,7,7
2020,2,4,17,17,17,17
2020,2,4,18,16,16,16
2020,2,4,19,66,66,66
2020,2,4,20,82,82,82
2020,2,4,21,86,86,86
2020,2,4,22,87,87,87
2020,2,4,23,90,90,90
2020,2,4,24,89,89,89
2020,2,5,1,91,91,91
2020,2,5,2,92,92,92
2020,2,5,3,93,93,93
2020,2,5,4,93,93,93
2020,2,5,5,92,92,92
2020,2,5,6,92,92,92
2020,2,5,7,97,97,97
2020,2,5,8,97,97,97
2020,2,5,9,100,100,100
2020,2,5,10,100,100,100
2020,2,5,11,98,98,98
2020,2,5,12,80,80,80
2020,2,5,13,57,57,57
2020,2,5,14,44,44,44
2020,2,5,15,33,33,33
2020,2,5,16,25,25,25
2020,2,5,17,21,21,21
2020,2,5,18,5,5,5
2020,2,5,19,20,20,20
2020,2,5,20,34,34,34
2020,2,5,21,43,43,43
2020,2,5,22,52,52,52
2020,2,5,23,44,44,44
2020,2,5,24,45,45,45
2020,2,6,1,57,57,57
2020,2,6,2,66,66,66
2020,2,6,3,74,74,74
2020,2,6,4,81,81,81
2020,2,6,5,83,83,83
2020,2,6,6,82,82,82
2020,2,6,7,88,88,88
2020,2,6,8,88,88,88
2020,2,6,9,92,92,92
2020,2,6,10,92,92,92
2020,2,6,11,86,86,86
2020,2,6,12,81,81,81
2020,2,6,13,77,77,77
2020,2,6,14,78,78,78
2020,2,6,15,81,81,81
2020,2,6,16,80,80,80
2020,2,6,17,83,83,83
2020,2,6,18,32,32,32
2020,2,6,19,64,64,64
2020,2,6,20,72,72,72
2020,2,6,21,71,71,71
2020,2,6,22,78,78,78
2020,2,6,23,82,82,82
2020,2,6,24,84,84,84
2020,2,7,1,90,90,90
2020,2,7,2,92,92,92
2020,2,7,3,93,93,93
2020,2,7,4,93,93,93
2020,2,7,5,93,93,93
2020,2,7,6,93,93,93
2020,2,7,7,97,97,97
2020,2,7,8,96,96,96
2020,2,7,9,99,99,99
2020,2,7,10,100,100,100
2020,2,7,11,99,99,99
2020,2,7,12,94,94,94
2020,2,7,13,94,94,94
2020,2,7,14,94,94,94
2020,2,7,15,93,93,93
2020,2,7,16,93,93,93
2020,2,7,17,94,94,94
2020,2,7,18,92,92,92
2020,2,7,19,92,92,92
2020,2,7,20,92,92,92
2020,2,7,21,91,91,91
2020,2,7,22,91,91,91
2020,2,7,23,90,90,90
2020,2,7,24,87,87,87
2020,2,8,1,81,81,81
2020,2,8,2,74,74,74
2020,2,8,3,64,64,64
2020,2,8,4,60,60,60
2020,2,8,5,57,57,57
2020,2,8,6,58,58,58
2020,2,8,7,64,64,64
2020,2,8,8,65,65,65
2020,2,8,9,70,70,70
2020,2,8,10,62,62,62
2020,2,8,11,47,47,47
2020,2,8,12,26,26,26
2020,2,8,13,25,25,25
2020,2,8,14,25,25,25
2020,2,8,15,20,20,20
2020,2,8,16,21,21,21
2020,2,8,17,23,23,23
