Year,Month,Day,Period,Area 1,Area 2,Area 3
2020,1,6,11,59,59,59
2020,1,6,12,59,59,59
2020,1,6,13,62,62,62
2020,1,6,14,65,65,65
2020,1,6,15,64,64,64
2020,1,6,16,63,63,63
2020,1,6,17,59,59,59
2020,1,6,18,64,64,64
2020,1,6,19,65,65,65
2020,1,6,20,65,65,65
2020,1,6,21,63,63,63
2020,1,6,22,58,58,58
2020,1,6,23,56,56,56
2020,1,6,24,55,55,55
2020,1,7,1,49,49,49
2020,1,7,2,46,46,46
2020,1,7,3,46,46,46
2020,1,7,4,47,47,47
2020,1,7,5,48,48,48
2020,1,7,6,50,50,50
2020,1,7,7,52,52,52
2020,1,7,8,57,57,57
2020,1,7,9,59,59,59
2020,1,7,10,59,59,59
2020,1,7,11,58,58,58
2020,1,7,12,58,58,58
2020,1,7,13,58,58,58
2020,1,7,14,58,58,58
2020,1,7,15,55,55,55
2020,1,7,16,54,54,54
2020,1,7,17,52,52,52
2020,1,7,18,56,56,56
2020,1,7,19,56,56,56
2020,1,7,20,55,55,55
2020,1,7,21,54,54,54
2020,1,7,22,52,52,52
2020,1,7,23,50,50,50
2020,1,7,24,48,48,48
2020,1,8,1,61,61,61
2020,1,8,2,52,52,52
2020,1,8,3,51,51,51
2020,1,8,4,62,62,62
2020,1,8,5,69,69,69
2020,1,8,6,71,71,71
2020,1,8,7,72,72,72
2020,1,8,8,73,73,73
2020,1,8,9,60,60,60
2020,1,8,10,60,60,60
2020,1,8,11,59,59,59
2020,1,8,12,59,59,59
2020,1,8,13,58,58,58
2020,1,8,14,58,58,58
2020,1,8,15,54,54,54
2020,1,8,16,54,54,54
2020,1,8,17,53,53,53
2020,1,8,18,56,56,56
2020,1,8,19,57,57,57
2020,1,8,20,56,56,56
2020,1,8,21,55,55,55
2020,1,8,22,52,52,52
2020,1,8,23,50,50,50
2020,1,8,24,48,48,48
2020,1,9,1,47,47,47
2020,1,9,2,47,47,47
2020,1,9,3,47,47,47
2020,1,9,4,47,47,47
2020,1,9,5,49,49,49
2020,1,9,6,53,53,53
2020,1,9,7,59,59,59
2020,1,9,8,67,67,67
2020,1,9,9,73,73,73
2020,1,9,10,75,75,75
2020,1,9,11,77,77,77
2020,1,9,12,74,74,74
2020,1,9,13,67,67,67
2020,1,9,14,64,64,64
2020,1,9,15,52,52,52
2020,1,9,16,67,67,67
2020,1,9,17,57,57,57
2020,1,9,18,65,65,65
2020,1,9,19,74,74,74
2020,1,9,20,73,73,73
2020,1,9,21,71,71,71
2020,1,9,22,69,69,69
2020,1,9,23,67,67,67
2020,1,9,24,65,65,65
2020,1,10,1,58,58,58
2020,1,10,2,57,57,57
2020,1,10,3,60,60,60
2020,1,10,4,65,65,65
2020,1,10,5,66,66,66
2020,1,10,6,67,67,67
2020,1,10,7,63,63,63
2020,1,10,8,66,66,66
2020,1,10,9,66,66,66
2020,1,10,10,64,64,64
2020,1,10,11,66,66,66
2020,1,10,12,69,69,69
2020,1,10,13,73,73,73
2020,1,10,14,74,74,74
2020,1,10,15,71,71,71
2020,1,10,16,79,79,79
2020,1,10,17,70,70,70
2020,1,10,18,72,72,72
2020,1,10,19,71,71,71
2020,1,10,20,70,70,70
2020,1,10,21,70,70,70
2020,1,10,22,70,70,70
2020,1,10,23,66,66,66
2020,1,10,24,65,65,65
2020,1,11,1,66,66,66
2020,1,11,2,67,67,67
2020,1,11,3,66,66,66
2020,1,11,4,65,65,65
2020,1,11,5,67,67,67
2020,1,11,6,68,68,68
2020,1,11,7,67,67,67
2020,1,11,8,72,72,72
2020,1,11,9,79,79,79
2020,1,11,10,78,78,78
2020,1,11,11,65,65,65
2020,1,11,12,75,75,75
2020,1,11,13,102,102,102
2020,1,11,14,104,104,104
2020,1,11,15,82,82,82
2020,1,11,16,97,97,97
2020,1,11,17,69,69,69
2020,1,11,18,73,73,73
2020,1,11,19,72,72,72
2020,1,11,20,71,71,71
2020,1,11,21,69,69,69
2020,1,11,22,68,68,68
2020,1,11,23,61,61,61
2020,1,11,24,62,62,62
2020,1,12,1,57,57,57
2020,1,12,2,60,60,60
2020,1,12,3,51,51,51
2020,1,12,4,48,48,48
2020,1,12,5,52,52,52
2020,1,12,6,54,54,54
2020,1,12,7,56,56,56
2020,1,12,8,64,64,64
2020,1,12,9,68,68,68
2020,1,12,10,68,68,68
2020,1,12,11,72,72,72
2020,1,12,12,72,72,72
2020,1,12,13,72,72,72
2020,1,12,14,73,73,73
2020,1,12,15,70,70,70
2020,1,12,16,77,77,77
2020,1,12,17,68,68,68
2020,1,12,18,71,71,71
2020,1,12,19,71,71,71
2020,1,12,20,70,70,70
2020,1,12,21,70,70,70
2020,1,12,22,69,69,69
2020,1,12,23,68,68,68
2020,1,12,24,68,68,68
2020,1,13,1,67,67,67
2020,1,13,2,66,66,66
2020,1,13,3,66,66,66
2020,1,13,4,65,65,65
2020,1,13,5,67,67,67
2020,1,13,6,69,69,69
2020,1,13,7,72,72,72
2020,1,13,8,76,76,76
2020,1,13,9,74,74,74
2020,1,13,10,71,71,71
2020,1,13,11,73,73,73
2020,1,13,12,68,68,68
2020,1,13,13,67,67,67
2020,1,13,14,66,66,66
2020,1,13,15,70,70,70
2020,1,13,16,81,81,81
2020,1,13,17,71,71,71
2020,1,13,18,63,63,63
2020,1,13,19,60,60,60
2020,1,13,20,67,67,67
2020,1,13,21,59,59,59
2020,1,13,22,56,56,56
2020,1,13,23,57,57,57
2020,1,13,24,51,51,51
2020,1,14,1,53,53,53
2020,1,14,2,50,50,50
2020,1,14,3,48,48,48
2020,1,14,4,48,48,48
2020,1,14,5,50,50,50
2020,1,14,6,52,52,52
2020,1,14,7,59,59,59
2020,1,14,8,64,64,64
2020,1,14,9,61,61,61
2020,1,14,10,61,61,61
2020,1,14,11,60,60,60
2020,1,14,12,59,59,59
2020,1,14,13,62,62,62
2020,1,14,14,64,64,64
2020,1,14,15,69,69,69
2020,1,14,16,77,77,77
2020,1,14,17,70,70,70
2020,1,14,18,66,66,66
2020,1,14,19,70,70,70
2020,1,14,20,71,71,71
2020,1,14,21,73,73,73
2020,1,14,22,71,71,71
2020,1,14,23,71,71,71
2020,1,14,24,70,70,70
2020,1,15,1,67,67,67
2020,1,15,2,68,68,68
2020,1,15,3,65,65,65
2020,1,15,4,66,66,66
2020,1,15,5,70,70,70
2020,1,15,6,69,69,69
2020,1,15,7,74,74,74
2020,1,15,8,77,77,77
2020,1,15,9,77,77,77
2020,1,15,10,91,91,91
2020,1,15,11,98,98,98
2020,1,15,12,100,100,100
2020,1,15,13,98,98,98
2020,1,15,14,90,90,90
2020,1,15,15,77,77,77
2020,1,15,16,73,73,73
2020,1,15,17,61,61,61
2020,1,15,18,46,46,46
2020,1,15,19,46,46,46
2020,1,15,20,46,46,46
2020,1,15,21,44,44,44
2020,1,15,22,41,41,41
2020,1,15,23,37,37,37
2020,1,15,24,37,37,37
2020,1,16,1,34,34,34
2020,1,16,2,35,35,35
2020,1,16,3,48,48,48
2020,1,16,4,65,65,65
2020,1,16,5,66,66,66
2020,1,16,6,68,68,68
2020,1,16,7,72,72,72
2020,1,16,8,77,77,77
2020,1,16,9,77,77,77
2020,1,16,10,77,77,77
2020,1,16,11,78,78,78
2020,1,16,12,76,76,76
2020,1,16,13,75,75,75
2020,1,16,14,75,75,75
2020,1,16,15,73,73,73
2020,1,16,16,81,81,81
2020,1,16,17,77,77,77
2020,1,16,18,74,74,74
2020,1,16,19,73,73,73
2020,1,16,20,66,66,66
2020,1,16,21,62,62,62
2020,1,16,22,62,62,62
2020,1,16,23,52,52,52
2020,1,16,24,49,49,49
2020,1,17,1,48,48,48
2020,1,17,2,48,48,48
2020,1,17,3,48,48,48
2020,1,17,4,48,48,48
2020,1,17,5,49,49,49
2020,1,17,6,52,52,52
2020,1,17,7,54,54,54
2020,1,17,8,59,59,59
2020,1,17,9,61,61,61
2020,1,17,10,60,60,60
2020,1,17,11,60,60,60
2020,1,17,12,59,59,59
2020,1,17,13,58,58,58
2020,1,17,14,58,58,58
2020,1,17,15,54,54,54
2020,1,17,16,63,63,63
2020,1,17,17,99,99,99
2020,1,17,18,55,55,55
2020,1,17,19,57,57,57
2020,1,17,20,55,55,55
2020,1,17,21,58,58,58
2020,1,17,22,59,59,59
2020,1,17,23,63,63,63
2020,1,17,24,62,62,62
2020,1,18,1,59,59,59
2020,1,18,2,66,66,66
2020,1,18,3,66,66,66
2020,1,18,4,68,68,68
2020,1,18,5,68,68,68
2020,1,18,6,70,70,70
2020,1,18,7,71,71,71
2020,1,18,8,75,75,75
2020,1,18,9,76,76,76
2020,1,18,10,77,77,77
2020,1,18,11,74,74,74
2020,1,18,12,70,70,70
2020,1,18,13,66,66,66
2020,1,18,14,64,64,64
2020,1,18,15,57,57,57
2020,1,18,16,59,59,59
2020,1,18,17,50,50,50
2020,1,18,18,45,45,45
2020,1,18,19,46,46,46
2020,1,18,20,43,43,43
2020,1,18,21,45,45,45
2020,1,18,22,47,47,47
2020,1,18,23,48,48,48
2020,1,18,24,55,55,55
2020,1,19,1,51,51,51
2020,1,19,2,50,50,50
2020,1,19,3,52,52,52
2020,1,19,4,51,51,51
2020,1,19,5,48,48,48
2020,1,19,6,49,49,49
2020,1,19,7,55,55,55
2020,1,19,8,63,63,63
2020,1,19,9,65,65,65
2020,1,19,10,67,67,67
2020,1,19,11,62,62,62
2020,1,19,12,56,56,56
2020,1,19,13,57,57,57
2020,1,19,14,56,56,56
2020,1,19,15,50,50,50
2020,1,19,16,57,57,57
2020,1,19,17,47,47,47
2020,1,19,18,58,58,58
2020,1,19,19,67,67,67
2020,1,19,20,69,69,69
2020,1,19,21,73,73,73
2020,1,19,22,71,71,71
2020,1,19,23,69,69,69
2020,1,19,24,67,67,67
2020,1,20,1,67,67,67
2020,1,20,2,66,66,66
2020,1,20,3,65,65,65
2020,1,20,4,66,66,66
2020,1,20,5,66,66,66
2020,1,20,6,68,68,68
2020,1,20,7,71,71,71
2020,1,20,8,75,75,75
2020,1,20,9,76,76,76
2020,1,20,10,76,76,76
2020,1,20,11,77,77,77
2020,1,20,12,72,72,72
2020,1,20,13,63,63,63
2020,1,20,14,60,60,60
2020,1,20,15,51,51,51
2020,1,20,16,58,58,58
2020,1,20,17,54,54,54
2020,1,20,18,49,49,49
2020,1,20,19,50,50,50
2020,1,20,20,50,50,50
2020,1,20,21,49,49,49
2020,1,20,22,50,50,50
2020,1,20,23,55,55,55
2020,1,20,24,58,58,58
2020,1,21,1,60,60,60
2020,1,21,2,58,58,58
2020,1,21,3,57,57,57
2020,1,21,4,55,55,55
2020,1,21,5,61,61,61
2020,1,21,6,66,66,66
2020,1,21,7,70,70,70
2020,1,21,8,74,74,74
2020,1,21,9,78,78,78
2020,1,21,10,78,78,78
2020,1,21,11,77,77,77
2020,1,21,12,78,78,78
2020,1,21,13,71,71,71
2020,1,21,14,69,69,69
2020,1,21,15,71,71,71
2020,1,21,16,80,80,80
2020,1,21,17,76,76,76
2020,1,21,18,75,75,75
2020,1,21,19,74,74,74
2020,1,21,20,74,74,74
2020,1,21,21,72,72,72
2020,1,21,22,71,71,71
2020,1,21,23,69,69,69
2020,1,21,24,68,68,68
2020,1,22,1,67,67,67
2020,1,22,2,67,67,67
2020,1,22,3,67,67,67
2020,1,22,4,67,67,67
2020,1,22,5,68,68,68
2020,1,22,6,70,70,70
2020,1,22,7,72,72,72
2020,1,22,8,76,76,76
2020,1,22,9,75,75,75
2020,1,22,10,75,75,75
2020,1,22,11,76,76,76
2020,1,22,12,78,78,78
2020,1,22,13,72,72,72
2020,1,22,14,68,68,68
2020,1,22,15,63,63,63
2020,1,22,16,76,76,76
2020,1,22,17,73,73,73
2020,1,22,18,74,74,74
2020,1,22,19,73,73,73
2020,1,22,20,73,73,73
2020,1,22,21,71,71,71
2020,1,22,22,62,62,62
2020,1,22,23,67,67,67
2020,1,22,24,57,57,57
2020,1,23,1,65,65,65
2020,1,23,2,65,65,65
2020,1,23,3,59,59,59
2020,1,23,4,49,49,49
2020,1,23,5,48,48,48
2020,1,23,6,50,50,50
2020,1,23,7,53,53,53
2020,1,23,8,58,58,58
2020,1,23,9,60,60,60
2020,1,23,10,59,59,59
2020,1,23,11,62,62,62
2020,1,23,12,62,62,62
2020,1,23,13,60,60,60
2020,1,23,14,61,61,61
2020,1,23,15,62,62,62
2020,1,23,16,74,74,74
2020,1,23,17,75,75,75
2020,1,23,18,74,74,74
2020,1,23,19,75,75,75
2020,1,23,20,73,73,73
2020,1,23,21,71,71,71
2020,1,23,22,69,69,69
2020,1,23,23,59,59,59
2020,1,23,24,53,53,53
2020,1,24,1,48,48,48
2020,1,24,2,51,51,51
2020,1,24,3,59,59,59
2020,1,24,4,64,64,64
2020,1,24,5,65,65,65
2020,1,24,6,68,68,68
2020,1,24,7,69,69,69
2020,1,24,8,61,61,61
2020,1,24,9,76,76,76
2020,1,24,10,60,60,60
2020,1,24,11,59,59,59
2020,1,24,12,59,59,59
2020,1,24,13,66,66,66
2020,1,24,14,60,60,60
2020,1,24,15,58,58,58
2020,1,24,16,72,72,72
2020,1,24,17,74,74,74
2020,1,24,18,72,72,72
2020,1,24,19,71,71,71
2020,1,24,20,55,55,55
2020,1,24,21,54,54,54
2020,1,24,22,56,56,56
2020,1,24,23,63,63,63
2020,1,24,24,66,66,66
2020,1,25,1,66,66,66
2020,1,25,2,66,66,66
2020,1,25,3,65,65,65
2020,1,25,4,68,68,68
2020,1,25,5,67,67,67
2020,1,25,6,66,66,66
2020,1,25,7,55,55,55
2020,1,25,8,56,56,56
2020,1,25,9,58,58,58
2020,1,25,10,58,58,58
2020,1,25,11,57,57,57
2020,1,25,12,57,57,57
2020,1,25,13,56,56,56
2020,1,25,14,55,55,55
2020,1,25,15,52,52,52
2020,1,25,16,61,61,61
2020,1,25,17,56,56,56
2020,1,25,18,66,66,66
2020,1,25,19,60,60,60
2020,1,25,20,58,58,58
2020,1,25,21,54,54,54
2020,1,25,22,51,51,51
2020,1,25,23,49,49,49
2020,1,25,24,48,48,48
2020,1,26,1,47,47,47
2020,1,26,2,47,47,47
2020,1,26,3,47,47,47
2020,1,26,4,47,47,47
2020,1,26,5,47,47,47
2020,1,26,6,48,48,48
2020,1,26,7,54,54,54
2020,1,26,8,66,66,66
2020,1,26,9,72,72,72
2020,1,26,10,63,63,63
2020,1,26,11,71,71,71
2020,1,26,12,73,73,73
2020,1,26,13,74,74,74
2020,1,26,14,75,75,75
2020,1,26,15,70,70,70
2020,1,26,16,77,77,77
2020,1,26,17,71,71,71
2020,1,26,18,69,69,69
2020,1,26,19,72,72,72
2020,1,26,20,65,65,65
2020,1,26,21,61,61,61
2020,1,26,22,57,57,57
2020,1,26,23,52,52,52
2020,1,26,24,47,47,47
2020,1,27,1,47,47,47
2020,1,27,2,46,46,46
2020,1,27,3,46,46,46
2020,1,27,4,47,47,47
2020,1,27,5,48,48,48
2020,1,27,6,50,50,50
2020,1,27,7,53,53,53
2020,1,27,8,58,58,58
2020,1,27,9,59,59,59
2020,1,27,10,59,59,59
2020,1,27,11,59,59,59
2020,1,27,12,59,59,59
2020,1,27,13,58,58,58
2020,1,27,14,58,58,58
2020,1,27,15,54,54,54
2020,1,27,16,63,63,63
2020,1,27,17,58,58,58
2020,1,27,18,66,66,66
2020,1,27,19,61,61,61
2020,1,27,20,55,55,55
2020,1,27,21,54,54,54
2020,1,27,22,52,52,52
2020,1,27,23,49,49,49
2020,1,27,24,47,47,47
2020,1,28,1,46,46,46
2020,1,28,2,46,46,46
2020,1,28,3,46,46,46
2020,1,28,4,46,46,46
2020,1,28,5,47,47,47
2020,1,28,6,49,49,49
2020,1,28,7,51,51,51
2020,1,28,8,57,57,57
2020,1,28,9,64,64,64
2020,1,28,10,72,72,72
2020,1,28,11,74,74,74
2020,1,28,12,76,76,76
2020,1,28,13,76,76,76
2020,1,28,14,76,76,76
2020,1,28,15,74,74,74
2020,1,28,16,77,77,77
2020,1,28,17,75,75,75
2020,1,28,18,73,73,73
2020,1,28,19,71,71,71
2020,1,28,20,74,74,74
2020,1,28,21,63,63,63
2020,1,28,22,62,62,62
2020,1,28,23,60,60,60
2020,1,28,24,47,47,47
2020,1,29,1,46,46,46
2020,1,29,2,46,46,46
2020,1,29,3,46,46,46
2020,1,29,4,46,46,46
2020,1,29,5,47,47,47
2020,1,29,6,49,49,49
2020,1,29,7,51,51,51
2020,1,29,8,57,57,57
2020,1,29,9,59,59,59
2020,1,29,10,59,59,59
2020,1,29,11,59,59,59
2020,1,29,12,59,59,59
2020,1,29,13,58,58,58
2020,1,29,14,58,58,58
2020,1,29,15,54,54,54
2020,1,29,16,63,63,63
2020,1,29,17,58,58,58
2020,1,29,18,57,57,57
2020,1,29,19,56,56,56
2020,1,29,20,55,55,55
2020,1,29,21,53,53,53
2020,1,29,22,55,55,55
2020,1,29,23,58,58,58
2020,1,29,24,56,56,56
2020,1,30,1,48,48,48
2020,1,30,2,46,46,46
2020,1,30,3,46,46,46
2020,1,30,4,46,46,46
2020,1,30,5,47,47,47
2020,1,30,6,50,50,50
2020,1,30,7,52,52,52
2020,1,30,8,57,57,57
2020,1,30,9,59,59,59
2020,1,30,10,59,59,59
2020,1,30,11,61,61,61
2020,1,30,12,64,64,64
2020,1,30,13,73,73,73
2020,1,30,14,74,74,74
2020,1,30,15,73,73,73
2020,1,30,16,80,80,80
2020,1,30,17,67,67,67
2020,1,30,18,71,71,71
2020,1,30,19,71,71,71
2020,1,30,20,71,71,71
2020,1,30,21,62,62,62
2020,1,30,22,57,57,57
2020,1,30,23,61,61,61
2020,1,30,24,56,56,56
2020,1,31,1,53,53,53
2020,1,31,2,64,64,64
2020,1,31,3,64,64,64
2020,1,31,4,65,65,65
2020,1,31,5,67,67,67
2020,1,31,6,69,69,69
2020,1,31,7,72,72,72
2020,1,31,8,71,71,71
2020,1,31,9,76,76,76
2020,1,31,10,72,72,72
2020,1,31,11,61,61,61
2020,1,31,12,52,52,52
2020,1,31,13,53,53,53
2020,1,31,14,49,49,49
2020,1,31,15,44,44,44
2020,1,31,16,58,58,58
2020,1,31,17,65,65,65
2020,1,31,18,53,53,53
2020,1,31,19,74,74,74
2020,1,31,20,71,71,71
2020,1,31,21,69,69,69
2020,1,31,22,68,68,68
2020,1,31,23,67,67,67
2020,1,31,24,63,63,63
2020,2,1,1,59,59,59
2020,2,1,2,53,53,53
2020,2,1,3,49,49,49
2020,2,1,4,57,57,57
2020,2,1,5,52,52,52
2020,2,1,6,46,46,46
2020,2,1,7,47,47,47
2020,2,1,8,53,53,53
2020,2,1,9,56,56,56
2020,2,1,10,56,56,56
2020,2,1,11,56,56,56
2020,2,1,12,58,58,58
2020,2,1,13,67,67,67
2020,2,1,14,55,55,55
2020,2,1,15,51,51,51
2020,2,1,16,61,61,61
2020,2,1,17,65,65,65
2020,2,1,18,54,54,54
2020,2,1,19,58,58,58
2020,2,1,20,61,61,61
2020,2,1,21,68,68,68
2020,2,1,22,66,66,66
2020,2,1,23,60,60,60
2020,2,1,24,55,55,55
2020,2,2,1,53,53,53
2020,2,2,2,53,53,53
2020,2,2,3,53,53,53
2020,2,2,4,50,50,50
2020,2,2,5,50,50,50
2020,2,2,6,51,51,51
2020,2,2,7,58,58,58
2020,2,2,8,57,57,57
2020,2,2,9,62,62,62
2020,2,2,10,69,69,69
2020,2,2,11,73,73,73
2020,2,2,12,73,73,73
2020,2,2,13,75,75,75
2020,2,2,14,71,71,71
2020,2,2,15,54,54,54
2020,2,2,16,54,54,54
2020,2,2,17,44,44,44
2020,2,2,18,37,37,37
2020,2,2,19,52,52,52
2020,2,2,20,50,50,50
2020,2,2,21,49,49,49
2020,2,2,22,62,62,62
2020,2,2,23,63,63,63
2020,2,2,24,68,68,68
2020,2,3,1,68,68,68
2020,2,3,2,67,67,67
2020,2,3,3,66,66,66
2020,2,3,4,67,67,67
2020,2,3,5,68,68,68
2020,2,3,6,70,70,70
2020,2,3,7,77,77,77
2020,2,3,8,75,75,75
2020,2,3,9,77,77,77
2020,2,3,10,78,78,78
2020,2,3,11,74,74,74
2020,2,3,12,64,64,64
2020,2,3,13,66,66,66
2020,2,3,14,70,70,70
2020,2,3,15,62,62,62
2020,2,3,16,63,63,63
2020,2,3,17,54,54,54
2020,2,3,18,43,43,43
2020,2,3,19,45,45,45
2020,2,3,20,45,45,45
2020,2,3,21,45,45,45
2020,2,3,22,43,43,43
2020,2,3,23,40,40,40
2020,2,3,24,34,34,34
2020,2,4,1,33,33,33
2020,2,4,2,32,32,32
2020,2,4,3,32,32,32
2020,2,4,4,32,32,32
2020,2,4,5,34,34,34
2020,2,4,6,39,39,39
2020,2,4,7,50,50,50
2020,2,4,8,48,48,48
2020,2,4,9,51,51,51
2020,2,4,10,51,51,51
2020,2,4,11,50,50,50
2020,2,4,12,48,48,48
2020,2,4,13,48,48,48
2020,2,4,14,48,48,48
2020,2,4,15,43,43,43
2020,2,4,16,53,53,53
2020,2,4,17,46,46,46
2020,2,4,18,44,44,44
2020,2,4,19,64,64,64
2020,2,4,20,70,70,70
2020,2,4,21,72,72,72
2020,2,4,22,70,70,70
2020,2,4,23,70,70,70
2020,2,4,24,69,69,69
2020,2,5,1,68,68,68
2020,2,5,2,67,67,67
2020,2,5,3,66,66,66
2020,2,5,4,66,66,66
2020,2,5,5,67,67,67
2020,2,5,6,69,69,69
2020,2,5,7,75,75,75
2020,2,5,8,74,74,74
2020,2,5,9,75,75,75
2020,2,5,10,76,76,76
2020,2,5,11,77,77,77
2020,2,5,12,71,71,71
2020,2,5,13,61,61,61
2020,2,5,14,55,55,55
2020,2,5,15,49,49,49
2020,2,5,16,57,57,57
2020,2,5,17,49,49,49
2020,2,5,18,43,43,43
2020,2,5,19,46,46,46
2020,2,5,20,49,49,49
2020,2,5,21,51,51,51
2020,2,5,22,53,53,53
2020,2,5,23,46,46,46
2020,2,5,24,45,45,45
2020,2,6,1,51,51,51
2020,2,6,2,55,55,55
2020,2,6,3,59,59,59
2020,2,6,4,63,63,63
2020,2,6,5,64,64,64
2020,2,6,6,65,65,65
2020,2,6,7,73,73,73
2020,2,6,8,72,72,72
2020,2,6,9,75,75,75
2020,2,6,10,75,75,75
2020,2,6,11,72,72,72
2020,2,6,12,72,72,72
2020,2,6,13,70,70,70
2020,2,6,14,71,71,71
2020,2,6,15,70,70,70
2020,2,6,16,77,77,77
2020,2,6,17,73,73,73
2020,2,6,18,48,48,48
2020,2,6,19,63,63,63
2020,2,6,20,65,65,65
2020,2,6,21,64,64,64
2020,2,6,22,65,65,65
2020,2,6,23,65,65,65
2020,2,6,24,66,66,66
2020,2,7,1,68,68,68
2020,2,7,2,67,67,67
2020,2,7,3,66,66,66
2020,2,7,4,65,65,65
2020,2,7,5,65,65,65
2020,2,7,6,67,67,67
2020,2,7,7,73,73,73
2020,2,7,8,72,72,72
2020,2,7,9,74,74,74
2020,2,7,10,75,75,75
2020,2,7,11,76,76,76
2020,2,7,12,76,76,76
2020,2,7,13,75,75,75
2020,2,7,14,75,75,75
2020,2,7,15,72,72,72
2020,2,7,16,79,79,79
2020,2,7,17,75,75,75
2020,2,7,18,72,72,72
2020,2,7,19,73,73,73
2020,2,7,20,72,72,72
2020,2,7,21,72,72,72
2020,2,7,22,70,70,70
2020,2,7,23,70,70,70
2020,2,7,24,68,68,68
2020,2,8,1,63,63,63
2020,2,8,2,59,59,59
2020,2,8,3,54,54,54
2020,2,8,4,52,52,52
2020,2,8,5,50,50,50
2020,2,8,6,52,52,52
2020,2,8,7,59,59,59
2020,2,8,8,59,59,59
2020,2,8,9,61,61,61
2020,2,8,10,58,58,58
2020,2,8,11,50,50,50
2020,2,8,12,47,47,47
2020,2,8,13,46,46,46
2020,2,8,14,46,46,46
2020,2,8,15,41,41,41
2020,2,8,16,53,53,53
2020,2,8,17,45,45,45
